FORE_data,t2m_catboost_global_q,rh2m_catboost_global_q,w10m_catboost_global_q
90001_00,15.1,50.0,1.1
90001_01,16.7,45.0,0.6
90001_02,17.5,41.0,2.1
90001_03,17.9,40.0,1.4
90001_04,17.996611480127708,40.26796798713283,1.8746495098696512
90001_05,17.652969680952978,43.02616572502329,1.7362481753995087
90001_06,15.599612370792286,51.75200008521668,1.1643578462317072
90001_07,13.505098188758751,60.46936821176466,0.9856090250941911
90001_08,11.940954305579057,69.23762307994323,0.9264525537477858
90001_09,10.968432848046442,74.78419491188171,1.0111089476359565
90001_10,10.32980572723188,77.78854657637301,1.1004215961505484
90001_11,9.849253498513242,79.36423726125656,1.2378375710744467
90001_12,9.69907530416872,80.52832534885343,1.275968517682128
90001_13,9.823211114857289,81.27727110050338,1.3430601635445827
90001_14,9.77890175337795,82.59578821820223,1.3233616065018337
90001_15,9.806968152650189,84.46202678730766,1.3391993918154999
90001_16,9.801070438238673,86.3442921411907,1.352975988726978
90001_17,9.841238599908854,86.83325634546048,1.347498910868416
90001_18,9.823947948704275,86.65552883867088,1.333349388031021
90001_19,9.85987594141115,85.91487699792349,1.358596249689224
90001_20,10.128274529392488,84.0045099563448,1.2507300135535235
90001_21,10.939646388881807,82.13327504404589,1.1522611851695226
90001_22,11.568709576576595,80.87034579627804,1.1419663451370468
90001_23,12.168579777523437,76.94750759634205,1.2419697481547778
90001_24,12.56846408601555,75.47849507606226,1.1404505060610015
90001_25,12.518263706297287,74.73973806585813,1.0810668587987917
90001_26,12.183636730243391,76.0054337339896,1.0754318849782643
90001_27,11.801540583927817,77.20252625050857,1.1222860647448245
90001_28,11.041306851912584,79.55665102341791,1.1559875625771738
90001_29,10.11050174322033,82.33405699097797,1.1202975622600702
90001_30,9.388628785719263,85.54191834262683,1.075663818252513
90001_31,8.590740969614446,87.80559147408178,0.9068580338800535
90001_32,7.8880017301202505,89.7962571780451,0.7949040000079813
90001_33,7.363574442163318,91.23058230300384,0.8209965086260969
90001_34,7.012919684829796,92.00251081671847,0.883906394192925
90001_35,6.7838342907189295,91.74557018485514,0.8573083215624439
90001_36,6.487487285166367,91.91099905285408,0.818011836545258
90002_00,12.7,59.0,1.2
90002_01,14.0,56.0,2.0
90002_02,15.7,50.0,1.8
90002_03,16.3,47.0,2.4
90002_04,16.603083213326244,46.674883375997595,2.2361326738286564
90002_05,16.291083689163617,48.34246902794116,1.9261548953205385
90002_06,14.568800690713648,56.03484956086814,1.3794660484803658
90002_07,12.574502056696817,65.49012811961458,1.1165151563056874
90002_08,11.085363201120597,73.6363123357377,1.0375590972500661
90002_09,9.802644145627118,79.63783935312298,1.0245272416962095
90002_10,9.208227344632304,83.2639283160875,0.9910867128190357
90002_11,8.718048306874314,85.50371808931921,0.9331427119231178
90002_12,8.495500363616873,87.00977727789403,0.9305509756158722
90002_13,8.27170690563022,89.16030854536461,0.9268465262950976
90002_14,8.25970411078054,89.64054421275385,0.9041009229201284
90002_15,8.394196645618305,89.51797627861588,0.9349418009104056
90002_16,8.672221867683737,89.47100657241008,0.9469588438164332
90002_17,9.080526727825395,89.3792684750884,0.9088705065048535
90002_18,9.434191869043369,89.4233016340243,0.8623075175798531
90002_19,9.517143160799591,88.97709887858332,0.8198392839007951
90002_20,9.825427241891198,88.37727483530998,0.9263161962953721
90002_21,10.602172812603525,87.57981237585636,0.9549034168394267
90002_22,11.213841096904853,86.16734940879418,1.1131321881188632
90002_23,11.626023372745854,83.62860678308918,1.218172775962817
90002_24,11.777742739498711,81.52224364178755,1.5493290457818532
90002_25,11.450753722675547,80.19227567259759,1.7618752725473812
90002_26,11.288613320450752,80.4295950583054,1.852141388059255
90002_27,10.958857411304532,80.89677327096159,1.872326411190608
90002_28,10.494479736261775,81.0115146588325,1.7879676785929433
90002_29,9.993181521773097,82.85350469383027,1.715174982973029
90002_30,9.231401582887685,84.64838466057375,1.58718035761377
90002_31,8.665358577110192,86.74688906317533,1.4629821407800325
90002_32,8.29679906208657,87.79794635956935,1.42669210471344
90002_33,7.572064407263134,89.30338561345462,1.3902437934598384
90002_34,7.264857263659529,88.92081806163456,1.3768124040343268
90002_35,6.996301154954378,88.52741192201694,1.3359819584720203
90002_36,6.768984766966346,88.71775382338213,1.2667226202083022
90003_00,12.7,52.0,1.1
90003_01,15.3,45.0,3.8
90003_02,16.5,39.0,4.9
90003_03,16.7,37.0,6.4
90003_04,16.497667173961116,39.18771106761705,5.593549831559155
90003_05,15.65629488365338,43.3478422697187,5.073697696697376
90003_06,14.115944740480323,49.49182106367013,4.11479016527779
90003_07,12.543659226909059,55.486629491348616,3.168787464293591
90003_08,11.158583506827966,62.35315998876632,2.324867911149254
90003_09,9.927633982686238,67.88506482300059,1.8072811262578528
90003_10,8.85752837994763,71.72443973623201,1.5323141705958168
90003_11,8.115593192697819,75.51946977268005,1.3568305410849726
90003_12,7.605655415193972,77.84331191958715,1.215491456735965
90003_13,7.442624970024893,80.06403915397307,1.1264153608734548
90003_14,7.161786730508941,81.63452156818856,1.1402786161932714
90003_15,6.841896791073915,82.08227696646998,1.2532830250409637
90003_16,6.819304513718506,84.4057179619202,1.2022328387440089
90003_17,6.937102835004446,86.1290109662258,1.2562677342070596
90003_18,7.034308776991229,86.59268964574201,1.283674644319187
90003_19,7.024615703924275,86.74777354336051,1.431737580292985
90003_20,6.996138093597028,85.55306963816082,1.7033423730779835
90003_21,7.321226105964326,83.88352343997202,2.050467708530154
90003_22,7.763896919744204,81.57112685370842,2.3707644755306707
90003_23,7.869768760318518,79.16753624818718,2.7620688800974884
