FORE_data,t2m_catboost_global_q,rh2m_catboost_global_q,w10m_catboost_global_q
90001_00,12.0,21.0,3.3
90001_01,13.2,20.0,3.2
90001_02,14.1,19.0,4.5
90001_03,14.7,19.0,4.2
90001_04,15.02084932796398,18.78535494332914,4.076990578185003
90001_05,14.56838331912031,19.442704852581727,3.69223825019072
90001_06,13.121449437222305,24.03526603780721,3.0082002877049696
90001_07,11.486178537325785,29.29724077147803,2.720214781042462
90001_08,10.2434775032563,34.96630199255132,2.4477793455775556
90001_09,9.03269477726953,38.28975856308408,1.997877476775269
90001_10,8.227890667210799,42.58678260701353,1.782426710798785
90001_11,7.188015729604592,45.7538274013915,1.5461950057413902
90001_12,6.12453772870287,47.82515908079823,1.4198199016529083
90001_13,5.189955240827987,51.19406456306726,1.2850659594063394
90001_14,4.343792225263875,54.86307354889939,1.1376399456165946
90001_15,3.6023744365718824,58.42511052643226,1.0694335306098177
90001_16,3.0089395029582793,61.93638811416621,0.9788759280785201
90001_17,2.375944597077357,64.68442983810263,0.9559648563321119
90001_18,1.826281760259072,66.38964898699977,0.930375212008451
90001_19,1.7281866753851203,67.97200408439242,0.9802623111272457
90001_20,1.8157423515715234,67.17602354091906,1.0225126048829565
90001_21,3.8012262907198133,60.37660977945298,1.144157484126407
90001_22,6.62027408147671,47.10521963372788,1.6846831075099853
90001_23,9.179589031309545,35.62447503484253,2.219899429472451
90001_24,11.235357445532,29.202081581515127,2.613451798241011
90001_25,12.883582952726124,24.663289009792127,3.044387831608414
90001_26,14.113355622976114,21.470840889227492,3.1408846626669567
90001_27,15.015445957763824,19.595424283767684,2.9875775260163664
90001_28,15.39170286062465,18.603391807919603,2.8045548431279714
90001_29,14.93405249860965,19.628582474602226,2.486626340454185
90001_30,12.716178851519931,26.795402655297714,1.6899698784594888
90001_31,10.055523429186346,35.26184406977764,1.3961563268489172
90001_32,7.942509688354557,44.10832991854308,1.2033238870762575
90001_33,6.640715384117474,49.91125414234911,1.0740415361785447
90001_34,5.516720622685688,53.662906469617674,0.9730129399167426
90001_35,4.696389760495439,57.156664133936395,0.9757204148255171
90001_36,4.097991584525658,59.85629125796051,0.938376291193156
90002_00,12.4,22.0,2.85
90002_01,13.4,21.0,1.4
90002_02,14.3,21.0,5.3
90002_03,15.1,20.0,5.9
90002_04,15.588934699801058,18.932119256846853,4.479958354765637
90002_05,15.396352432711755,18.898707122693168,3.9230432370492787
