FORE_data,t2m_catboost_global_q,rh2m_catboost_global_q,w10m_catboost_global_q
90001_00,13.6,44.0,0.9
90001_01,15.4,39.0,1.1
90001_02,16.4,38.0,1.4
90001_03,17.3,38.0,1.7
90001_04,17.587085953448288,38.438336025698945,1.8874664496025786
90001_05,17.08352921119377,42.02348536946678,1.6382398324859864
90001_06,14.670476471579054,52.23096038162983,1.1316489071912113
90001_07,12.444563937822936,62.54108504959082,1.0070516694063265
90001_08,10.824200786806987,70.28744602417096,0.9982108341738031
90001_09,9.844124201675685,74.64215936925167,0.9785740248946668
90001_10,9.287990249918522,77.61120073859027,1.1009219399971664
90001_11,9.06056120389743,79.2566881620824,1.2733456147834648
90001_12,8.986861969760415,80.39152451742629,1.3066784290855147
90001_13,8.780659613378543,80.5502036894741,1.3707491219321022
90001_14,8.71928970931415,80.5969157301303,1.3801975851570905
90001_15,8.568889315907624,81.1582098990783,1.2972231501253695
90001_16,8.13300972774625,81.99489291448785,1.2463261988608763
90001_17,7.546669798873645,83.93151836768881,1.1940918375946945
90001_18,7.302659695373686,84.59590894634275,1.1775303981540526
90001_19,6.904194097044917,86.42777535344734,1.1557890903294323
90001_20,6.795276157133383,86.11521909059,1.1441696781507937
90001_21,8.497658507992243,82.52399794100482,1.222566556830169
90001_22,11.476031498791311,72.27271838375195,1.2723152259005277
90001_23,14.141927191046863,61.681193149003086,1.373456351428154
90001_24,15.521160778994293,53.88655026017212,1.5498185235236672
90001_25,16.649551951342044,48.848307935146295,1.6922141458373912
90001_26,17.419628205264917,46.168950586064305,1.8550427642838831
90001_27,18.089735367559634,44.99209198825821,2.0606860535655955
90001_28,18.24283729239055,43.86106284729614,2.1471695995018547
90001_29,17.79608445115666,45.394176529384964,1.9610120785881193
90001_30,15.716755509838187,53.31870593057052,1.3245547749577613
90001_31,13.377727222836228,62.8204111004022,1.069685940128487
90001_32,11.557230433986724,70.59773153442553,0.9523465018831678
90001_33,10.646788513379558,74.59537428368138,1.0159040212566217
90001_34,10.078540913629586,77.65335610461939,1.0962086906782598
90001_35,9.620813510328137,79.31606648990359,1.187185606265702
90001_36,9.401348631340003,80.412962957619,1.2394093197095752
90002_00,11.9,53.0,1.5
90002_01,13.3,48.0,1.7
90002_02,14.3,46.0,0.7
90002_03,15.5,46.0,1.5
90002_04,16.14026216385134,45.45280013943284,1.619617162571949
90002_05,16.035673650571447,47.93645915553854,1.4582132155613778
90002_06,14.148192634027378,53.98543653706784,1.1129452614510744
90002_07,12.057219787450048,61.21192544115164,1.0064042720799666
90002_08,10.368067456645264,69.28151055423376,0.9575898426149779
90002_09,9.255259322363143,75.26581963560577,0.9511489038192504
90002_10,8.607045092755264,79.25518866516347,0.9086061289470251
90002_11,8.36268316603376,82.87279711613688,0.8986047472540561
90002_12,7.944524363507233,85.47439854378732,0.876094323304739
90002_13,7.76970686044406,86.9513726474709,0.8893489768714036
90002_14,7.390318098693907,87.35996603350556,0.883446669405262
90002_15,6.958026895572461,89.00392192134782,0.9098572039136311
90002_16,6.69934301683665,89.69568546532469,0.9266472646949877
90002_17,6.3200540142753825,90.80484376673958,0.9221584109117459
90002_18,5.982144914785778,91.40955331058434,0.9552857284309112
90002_19,5.627858697398539,92.05331050276051,0.9289584670124169
90002_20,5.732833843161508,91.14830701485126,0.9507689549750702
90002_21,6.91036559319156,88.7332772827697,1.0199512612518074
90002_22,8.844049417634828,81.26436088376674,1.0161033442484413
90002_23,10.758335942277164,72.21778758863131,1.065407489309408
90002_24,12.532727781456508,64.77362323654057,1.160349420756121
90002_25,13.996754144234574,58.615695138298,1.2572874959777498
90002_26,15.238849427482377,55.2459007149117,1.3853116456085302
90002_27,16.077366727717724,53.44646761007023,1.552854313206032
90002_28,16.356192648420954,52.09119333848235,1.7342081429305243
90002_29,16.126275183229758,53.54723394706973,1.6120064286112674
90002_30,14.672296845267214,59.88095696096552,1.1694489318809251
90002_31,12.674776539098973,67.76689217724966,1.0232412873791625
90002_32,11.123897012627946,73.97750188656836,0.9777847391647085
90002_33,10.130345160596034,79.34969256996048,0.9729199496301377
90002_34,9.534198130799055,83.23861918446258,0.9440409983648619
90002_35,8.86805322294631,85.48238853203169,0.9255092490745003
90002_36,8.489737418916533,86.99600173422517,0.923999787299734
90003_00,10.5,37.0,1.2
90003_01,13.1,35.0,2.2
90003_02,13.9,38.0,2.7
90003_03,15.4,38.0,2.7
90003_04,15.350757257496793,39.17027169699583,3.5392380588212897
90003_05,14.73577999060011,42.63300486755965,3.669197341345028
90003_06,13.267899496773916,48.315721292108655,3.2474479514706367
90003_07,11.610177875079627,54.613680142029224,2.6437390783014982
90003_08,10.22390321580952,60.513207736945695,2.0367103450341495
90003_09,9.174349943267453,66.35623854757716,1.6136815022585633
90003_10,8.367256138839464,71.34850426303068,1.4616702292035026
90003_11,7.894971709400703,73.71847704440425,1.4865927775470145
90003_12,7.344304472527781,76.08221524210116,1.466187416300574
90003_13,6.820555352353838,77.86266964158759,1.3998913298777917
90003_14,6.520767519597521,79.956828594636,1.3609818895935735
90003_15,6.106033335469533,81.49850746958973,1.2494465581841425
90003_16,5.682380371648543,82.70871251412395,1.150630616778319
90003_17,5.099066966298859,84.54058323207421,1.1021311898585424
90003_18,4.763714064133671,86.3141624199514,1.0886648710317597
90003_19,4.3761296318769,86.34306786186058,1.1190243663073711
90003_20,4.250824438395937,85.27420365167238,1.180711269647258
90003_21,5.426575425074263,81.61847084466336,1.2510348478007918
90003_22,8.356516847335378,72.41340377295718,1.384103933399841
90003_23,11.04586732921815,65.20625398395244,1.7170440108933769
90003_24,12.99562487277071,57.95014225340042,2.0883484497255824
90003_25,14.229257904841969,51.1019904224797,2.844011842832052
90003_26,15.019508694923534,48.07052743076666,3.5568236811527054
90003_27,15.408378568355287,47.58111689979018,4.136530908279473
90003_28,15.222484240949196,47.95180161005585,4.359506398328809
90003_29,14.641665708433997,50.157881119484664,4.194387121747332
90003_30,13.37263719634923,56.74858520803162,3.442733821252643
90003_31,11.860685834890766,62.454521450398396,2.776715372350306
90003_32,10.557821864215846,68.5804391691825,2.0635421830920495
90003_33,9.394975744410301,73.35992760416292,1.59384007675441
90003_34,8.526819690188859,77.50605186505489,1.348971661672184
90003_35,7.788620376140867,80.59664059400528,1.2601809345436972
90003_36,7.320919944471579,82.06940993551085,1.1489259166206582
90004_00,11.7,50.0,0.55
90004_01,13.3,46.0,0.7
90004_02,14.7,43.0,3.1495
90004_03,15.8,42.0,2.02475
90004_04,16.292776942292814,42.418019387139246,2.0126180959699433
90004_05,15.83580373004405,45.95152668945997,1.7080616495544718
90004_06,13.620987200995867,54.91764073123226,1.1445256058446436
90004_07,10.973224396438653,65.11029566062582,0.9369181190298768
90004_08,9.084136092104012,74.36852007344108,0.8127019592193642
90004_09,8.20889680365929,80.62172996731422,0.7936546705137589
90004_10,7.490110325109769,83.38964688836256,0.8199130917354296
90004_11,6.775583695664672,85.09855486575684,0.7931061474114754
90004_12,6.184752730681667,86.79452185755531,0.7470167466639955
90004_13,5.800904244003345,87.53010445899668,0.8046299971014192
90004_14,5.4174007967467075,89.62837735034894,0.7877597550729387
90004_15,5.114118997000652,90.31294924154194,0.7603922836713366
90004_16,4.823692657721645,92.18045023921887,0.779865076655518
90004_17,4.45442599200531,93.05813563638338,0.766498066045961
90004_18,4.12770081189815,94.04109171848332,0.7804880692605309
90004_19,3.845709607047082,94.84908838736251,0.7738270366472955
90004_20,3.7349604067596553,93.98501453313709,0.7581354839010538
90004_21,5.5689888455639895,90.71008885004274,0.8346691784971634
90004_22,8.248103849660954,82.14325556499632,0.8661292842730777
90004_23,10.886261086668819,72.37076984114957,0.9903964731215393
90004_24,13.185710433853146,62.525770462644765,1.1112643816032877
90004_25,14.752210297441032,55.71326710761244,1.2829835018659566
90004_26,15.933100371843054,50.488524510431176,1.5030889217583385
90004_27,16.540903024441544,48.67726712188659,1.678108672744458
90004_28,16.699580433872924,49.17892037224517,1.6996296645048663
90004_29,16.34380383725272,52.096635807629596,1.4486521116725177
90004_30,14.023179107900734,61.85855099019954,1.008533398528174
90004_31,11.601056654753437,71.5705280422758,0.817502668437931
90004_32,9.905040847682058,78.36615261759275,0.7817507648168832
90004_33,8.795742480424188,83.20206750702081,0.780957184305755
90004_34,8.305472599392699,86.05459485177327,0.8099457009999638
90004_35,8.082618597209457,87.77352312720309,0.8583356176826349
90004_36,7.757422389155125,89.30846908239266,0.8333879199540603
90005_00,12.4,44.0,0.9
90005_01,13.3,42.0,1.3
90005_02,13.9,44.0,1.7
90005_03,14.6,43.0,2.3
90005_04,15.115302039495376,42.77782055014584,1.917178073959589
90005_05,14.896687651874833,44.839537885462605,1.6493463326955349
90005_06,13.714004726470424,49.62427672776877,1.2664851641964296
90005_07,12.003651888724193,56.021246372846875,1.0519256446088634
90005_08,10.438377126618198,63.51932410151805,0.8819991817191113
90005_09,9.53996303441392,68.003248431125,0.8270233932935479
90005_10,8.706483862565795,71.58710276732921,0.8278854448016771
90005_11,8.288332598933806,74.68009848453146,0.8062068438970788
90005_12,7.613173564553205,77.11347909011302,0.8056482817307548
90005_13,7.403812903447742,79.56406367048099,0.8065943191555259
90005_14,7.016560382412231,81.00864880374593,0.8190842646852685
90005_15,6.619279115375327,82.45789018105532,0.8103814235714909
90005_16,6.235078089885226,84.42766599839065,0.8134566851958357
90005_17,5.902262689648785,86.30502010689953,0.8132966927415467
90005_18,5.586124891595344,86.85351755483339,0.8231711049667756
90005_19,5.323281159756756,86.40732321503103,0.8154907418309235
90005_20,5.627564162499648,85.0687709499983,0.8242313718129001
90005_21,6.787903190488264,81.9709905038621,0.8249467645315695
90005_22,8.574412321092671,73.44277273556304,0.89365630050078
90005_23,10.485498381678012,66.74494091599902,0.9190668220205416
90005_24,12.541483179742684,60.62412027986146,1.218506198963409
90005_25,13.754949719736723,57.59340752669325,1.3753857319635905
90005_26,14.70044572593313,55.28872197683197,1.4301467665911645
90005_27,15.242794177279867,55.06505143512409,1.5150231735461361
90005_28,15.578624626050546,54.86910279236037,1.5203160867429626
90005_29,15.511485394352311,56.127855818292694,1.4171678317299772
90005_30,14.405046491872683,61.25167938527211,1.2031010459925078
90005_31,12.972714695441832,66.8796527439855,1.0959870859878318
90005_32,11.512400809152297,71.69165421589737,0.9457464373728005
90005_33,10.602722877373639,75.48293944265072,0.9103717775771537
90005_34,9.943369836365111,77.39264972685434,0.9095088205792605
90005_35,9.46162990428846,79.79588372708409,0.9048570970573027
90005_36,9.16560637102569,80.9898432329892,0.9190497547747283
90006_00,15.1,49.0,4.5
90006_01,15.8,47.0,3.5
90006_02,15.8,46.0,5.7
90006_03,16.0,46.0,5.2
90006_04,15.550520299253765,46.66359150095718,3.8735075410563398
90006_05,14.483466292112563,49.67608355904645,3.189967465605061
90006_06,12.51736272213805,55.5284830569143,2.090080708923031
90006_07,10.664948782389938,63.36666981824933,1.5518521891641945
90006_08,9.190605380554315,69.50565509566545,1.2294748233873865
90006_09,8.237034336308755,74.639817361243,1.1563640469539729
90006_10,7.461082651929353,78.55017718889825,1.1269684539018916
90006_11,6.959350403396608,80.38313780015737,1.129036785358947
90006_12,6.684847955260251,82.00348130448226,1.0801320319589303
90006_13,6.435401922890827,84.45838243045738,1.0376771832577518
90006_14,6.370408338532113,86.3964804196918,0.9870855775116184
90006_15,5.916722154887134,87.46885965264599,0.9324094482567549
90006_16,5.579834163188629,89.13443847682372,0.9222547742480626
90006_17,5.3842555141456385,89.77208698064261,0.9205569755862859
90006_18,5.21676163782569,90.85405140607477,0.9270411138920478
90006_19,4.898285408395287,91.35805597313798,0.8765248828568241
90006_20,4.794933069284171,91.79009988251475,0.7999441599701655
90006_21,5.812252366722097,89.11644417564811,0.8526248664111757
90006_22,8.310952034708777,80.0660686689113,0.8473233936942284
90006_23,12.130386167183811,65.64879833155163,1.0412996911916097
90006_24,14.844108332286012,53.44485380801216,1.5248419897059047
90006_25,16.512554857008467,46.77927058411786,1.9292814459471832
90006_26,17.051299198499976,43.78940042557353,2.3229131480266556
90006_27,17.032482202367728,42.614181196979786,2.3978428186963137
90006_28,16.47402928984309,44.70709945513609,2.284537520643381
90006_29,15.31548832159076,47.833587168452375,2.139123608253417
90006_30,13.393576940343614,54.00861936597292,1.6485043976424345
90006_31,11.204891612907456,62.04176813418175,1.3139315610504732
90006_32,9.778835751388321,68.99079042907414,1.1086995802984518
90006_33,8.765502094409683,74.27274806967003,1.0624577585331867
90006_34,8.357597640677533,78.3537988497846,1.1033837597262013
90006_35,8.099222620357091,80.23642812267504,1.128991180769291
90006_36,7.851561880576734,81.81804789506617,1.146307815536908
90007_00,7.0,41.0,1.0
90007_01,10.1,36.0,1.9
90007_02,12.3,34.0,1.3
90007_03,15.0,33.0,1.0
90007_04,15.236919316082707,34.64346532274861,2.8413397231623425
90007_05,14.514544149536963,37.67486223474263,3.3904783954966162
90007_06,13.133476354315015,42.7008048038302,3.159043340345623
90007_07,11.29111627916115,49.44858124681492,2.427520464686678
90007_08,9.434503548701478,56.08211882758482,1.906864422381835
90007_09,8.05990751138254,63.58031019622573,1.5502501120547558
90007_10,6.9455693223779695,68.824030322215,1.3297532454220018
90007_11,6.1131927899168925,73.21623149095154,1.2487870646134003
90007_12,5.350976063443818,77.7049963792746,1.131016837589631
90007_13,4.796000233492415,81.01283323304841,1.0817821330297976
90007_14,4.093071433157415,83.73064105320923,1.010795768312903
90007_15,3.3885341326999403,85.47411646662492,0.9586016537864736
90007_16,2.746757373933783,87.05401645799829,0.9064007328505213
90007_17,2.061348648810439,89.43171108134865,0.9185197598618763
90007_18,1.504797048732111,90.11639906211741,0.9210520570267726
90007_19,1.2455685837225872,91.64019402856941,0.9106589694933503
90007_20,1.4023411847282872,91.93012455818454,0.8942103530601451
90007_21,2.1275373607330743,90.13342380232613,0.8553304605096878
90007_22,4.726198820305196,83.34827163987178,0.8550998040216646
90007_23,8.388018947355837,70.74559884184968,0.9705188869852951
90007_24,11.57798549995821,58.34790260520476,1.2071590704012294
