FORE_data,t2m_lgb,rh2m_lgb,w10m_lgb
90001_00,13.7,22.0,2.8
90001_01,14.8,21.0,3.4
90001_02,15.3,21.0,2.9
90001_03,15.9,20.0,1.6
90001_04,15.937520570352994,18.16859343182416,2.4213144372477147
90001_05,15.489182285777824,17.95412324456498,2.3406508139490754
90001_06,13.068314139411699,25.069141156064436,1.5934428679242278
90001_07,9.891821956665776,39.2468984284016,1.4009649952253687
90001_08,7.447362638301949,52.695426531588375,1.306580088049612
90001_09,6.259869875405328,57.71859397645759,1.2678375788177343
90001_10,4.946519829020208,61.1110865599177,1.1728770765075986
90001_11,4.23962092359166,64.45145897436454,1.1517291181204592
90001_12,3.2604781218882453,67.02191058054483,1.1580109785306123
90001_13,2.898022810132341,68.61780651047995,0.9828273669781928
90001_14,2.3990402114867693,70.40699592020303,0.8962594304791889
90001_15,1.6392181239235326,72.14050162526422,0.8349188350050838
90001_16,0.782562158544437,75.99593306305897,0.7688467267552332
90001_17,0.2891853573833228,78.50138736603611,0.7658854766457058
90001_18,-0.11746687307260896,81.38954501063124,0.7807870052437652
90001_19,-0.5175415370503947,81.14450189719405,0.7747431673094559
90001_20,-0.49665126659203596,80.4493407384102,0.7665607529721633
90001_21,2.563851583065212,70.30553720325737,0.742179681130625
90001_22,6.916053230720179,51.10416043801892,0.923387235917558
90001_23,10.516140861003638,35.55461237065427,1.385059560890022
90001_24,12.911324122049509,29.75016320287142,1.8297973889051138
90001_25,14.84165882558497,26.373867764813713,2.1607645550657417
90001_26,15.871310561237959,22.76251384070157,2.339390057935274
90001_27,16.472236468334316,20.391166162991183,2.4703862555182425
90001_28,16.501735836618916,18.24734997673254,2.5688693774080216
90001_29,15.518353175127949,17.667568595239427,2.369747818249068
90001_30,12.366726008169826,23.77077244755047,1.8105956863627015
90001_31,8.938628327095065,37.69294380195219,1.4951162828108704
90001_32,7.382348216997351,50.33026005884113,1.3121851259337407
90001_33,6.22548071582813,55.605558447531834,1.2123079807627732
90001_34,5.107490892647575,60.956450565974116,1.1076739922257781
90001_35,4.49697829993774,64.48869063497852,1.0495991516207548
90001_36,3.9525238472471873,67.05290624301222,0.9525139220435992
90002_00,13.4,31.0,2.4
90002_01,15.0,24.0,1.5
90002_02,15.7,23.0,1.3
90002_03,16.0,23.0,2.8
90002_04,16.524924032436,22.631825844342863,2.2237472332081945
90002_05,16.298027497013738,23.535268127474357,2.0713012599642937
90002_06,14.097473459500373,30.452737031860572,1.4575397657376417
90002_07,12.016347360916106,37.11664053378602,1.3307837784823753
90002_08,10.448606122200873,44.12900055508885,1.3079211320221884
90002_09,9.35633971420241,48.31251242140051,1.2908575888366163
90002_10,8.223737933066015,52.79111719565826,1.2445341509313577
90002_11,7.503598638726125,56.52779228374103,1.274703095763775
90002_12,7.067652326195178,59.905282723444756,1.223561905558694
90002_13,6.691296141202051,63.28206806129772,1.1691232648284422
90002_14,6.416825679722244,64.9868681887235,1.109858292086593
90002_15,5.976108002915649,66.63490348823025,1.0674783417767937
90002_16,5.858062609595195,67.8121589456703,1.1297263848329175
90002_17,5.409942477497024,68.29035397033984,1.131899647818995
90002_18,4.798916242384651,68.55528442407108,1.0885492719043048
90002_19,4.275455102478894,69.3325067310572,1.0882476132478933
90002_20,4.055180082366373,67.7261833399556,1.1195760310591243
90002_21,5.795056198937364,59.171846842293014,1.1301059441632457
90002_22,8.137261162241307,47.69014531995107,1.1842703826449674
90002_23,10.728787823579168,40.76061059628804,1.2623728814555304
90002_24,12.512107606381173,36.054378741830526,1.3877010028912413
90002_25,13.842086879274646,31.93710271024697,1.4586380685043194
90002_26,14.851569230669714,29.31201004728201,1.4735030673168283
90002_27,15.840365459610716,27.67049171762522,1.5192114469939813
90002_28,16.676620698538347,27.35906871000073,1.5099275392584115
90002_29,16.143715360245356,28.593973432129015,1.3933652819906641
90002_30,13.759670026333213,41.71343295704167,1.0383870037339993
90002_31,11.572384004217838,53.24196942138247,0.9716798327097962
90002_32,9.528780938585426,62.67844664815209,0.9812550352952978
90002_33,8.227772939723899,68.60264901841653,1.0513686497511994
90002_34,7.099461193421081,73.2832500922627,1.048243825541554
90002_35,6.542672935597797,74.82316089160207,1.0476770253098147
90002_36,6.174621422264626,76.226481556493,1.031170989277656
90003_00,10.0,26.0,4.9
90003_01,11.3,24.0,4.2
90003_02,13.3,22.0,3.6
90003_03,13.5,21.0,2.2
90003_04,13.85601252947371,19.870446212134635,3.133713979863507
90003_05,13.017630067971623,20.31455483457765,3.078111265992687
90003_06,11.12328833855958,22.92034994886302,2.795000396603968
90003_07,10.028331258273202,25.42489925102314,2.612039322619947
90003_08,8.803317706776536,27.253560717412213,2.3989753266623057
90003_09,7.605155162205423,28.742110671628136,2.5497622167861245
90003_10,6.604854357952632,31.705330454303954,2.5819569455232942
90003_11,5.688076855293664,35.82989577875433,2.4520531094287774
90003_12,5.11790709206508,39.31469928766934,2.3577492178401025
90003_13,4.0007674141658365,43.61055931618937,1.8800871011867117
90003_14,2.673405495472746,48.113259228411145,1.7995114962895071
90003_15,1.9646853241386022,51.12402619117571,1.9854650665347748
90003_16,1.216685021720316,53.92320282252167,1.9100452904499956
90003_17,0.5256632576652567,56.286837733690405,1.7736950491303602
90003_18,0.0004726433329673703,58.58831199153088,1.805098760831591
90003_19,-0.25427153395961083,61.23255979336694,1.8063352428702109
90003_20,-0.9192669669330218,61.8910189303969,2.0624426346424665
90003_21,0.8971035931938028,54.75250539490115,2.2715203274121136
90003_22,3.8068586113051155,46.40465044378256,2.469189572832237
90003_23,7.347587056674649,34.98585053157355,2.3587157142543718
90003_24,10.510267069811988,28.28619312552106,2.478269121534098
90003_25,12.171938013248043,24.722487351091093,2.819102677153688
90003_26,13.488603005529125,22.138639578045726,2.9367491688520815
90003_27,14.55394166776236,20.24073205577015,2.7610550483409977
90003_28,15.072300404036062,19.15434659842464,2.424320340658674
90003_29,14.644467869976657,19.111479055930975,2.0653526873957557
90003_30,12.35269255907042,24.127940621883386,1.8360680423179738
90003_31,10.253627088519144,28.933367918034474,1.8382280342109252
90003_32,8.539400535162398,34.28074247305282,1.6221211603030259
90003_33,7.263692406173653,40.64665161755675,1.7704404555489537
90003_34,6.2268580880468,44.67350961268123,1.9783564029961989
90003_35,5.292757521521397,49.13768604971556,1.9664116975752792
90003_36,4.341297976585876,52.78965970168811,2.014327710493639
90004_00,12.8,28.0,2.3
90004_01,13.8,26.0,2.5
90004_02,14.9,26.0,2.0
90004_03,15.6,24.0,1.5
90004_04,16.130442543607533,23.265988832339392,1.8499764954475917
90004_05,15.275756879920117,24.994786703289563,1.800036238944786
90004_06,12.761059274706376,36.05747783349688,1.1954958293272557
90004_07,9.571949124011578,50.80233662335236,1.1435154753068644
90004_08,7.492040230865435,62.080677919135276,1.1061079723938816
90004_09,5.5978139466703905,69.70536178117966,1.075866453646066
90004_10,4.722761260011558,73.787349346707,1.07636707564989
90004_11,4.023863573715918,75.12689406469215,1.0709768934103296
90004_12,3.3383688851660276,76.6132632636852,1.1165753187134349
90004_13,2.760610319093294,78.24681903109253,1.0976712922593674
