FORE_data,t2m_lgb,rh2m_lgb,w10m_lgb
90001_00,12.0,21.0,3.3
90001_01,13.2,20.0,3.2
90001_02,14.1,19.0,4.5
90001_03,14.7,19.0,4.2
90001_04,15.324859172060291,17.506134477525443,4.212265751962329
90001_05,15.1097515213817,17.466125117493775,3.959903528636678
90001_06,13.305764675909929,19.75212095559323,2.9554744133840636
90001_07,11.328282864284713,24.808126555261815,2.8902265551978856
90001_08,9.806639240894214,29.724818286399564,2.6606401562437365
90001_09,8.409703597108173,34.39120517790329,2.316622220768228
90001_10,7.274082226121548,38.99071928109054,1.8380991771493973
90001_11,6.568282380245163,45.6528177099751,1.7420914071119666
90001_12,5.704264762856486,50.93676746775307,1.468162865541678
90001_13,4.603343636152518,55.59359362169057,1.237844828324238
90001_14,4.261005703326167,60.05068148436302,1.0484132662551162
90001_15,3.21995791542792,63.04229461209797,0.938394715535093
90001_16,2.536825582375722,66.40139185456394,1.0124883887997387
90001_17,2.03420424842966,68.84508043477179,0.8919270805093965
90001_18,1.322335991242587,71.13092275999247,0.9084888439492897
90001_19,1.0018457057132093,73.5356847950525,0.9157274858932728
90001_20,0.9061466682136103,74.32063141879101,0.9597457670963851
90001_21,3.1576158170969544,62.739868886002526,1.0466235619044146
90001_22,6.738661389670816,44.179890586198916,1.4737345265132282
90001_23,10.174935703551276,30.542890204585554,2.3821240241343333
90001_24,11.800711132655888,26.9205845405083,3.120132993134852
90001_25,13.075068644882807,24.03031412598088,3.6694473757517287
90001_26,14.090607731310204,21.196829686891714,3.8593207514408654
90001_27,14.839318707267303,19.053911207682127,3.678059338959059
90001_28,15.331355055165654,17.634226091625695,3.3408923816800487
90001_29,15.14287718385393,17.909749592432274,2.851519337751237
90001_30,12.582856517499984,24.882223315139225,2.0963264691377987
90001_31,9.348115719573933,38.62939317548798,1.595990837058473
90001_32,7.084646612558991,51.15707834570295,1.4073461692774512
90001_33,5.865839941300255,54.96921309387872,1.3554786997045933
90001_34,4.690343428496853,58.974686513400975,1.2307369908379469
90001_35,3.951694365378759,61.60717757736971,1.1775668093544698
90001_36,3.2604781218882453,64.28303560666451,1.1690299585205615
90002_00,12.4,22.0,2.85
90002_01,13.4,21.0,1.4
90002_02,14.3,21.0,5.3
90002_03,15.1,20.0,5.9
90002_04,15.98731830061719,18.367653021506968,5.0285114783924625
90002_05,15.741016134143917,18.697992641004113,4.33964698320315
90002_06,14.229760123930157,22.459870206791962,3.329727489365302
