FORE_data,t2m_lgb,rh2m_lgb,w10m_lgb
90001_00,14.0,31.0,1.8
90001_01,16.4,24.0,1.8
90001_02,17.2,23.0,2.7
90001_03,17.6,23.0,2.1
90001_04,18.14719617656179,21.66546583398473,1.926170115733447
90001_05,17.46661238131505,22.734917317651554,1.6906176910481916
90001_06,14.03285230592285,32.09952470605499,1.2077688877526827
90001_07,9.539038240351182,46.63112037485124,0.9928694057503648
90001_08,7.600628694089023,59.44192290079361,0.9801883689743219
90001_09,6.340146110407577,61.645544644858035,0.9213217177074561
90001_10,5.431153237252703,63.51751599850002,0.8794468457330014
90001_11,4.967818738040567,65.69761615581378,0.8250197438783414
90001_12,4.446729161904733,67.71756117851149,0.8907388010852169
90001_13,4.03576361427839,69.94497738024155,0.896215725212796
90001_14,3.467635975234322,71.74545022038346,0.9037289528708857
90001_15,3.061768180248847,75.07877386683369,0.9055415448418406
90001_16,2.6380892158021005,77.63223036232499,0.8893985876520211
90001_17,2.1445682042518484,81.00821004104006,0.9060585490737486
90001_18,1.4121950343870782,82.7261511865218,0.9220234775614136
90001_19,0.9307220717375229,84.42217243834867,0.8734336591643561
90001_20,0.24438016844651927,84.68602075528113,0.8167748565374428
90001_21,2.8182166685133594,75.74350144415097,0.8845494733246387
90001_22,7.314920402425607,60.381489308850114,0.9677705994705056
90001_23,11.474059263106703,48.09957077743823,1.170613478597997
90001_24,13.630722197566415,42.557110577657156,1.356710489288556
90001_25,15.28506569747735,40.10199957605748,1.5825228403016145
90001_26,16.63337729917396,37.59467471791861,1.9244212637657454
90001_27,17.53047667586861,37.42081439252207,2.10287620727284
90001_28,17.9571334779663,37.4767240826615,2.0685578055085623
90001_29,17.569066829638675,38.95634679113078,1.866803858220627
90001_30,15.197152797945645,48.65563719021792,1.303288554825393
90001_31,11.98325268521405,59.30431397773633,1.23200902913278
90001_32,10.297591623375085,65.51996514197525,1.2542284893879385
90001_33,9.310275242279493,69.03377281544415,1.2750694817528845
