FORE_data,t2m_lgb,rh2m_lgb,w10m_lgb
90001_00,14.2,28.0,3.0
90001_01,15.5,25.0,2.2
90001_02,16.4,22.0,2.2
90001_03,16.7,19.0,2.8
90001_04,16.864222395609332,17.712982636534075,2.6929407713724545
90001_05,15.824393786034396,17.667568595239427,2.4234444105332336
90001_06,13.471003557124135,23.77571455128495,1.8953450736123638
90001_07,9.685087440253376,38.65244892211606,1.5438152357884416
90001_08,7.436256977233482,53.86497032060319,1.356045066158329
90001_09,6.118296024996862,59.87686956499268,1.234147913479633
90001_10,5.107490892647575,63.868250329855165,1.1113061132383923
90001_11,4.471656681887102,67.54929143022562,1.0583304732523922
90001_12,3.9525238472471873,70.07487617685656,0.9525139220435992
90001_13,3.4649900597568224,71.29265806578721,0.9774226289594622
90001_14,2.9224310136829663,74.26009422733866,0.9186807546504646
90001_15,2.4796136947220884,77.61574885203625,0.8174332061865084
90001_16,1.8991223646606403,80.32182453491625,0.8010840069285928
90001_17,1.2630925494179808,82.86903880025747,0.7390278860173076
90001_18,1.0071255698110984,85.9654585407037,0.7349192395001468
90001_19,0.6496866529397806,88.73720674894587,0.8189194659815752
90001_20,0.2161539777134624,90.21802118840671,0.80082752189577
90001_21,3.036314119503326,80.06077827018261,0.7675455533398224
90001_22,7.054711639935003,59.6981735010332,0.825816315450473
90001_23,10.810613620091917,45.981575499017296,0.9616566145640151
90001_24,13.23788849296694,37.104401846435394,1.3751439573684152
90001_25,15.747946150369675,28.429729971777338,1.8613869119036206
90001_26,17.241092016532086,24.259196565038746,2.052481778569637
90001_27,18.27561923111049,22.924223084915063,1.7977904990698896
90001_28,18.507974780261236,21.31256380753005,1.7697867825669
90001_29,18.06692028073054,21.330338505087887,1.621898722181905
90001_30,14.562954799065405,28.822260854275722,1.1320781486998726
90001_31,10.083388556937438,43.102452536558246,1.0200046355373713
90001_32,8.184291677496054,56.55179531224355,0.9827023705646251
90001_33,6.953908116991608,60.329235285429874,0.9423146493757273
90001_34,6.097105794962405,62.85851563422936,0.9305957129731811
90001_35,5.47336095641986,65.21955067895135,0.8974841381251961
90001_36,5.1248678596544455,66.72044291239656,0.9105694367440337
90002_00,12.4,34.0,2.2
90002_01,14.1,29.0,2.2
90002_02,15.4,25.0,1.5
90002_03,16.4,24.0,1.2
90002_04,16.992186164455337,24.122384693798335,1.4823803650788663
90002_05,16.297302525735052,26.034520008469645,1.3824979948642862
90002_06,13.542615845852731,37.0825986478871,1.021303266814509
90002_07,11.324205168361141,50.17688378262025,0.9290180174401046
90002_08,9.410797380430536,60.21779276759919,0.9375924177646565
90002_09,8.162986494960872,66.5301162543253,1.0037783213119744
90002_10,6.9337165823204865,70.61322910276228,1.0143915103106145
90002_11,6.2839298619252215,73.37985184499148,1.019925683973536
90002_12,5.961065608634166,75.04295842567613,1.0034196479413773
90002_13,5.922285677456423,75.9213055226387,1.0215287201386625
90002_14,5.450459912907889,75.07158142132126,1.0411045647665051
90002_15,5.23850198883074,75.52873191839632,1.0471067984888636
90002_16,5.087737330668365,76.16465574601064,1.0409146564223188
90002_17,4.715924454238028,76.60579685845518,1.054721112416732
90002_18,4.3224992795136234,76.82091020092615,1.0471067984888636
90002_19,4.049458388494383,76.47502680610413,1.060533326075045
90002_20,3.863888940241977,76.11351995335728,1.080372777083282
90002_21,6.252481378953771,68.67550683238694,1.1183436617820546
90002_22,9.105651960772457,60.9438204833921,1.1546479423608083
90002_23,11.928438688767182,49.53421750413829,1.2010302299138065
90002_24,13.887024647441988,39.46106073450596,1.2869793312562714
90002_25,15.675381159056885,31.773676960255727,1.4943076124071515
90002_26,16.97009635191767,28.0112417266295,1.5991826334940493
90002_27,17.3858936386614,25.560659643076704,1.598924271775404
90002_28,18.011919842410993,25.161663172907808,1.5956197916845942
90002_29,17.237780201666073,27.358562395007223,1.4875123794280416
90002_30,14.649704037425968,38.79645585472872,1.0593975167175014
90002_31,12.046570637180949,51.51871913880632,0.9203337481729075
90002_32,9.904819411558734,62.26086078295071,0.9112824910664982
90002_33,8.677549945466438,69.82787056990418,0.9399405774561412
90002_34,7.749580153554668,74.71836953008771,0.9742966306970469
90002_35,7.202011852964016,76.94502837392461,1.046151178140841
90002_36,6.6911166564920235,77.89292836291132,1.077830230385703
90003_00,10.8,30.0,3.6
90003_01,12.7,24.0,2.9
90003_02,13.5,22.0,3.0
90003_03,14.4,21.0,3.3
90003_04,14.850107553712723,19.80329238224535,2.7157778647365816
90003_05,14.25113604520818,20.008818982859953,2.2101918245332386
90003_06,11.78500981112273,25.228879513620786,1.8887161332036586
90003_07,10.215116162789085,30.766333649435946,1.853810630568085
90003_08,8.539400535162398,37.35420448158757,1.6426071876589372
90003_09,7.2409421272938435,43.24392816502289,1.7718014656926537
90003_10,6.205564140182597,46.53872745828434,1.981399559611942
90003_11,5.292757521521397,50.680886760255206,1.9542466359596764
90003_12,4.341297976585876,54.12797261628534,2.003760348031415
90003_13,3.5275583573922833,55.77343007415818,2.1306510280128466
90003_14,2.7442546696712316,57.870194411262034,2.303751155222866
90003_15,2.2835877394715633,59.57882369199175,2.3638786896810124
90003_16,1.6244684710362645,62.72297814151342,2.3446909419593105
90003_17,1.0681848666268217,66.05654505829159,1.9970916828475034
