FORE_data,t2m_catboost_q,rh2m_catboost_q,w10m_catboost_q
90001_00,15.1,50.0,1.1
90001_01,16.7,45.0,0.6
90001_02,17.5,41.0,2.1
90001_03,17.9,40.0,1.4
90001_04,18.014550543178608,39.65237408004756,1.841827634507465
90001_05,17.444529841678985,41.53763878733805,1.7877472269680132
90001_06,15.476458029527715,51.15727929005018,1.234890513466332
90001_07,13.492018072710966,60.77649047877162,1.0903404082543604
90001_08,11.962322928684266,67.43437572277969,1.076952669721122
90001_09,10.94204791119948,72.16214467084252,1.113493378918414
90001_10,10.326861087061117,75.7745483854421,1.1979082462619532
90001_11,9.810380661813104,78.27341499160977,1.2714890451108576
90001_12,9.655692881316442,80.55742649272047,1.3444028350996315
90001_13,9.452377692276276,81.66896680875763,1.4057527148390456
90001_14,9.287400717577281,83.47372582086393,1.3589152656833245
90001_15,9.201637870118207,85.52414494540581,1.3223852663186266
90001_16,8.97534326977316,87.09118326563889,1.3001851943153346
90001_17,8.995914149713641,88.86159841757267,1.2255686860067274
90001_18,9.152427851621951,89.58740698536947,1.1893592965795723
90001_19,9.299216576392407,89.20761852058247,1.1850483801070022
90001_20,9.449994822914183,88.50476087514322,1.132613840263319
90001_21,9.964205345447635,87.77133512682646,1.008671665224421
90001_22,10.593723636788303,86.11438470528648,1.0547827049822243
90001_23,11.126204624037463,83.80721718559248,1.163707382380856
90001_24,11.083289234979956,81.83719894529716,1.1436186569663485
90001_25,11.036030982871429,81.14214254220568,1.0637504170136034
90001_26,10.615020324039913,82.29265823005008,1.0981535711673653
90001_27,10.006098190243337,83.3496530484108,1.1097015113270865
90001_28,9.534293508266474,85.37288612671055,1.1594168417923871
90001_29,8.881437457301418,88.32281510191837,1.170337689211608
90001_30,8.407749678749672,91.35075358626531,1.1623318005231023
90001_31,7.848108740023667,93.26894887625853,1.01204981000959
90001_32,7.684296956579166,94.76916919500464,0.924116855099129
90001_33,7.32344245954573,96.10153731740144,0.9078072134482045
90001_34,7.003773740166451,96.53868478945245,0.8921995907662165
90001_35,6.742793883730392,96.52002093321055,0.8645791176640814
90001_36,6.747572052852787,96.16827582233734,0.8398978581787262
90002_00,12.7,59.0,1.2
90002_01,14.0,56.0,2.0
90002_02,15.7,50.0,1.8
90002_03,16.3,47.0,2.4
90002_04,17.250583472673465,44.924911232466506,2.435450827038624
90002_05,16.626049243413522,46.052665044335626,2.107302054245589
90002_06,14.996407818026201,53.59060617650559,1.4984937778325327
90002_07,13.33057803152807,62.869802687349306,1.1887982635917103
90002_08,12.010777882811423,70.31450601265544,1.0793425646530153
90002_09,10.258524744775306,77.70700562714624,1.0579565744265997
90002_10,9.419033720685777,80.81271992878082,1.0199911113207432
90002_11,8.97296828686917,83.780237139999,1.0387888801021814
90002_12,8.293667178406027,85.36870280368082,1.0424528152845796
90002_13,8.109042656536209,86.9919235377327,1.0146797474525209
90002_14,8.131714922112886,88.10396096950404,1.0153807829745676
90002_15,8.248589726732938,88.16498643489949,1.059007851805514
90002_16,8.42656162464553,88.2550460274752,1.0661723608152351
90002_17,8.826886017634564,87.99603053537466,1.0649897493900828
90002_18,8.744569225075843,88.63193668347915,1.0293080616489563
90002_19,8.616382807859292,88.24388176549152,1.0140922120948568
90002_20,8.652650104514956,87.28546785444796,1.1021570981282522
90002_21,8.84101484932154,86.54816274890099,1.1031410544081612
90002_22,9.709669586171097,85.19714258234073,1.3166596199198841
90002_23,10.010589710077552,83.92522420926427,1.3741080511253536
90002_24,10.207969568125575,81.55347329969055,1.652609934528037
90002_25,10.198547635488836,80.29752576830997,1.9569632425918386
90002_26,10.204101271210664,79.77782257023252,1.9715114305443397
90002_27,10.108401146889026,79.90043685194642,1.9996876070358975
90002_28,9.983598974867538,82.33101272213244,1.9304136970013988
90002_29,9.778167324702398,84.74428209472136,1.882267320511562
90002_30,9.012156625662017,86.21831607140795,1.7171036644525546
90002_31,8.130812974765917,88.28300217422131,1.6562186736880193
90002_32,7.610319917401385,89.70334908346821,1.652289245131585
90002_33,7.389575464521791,90.98699709005486,1.6056437651756266
90002_34,6.969835379215341,91.24644522651215,1.54882491500209
90002_35,6.76142160561671,92.04620756725677,1.4761270736154477
90002_36,6.488959196531884,91.92745753633251,1.3542415762306375
90003_00,12.7,52.0,1.1
90003_01,15.3,45.0,3.8
90003_02,16.5,39.0,4.9
90003_03,16.7,37.0,6.4
90003_04,16.458806676427727,39.39035989792405,5.784004362025698
90003_05,15.537214327942468,43.28477438516102,5.409191612460878
90003_06,14.259117159008527,48.99928831794821,4.403879442507912
90003_07,12.834800699405488,54.43694887600629,3.3018898239468157
90003_08,11.5250225753918,60.278921691146174,2.3944527009027268
90003_09,10.151452953664146,65.16889818165536,1.6557260379820686
90003_10,9.600799844498406,70.65396612878521,1.3681868317652168
90003_11,8.841783932735527,74.71118258758668,1.1439399394938283
90003_12,8.2929341833759,78.04180602348414,1.0335586899344422
90003_13,7.9066264093739544,80.67193924212513,0.9617992513816451
90003_14,7.87167073921118,81.95578100420857,1.0556122327353132
90003_15,7.427647487416414,83.17084949238198,1.2586039954463206
90003_16,7.019361392680415,83.80314718874817,1.261866343539435
90003_17,6.96779196639825,83.53433575393029,1.4994451884855797
90003_18,7.075884460487903,83.11248003853481,1.5662714819966463
90003_19,7.261034636531482,82.35863305201973,1.8536665642266674
90003_20,7.466198012233708,81.09826908169042,2.153830689866634
90003_21,7.539214299132848,78.50054055471614,2.4792325379901845
90003_22,7.788603791633214,76.19610272480342,2.61125442860342
90003_23,7.395206304985795,73.36274635447087,2.866220367667077
