FORE_data,t2m_catboost_q,rh2m_catboost_q,w10m_catboost_q
90001_00,15.9,26.0,4.8
90001_01,16.5,24.0,5.3
90001_02,16.1,25.0,5.9
90001_03,15.9,26.0,6.2
90001_04,15.985255098099069,24.643368944403687,6.040288687692961
90001_05,15.265071885231354,25.423594537097443,5.564433666964388
90001_06,13.231732041775725,30.120851431805903,4.507961047453812
90001_07,11.859152226559631,34.16326296010017,4.147663691780035
90001_08,10.199146426616656,37.40087264678001,3.2962495436870705
90001_09,8.956443529214223,40.918941282688415,2.7340952063707697
90001_10,8.431358803551447,43.66997526230426,2.360301733474606
90001_11,7.70028617625208,45.483683217971844,2.2759356231545174
90001_12,7.171567035691222,48.09180505573376,1.9752819916945443
90001_13,6.360411142692228,52.12986763249533,1.8140241207527537
90001_14,5.963424409689928,55.09177687835465,1.7755419310726597
90001_15,5.601456525799835,55.68401029285607,1.7512292853571187
90001_16,5.090796171709476,56.68206437795667,1.6066485542145572
90001_17,4.6488346921211585,58.389300443577,1.5317779910206755
90001_18,4.291610383833133,59.53087637803476,1.4816543048438053
90001_19,4.027266633320134,59.38463677237321,1.4360069086407057
90001_20,3.959294066540305,57.730773474324636,1.3730102352386424
90001_21,5.557372948600973,51.684133042301816,1.5158498752785075
90001_22,8.15611147809858,39.75046897900415,2.324659268647775
90001_23,10.589691861656995,30.66406150343767,2.9837795034181913
90001_24,12.235563628903812,25.571398603286603,3.811068837631363
90001_25,13.520033878238587,21.530451758150292,4.269532897845927
90001_26,14.99605307231706,20.024036752398683,4.438418126060187
90001_27,15.874727014767132,18.63917730576399,4.638687309097342
90001_28,16.152746306666373,18.722164863657127,4.532576501763047
90001_29,15.412882386540954,19.469679665727476,4.075412774835481
90001_30,13.721647219114145,23.495071421668175,3.390941356662131
90001_31,11.854385412773613,27.740462756911143,3.26063719292026
90001_32,9.604068301128324,33.27335683658156,2.8974537725491345
90001_33,8.119511931587716,38.72912678445075,2.485407293447562
90001_34,6.912224794023114,42.73527234560185,2.0450514457085704
90001_35,5.9198202433829525,46.085478199529135,1.8179437649775232
90001_36,4.936054747676162,49.56678841769266,1.5734333608524684
90002_00,15.6,26.5,4.25
90002_01,15.8,27.0,6.5
90002_02,16.0,27.0,3.7
90002_03,15.4,30.0,4.3
90002_04,16.44915433544502,26.95886700507273,4.882264417039676
90002_05,16.002016914995533,26.32297868596648,4.67852491826338
90002_06,15.300407997236638,29.330054475086364,3.8100603100019144
90002_07,14.271637272542474,32.80927211335015,3.4626798717028073
90002_08,12.97507615628174,38.21553062093242,2.963467248914413
90002_09,11.89121183122433,43.393396855983134,2.578376967033586
90002_10,11.093600136938075,44.61703437782228,2.4485084898274834
90002_11,10.537218062629258,46.9005407925397,2.20567483689566
90002_12,9.988110931597245,47.87420001548858,2.2532841611145393
90002_13,10.229494751392245,47.04507934436348,2.2973563906467
90002_14,9.976153240554787,46.950589517066945,2.3164844073071373
90002_15,9.646657906276989,47.66792419187887,2.3863139217533553
90002_16,9.094108877880464,48.53026103748666,2.302997327727219
90002_17,8.26555337926827,48.594096440637365,2.3829335501116216
90002_18,7.927057894138065,47.756570617520836,2.5908927250029516
90002_19,7.963102137819509,45.412377199576476,2.92683910567722
90002_20,8.357134541203056,43.86180756094277,3.2093062115255706
90002_21,9.32358010983134,38.071705778575286,3.4994274968139365
