FORE_data,t2m_catboost_q,rh2m_catboost_q,w10m_catboost_q
90001_00,12.0,21.0,3.3
90001_01,13.2,20.0,3.2
90001_02,14.1,19.0,4.5
90001_03,14.7,19.0,4.2
90001_04,15.118117024378709,18.253758380265033,4.249892779844609
90001_05,14.634671083280534,19.469653066469938,3.853752168133715
90001_06,12.748455218611795,23.704103599584435,3.2673347776483723
90001_07,11.101749758447397,27.65186713481685,3.1172728047830374
90001_08,9.072074373387096,33.32037210929981,2.8378554836477567
90001_09,8.05001489965676,38.79149063551821,2.427607630190562
90001_10,6.88558591393505,42.68166436458888,2.039846911009605
90001_11,5.828611212653469,46.21546923724949,1.8160896354167213
90001_12,4.940567330604273,49.60067156691118,1.5800999267641727
90001_13,3.9505301638047032,55.38655377108206,1.2569539002980619
90001_14,2.893981826039743,59.22897423800267,1.1037470716668496
90001_15,1.9588894962602963,64.23264605132586,1.005514661161129
90001_16,1.7156271661894729,67.8770581144454,0.9949328008396036
90001_17,1.4904285646375066,71.24826214314695,0.9305882119285251
90001_18,0.6790131357426957,73.54402372106567,0.8860660447158705
90001_19,0.4611338547383371,74.08312608541222,0.872094806932812
90001_20,0.8449753137588829,73.0317582765887,0.8678159164718562
90001_21,2.710851368457321,67.36815991625144,0.9478623155775412
90001_22,5.717816775249308,53.214778740133184,1.4228036267672686
90001_23,8.74900368216686,41.1395787959157,2.1088966927926096
90001_24,10.91153019437098,32.61980463606906,2.653453820728946
90001_25,12.641326257634777,26.80501464978694,3.208411510833815
90001_26,13.819941842184287,23.22972189864085,3.342220666147072
90001_27,14.629582269554927,21.60532342440297,3.3833088668922366
90001_28,14.802924499973637,21.0033252086966,3.2095155485390396
90001_29,14.562412405226679,22.281076146577064,2.935356901239911
90001_30,12.191309325575947,30.794854325600443,2.151346756650433
90001_31,9.497988144984305,40.481448172234806,1.7652296253809623
90001_32,7.545543923155451,48.07330315345139,1.5194149878675478
90001_33,6.399517237377349,54.48040062903989,1.347504114794248
90001_34,5.079439513742463,59.347398844634334,1.1984628387813108
90001_35,4.200907902603397,62.908916551016816,1.170531751567483
90001_36,3.492434299925271,64.96252157119876,1.0958030160147592
90002_00,12.4,22.0,2.85
90002_01,13.4,21.0,1.4
90002_02,14.3,21.0,5.3
90002_03,15.1,20.0,5.9
90002_04,16.112649379086324,18.787409820552337,4.970068577998858
90002_05,15.829015876652392,19.24329077652228,4.179978834300125
90002_06,14.603640985375252,23.7581233796821,3.237020392568297
