FORE_data,t2m_catboost_q,rh2m_catboost_q,w10m_catboost_q
90001_00,14.2,28.0,3.0
90001_01,15.5,25.0,2.2
90001_02,16.4,22.0,2.2
90001_03,16.7,19.0,2.8
90001_04,17.02592991827309,19.49054907470224,2.763198154770251
90001_05,16.469643847818396,20.766641969254184,2.422783729366699
90001_06,13.878486702610449,29.53914354430137,1.8774851856532941
90001_07,11.035997396396727,41.07001572312782,1.486827389509624
90001_08,8.49951847861668,50.38604445813667,1.2383514339668598
90001_09,6.7999930081801905,58.262000903999514,1.1440560677152376
90001_10,5.652297624932251,65.70555359965492,1.0512562926644138
90001_11,4.604206511806862,70.33360854563966,1.0145641184801906
90001_12,4.226915620693669,73.83414279622909,0.962692498414245
90001_13,3.5299798850844453,75.81124732637268,0.9825744200778781
90001_14,2.5754697359720016,78.29795359063421,0.9017878892147027
90001_15,2.061954282587791,81.29030350414716,0.8183774295018815
90001_16,1.8096306741282437,83.94305389608557,0.7650638056788771
90001_17,0.6953691365423142,86.76956935188345,0.7077771761719521
90001_18,-0.21091328469790516,88.23814290411428,0.6824992266122895
90001_19,-0.7550943499361396,88.408898836751,0.7618561909744984
90001_20,-0.5308214849495323,87.35193779705236,0.7793902957514968
90001_21,1.5891875127880946,80.65306711990635,0.7206739963815832
90001_22,6.050461768249937,61.84809445759553,0.8222373584477229
90001_23,9.991035206763746,46.459493102079804,0.9853877067730854
90001_24,12.804043426360378,36.45757463755628,1.3579967307044716
90001_25,14.900579018678005,29.51710006659133,1.747505343507492
90001_26,16.472009615236452,25.498978748937247,1.9562939312653203
90001_27,17.44881148291016,23.74616693845538,1.9456061890025738
90001_28,17.68098283442648,22.68200631893327,1.8987588597456657
90001_29,17.01520213184957,24.551392429881407,1.6975513528764163
90001_30,14.462007570788403,35.671910961853484,1.1333971642544831
90001_31,11.17292052817199,47.18041271731751,0.9873684948484072
90001_32,9.019895669166639,56.887231032926735,0.9075962533814369
90001_33,7.259643307586551,64.93762343785669,0.8790652654601546
90001_34,5.930216513336251,70.29427325887528,0.8664498412643501
90001_35,4.513447194741625,74.44802685059008,0.8489144767637007
90001_36,4.234902609015594,76.3750910871839,0.8737020477797685
90002_00,12.4,34.0,2.2
90002_01,14.1,29.0,2.2
90002_02,15.4,25.0,1.5
90002_03,16.4,24.0,1.2
90002_04,16.5689090304508,23.865963773804943,1.410819361386174
90002_05,15.845076509187873,25.36881875481304,1.3161297707442947
90002_06,13.338721528093776,33.81653867723534,0.9634733221598555
90002_07,11.50631536193529,43.91547968208446,0.8749713841142728
90002_08,9.707108053193474,50.5389918628248,0.8871575818816306
90002_09,8.600987071975052,56.252585579462206,0.9635670878305952
90002_10,7.602619362161552,62.186709474359546,0.9691153933183033
90002_11,6.932182211080072,66.72000071462631,0.9754153575257026
90002_12,6.442056213026386,68.71558162829294,0.9619922902234729
90002_13,6.017188182833492,68.75903558664997,0.9618490001454072
90002_14,5.567432160154754,68.50312003606308,0.9886383547408696
90002_15,5.239946858159945,68.59621208942114,0.9916297787057774
90002_16,4.9541576672159735,69.15110613226226,0.968675825863943
90002_17,4.721496584172285,70.39019564493584,0.9872212406210287
90002_18,4.262127301282751,72.10832615616474,1.001597421828367
90002_19,4.034847095731255,72.56061208172999,1.0293075351989616
90002_20,3.931828944889128,71.85364336168344,1.0382171562890643
90002_21,5.68587166343038,67.0302492147051,1.0418313797419922
90002_22,8.390698791939819,57.016557343959015,1.1503757257144445
90002_23,11.51832906804602,48.50562296668124,1.2499347259549258
90002_24,13.62737776873258,38.4494849994725,1.314565390964741
90002_25,15.184327784308545,33.1693380869319,1.3982362041354184
90002_26,16.418046851362153,30.26223070467716,1.4742661070093852
90002_27,17.49051146607374,28.035031478537615,1.5382636421970453
90002_28,18.109571825202117,26.490485036199438,1.5226562214990127
90002_29,17.317239356074378,27.79674041343138,1.402965512950393
90002_30,14.721259600578056,36.25849329976805,1.061983622425634
90002_31,12.405974422461407,45.50723136395647,0.9240444463282141
90002_32,10.491003791361152,53.71257632872613,0.9094815192425627
90002_33,8.99505093330441,60.756798318692304,0.9521075322138632
90002_34,8.006702937676826,64.43198943349152,0.978850449328324
90002_35,7.319934527801785,68.77112484982462,1.0105537660575517
90002_36,6.84806324401723,70.13028730600136,1.0185591164864949
90003_00,10.8,30.0,3.6
90003_01,12.7,24.0,2.9
90003_02,13.5,22.0,3.0
90003_03,14.4,21.0,3.3
90003_04,14.823053277488613,19.724982553248974,2.6913017263865813
90003_05,14.18741643712914,20.479017293967214,2.2316414278753385
90003_06,12.123840295603987,25.12240497906325,1.9013112814016666
90003_07,10.142548564527948,28.769209784063882,1.7377823303502218
90003_08,8.522843880658488,33.07840239578452,1.5671657754352963
90003_09,7.16860163033343,37.666717183322056,1.451244955223025
90003_10,6.047580386241707,41.39959033368711,1.6664513298241688
90003_11,5.183275146251794,46.59762833317377,1.6749855559935234
90003_12,4.156812639542206,49.94253481471454,1.6457042505374924
90003_13,3.166951983002826,52.862534616477866,1.8760961209756573
90003_14,2.573335950797763,55.33528093873607,2.0744488404971873
90003_15,2.252044051728666,58.01613494583379,2.0526139659557687
90003_16,1.7685228400475115,60.44922815145422,1.9828761122294396
90003_17,0.877817662691669,61.901662524206124,1.8434862301802064
