Time,t2m_M,q2m_M,rh2m_M,w10m_M,d10m_M,u10m_M,v10m_M,SWD_M,GLW_M,HFX_M,LH_M,RAIN_M,PBLH_M,TC975_M,TC925_M,TC850_M,TC700_M,TC500_M,wspd975_M,wspd925_M,wspd850_M,wspd700_M,wspd500_M,Q975_M,Q925_M,Q850_M,Q700_M,Q500_M,psur_obs,t2m_obs,q2m_obs,w10m_obs,d10m_obs,rh2m_obs,u10m_obs,v10m_obs,RAIN_obs,psfc_M,t2m_prophet,rh2m_prophet,w10m_prophet
2018-08-29 00:00:00,29.637,12.703909,45.84,2.326,44.22,-1.5632336000000002,-1.7223752,0.0,0.0,0.0,0.0,0.0,0.0,28.847,24.978,17.547,7.7429999999999986,-6.8439999999999985,1.966,2.636,3.465,9.767,16.812,0.01,9.403,8.341000000000001,3.299,1.874,960.0,28.4,11.19377,1.4,48.0,44.0,-1.040403,-0.9367828,0.0,948.972,24.452207616070126,67.59881964786311,1.6652525092109116
2018-08-29 01:00:00,27.809,9.88444,39.75,3.115,47.624,-2.2209203,-2.1842017000000005,887.804,357.214,134.411,412.482,0.0,1614.11,28.746,24.951,18.094,8.299,-6.537000000000001,2.286,3.908,3.365,9.782,18.934,0.01,8.63,8.351,3.108,2.116,959.5,30.3,11.38221,2.9,151.0,40.0,-1.405948,2.536397,0.0,948.587,25.839805742332352,63.832819653266824,2.0278895297482618
2018-08-29 02:00:00,28.27,9.859688,38.612,2.141,52.434,-1.6418,-1.374181,881.939,361.129,130.555,407.491,0.0,1807.393,29.266,25.475,18.536,8.219,-6.318,2.582,2.718,2.91,9.675,18.781,0.01,8.69,8.475,3.419,1.6369999999999998,958.7,31.3,11.17286,1.5,135.0,37.0,-1.06066,1.06066,0.0,948.533,26.631157285384678,62.2363434207999,2.3867049340801363
2018-08-29 03:00:00,28.542,9.986046,38.315,2.244,73.039,-2.1052623,-0.77679276,814.727,365.42,111.112,386.018,0.0,2045.638,29.638,25.922,18.976,7.472,-6.207000000000002,4.68,2.628,2.425,10.461,16.304000000000002,0.01,8.751,8.54,4.42,1.555,958.4,30.5,9.243645,3.2,29.0,32.0,-1.551391,-2.798783,0.0,947.189,27.00945007391995,61.83654750506329,2.664901218291232
2018-08-29 04:00:00,28.635,9.94675,37.971,1.853,76.46600000000002,-1.7722185,-0.5411569,693.5269999999998,366.5630000000001,78.649,333.771,0.0,2033.735,29.811,26.137,19.229,8.104,-5.707000000000002,2.141,2.053,1.644,11.512,14.886,0.01,8.761000000000001,8.623,4.2360000000000015,1.484,957.8,31.1,10.44547,3.1,112.0,35.0,-2.87427,1.16128,0.0,947.375,27.023441996422445,62.115326068953884,2.755855470470463
2018-08-29 05:00:00,28.612,9.997575,38.239,1.547,90.4,-1.54382,-0.09914043,525.684,367.956,39.12300000000001,257.177,0.0,1544.374,29.913,26.29,19.311,7.975,-5.465,5.675,1.905,1.314,11.331,14.635,0.01,8.804,8.775,4.277,1.391,957.7,30.9,10.34473,2.8,31.0,35.0,-1.442107,-2.400069,0.0,947.34,26.5661014794876,63.30781052903003,2.5926364082466264
2018-08-29 06:00:00,28.594,10.215104,39.147,1.022,55.628,-0.8175007,-0.61333233,326.441,367.784,5.497999999999998,149.106,0.0,932.204,30.05,26.49,19.588,7.846,-4.86,5.0,1.073,1.631,9.515,14.208,0.01,8.774,8.68,4.128,1.413,957.7,29.5,11.14842,5.2,28.0,41.0,-2.441252,-4.591328,0.0,947.582,25.55790019720675,65.86549719336371,2.213240837647428
2018-08-29 07:00:00,25.495,13.101855,60.416,1.979,107.666,-1.9297175,0.43889752,116.8,366.658,-11.602,48.917,0.0,170.593,28.043000000000006,25.052,18.897,8.25,-4.964,2.302,4.8439999999999985,1.037,9.271,12.886,0.01,10.144,9.09,3.681,1.444,958.4,28.2,11.10417,2.6,75.0,44.0,-2.511407,-0.6729299,0.0,947.43,24.126967775211753,69.72194094852654,1.7578986701265091
2018-08-29 08:00:00,21.941,10.894963,62.413,1.4240000000000002,183.58,-0.1165322,1.4192238,0.0,361.959,-15.17,3.273,0.0,63.045,27.102,24.495,18.805,7.967,-5.218,4.249,1.786,0.511,7.95,11.784,0.01,9.989,9.029,4.07,1.5619999999999998,959.0,25.7,11.49898,1.3,20.0,53.0,-0.4446261,-1.2216,0.0,948.188,22.592573532988208,74.11810505926466,1.3883148218193635
2018-08-29 09:00:00,21.582,10.498941,61.508,1.298,180.699,-0.16819089999999998,1.2870569,0.0,362.1880000000001,-14.455,3.205,0.0,75.318,26.81,24.058000000000003,18.008,7.572,-5.0280000000000005,3.0,1.991,2.307,7.037000000000001,12.550999999999998,0.01,9.869,9.478,4.86,1.7619999999999998,959.7,22.9,12.45124,1.05,117.0,68.0,0.0013640500000000333,-0.27918495000000004,0.0,948.749,21.262516453625647,78.12881332609948,1.1879304945076896
2018-08-29 10:00:00,22.361,10.648502,59.53,1.003,234.337,0.693908,0.7242241999999999,0.0,393.096,-9.263,5.533,0.0,66.152,26.356,23.595,17.866,7.752000000000002,-5.24,5.686,2.321,2.615,5.347,13.402,0.01,9.847,9.669,4.593,2.006,960.4,21.5,12.24459,0.8,214.0,73.0,0.4473542,0.6632300999999999,0.0,949.502,20.239311757443854,81.33053128417063,1.1221578582402638
2018-08-29 11:00:00,21.74,10.459827,60.849,1.475,244.116,1.1797453000000002,0.8853395000000001,0.0,382.951,-10.647,4.535,0.0,71.363,26.107,23.261,17.881,7.6320000000000014,-5.556,3.075,3.156,1.861,3.2880000000000003,13.244000000000002,0.01,9.84,9.607,4.626,2.043,960.5,21.3,12.40105,1.5,177.0,75.0,-0.07850407,1.497944,0.0,949.682,19.413290192514065,83.95692000141275,1.0874242026778118
2018-08-29 12:00:00,22.065,10.269136,58.508,2.31,249.07,1.9556583,1.2294309,0.0,388.601,-14.418,6.372000000000001,0.0,113.366,25.872,22.88,17.803,6.945,-5.863,1.9,4.641,2.214,3.056,13.474,0.01,9.831,9.501,5.084,2.134,960.9,19.9,12.12105,0.9,125.0,80.0,-0.7372369000000001,0.5162186,0.0,950.074,18.628804257904807,86.45355180881697,1.0026414106473078
2018-08-29 13:00:00,20.583,10.145585,63.253,2.146,239.218,1.6056784,1.423767,0.0,366.2480000000001,-14.577,3.423,0.0,88.14,25.284,22.47,17.347,6.925,-5.444,1.017,5.5470000000000015,2.403,4.008,14.061,0.01,9.652,9.569,5.224,2.555,961.2,20.2,12.35236,0.8,146.0,80.0,-0.4473544,0.66323,0.0,950.244,17.843166610714892,88.95434010232115,0.8648256171091373
2018-08-29 14:00:00,20.572,10.073107,62.964,2.219,236.332,1.5875928,1.5503258999999998,0.0,367.677,-15.172,3.4560000000000004,0.0,81.069,25.3,22.499,17.476,7.335,-6.632999999999999,2.533,5.6110000000000015,2.715,3.734,14.264,0.01,9.652,9.544,4.718,2.861,961.2,19.3,12.43161,0.4,223.0,85.0,0.2727993,0.2925415,0.0,950.14,17.124666471206787,91.22843249424595,0.7292217885960955
2018-08-29 15:00:00,21.395,10.324424,61.272,1.826,230.264,1.1709428,1.4011314,0.0,395.795,-9.355,4.981,0.0,68.794,25.223000000000006,22.535,17.357,6.5,-6.146,0.675,4.825,2.682,3.924,17.814,0.01,9.651,9.482,5.856,3.794,961.0,19.3,12.43422,1.3,301.0,85.0,1.114318,-0.6695492,0.0,949.947,16.521204554541548,93.08450917997531,0.6445488198899052
2018-08-29 16:00:00,19.517,9.976314,66.52,0.642,190.93,0.026041312,0.6414715999999999,0.0,357.774,-13.608,2.084,0.0,78.441,24.682,22.039,17.123,7.142,-6.372000000000001,3.362,2.541,1.539,4.6110000000000015,14.959,0.01,9.672,9.478,5.481,3.013,960.6,19.3,12.55925,1.05,251.5,86.0,0.7070016,0.03609895000000002,0.0,949.648,15.975850883971797,94.68618815661837,0.6095756363444076
2018-08-29 17:00:00,19.866,10.138378,66.28699999999999,0.581,48.914,-0.4229015,-0.39839086,0.0,377.293,-10.171,3.352,0.0,54.552,24.054,21.454,16.910999999999998,6.6960000000000015,-6.452000000000001,4.597,0.952,2.638,5.5070000000000014,13.96,0.01,9.659,9.448,6.095,3.075,960.6,19.2,12.76122,0.8,202.0,88.0,0.29968520000000004,0.7417471,0.0,949.862,15.413803417896847,96.31464334453699,0.5882045532819045
2018-08-29 18:00:00,20.1,10.256353,66.10600000000001,0.674,320.272,0.54640067,-0.3946167,0.0,389.407,-8.242,4.06,0.0,65.935,23.727,21.283,16.488,6.3439999999999985,-6.171,6.613,0.563,2.727,6.3820000000000014,13.447,0.01,9.659,9.493,6.645,3.1180000000000003,960.9,19.1,13.00326,0.6,189.0,90.0,0.093860626,0.5926130000000001,0.0,950.321,14.926947260522402,97.74878916178938,0.5595714874261597
2018-08-29 19:00:00,19.856,10.22653,66.77600000000001,0.494,336.279,0.31006077,-0.38457546,0.0,387.153,-8.567,3.808,0.0,84.19,23.563,20.924,16.317,6.527,-6.935,2.932,0.635,3.471,5.517,14.977,0.01,9.696,9.44,6.812,3.116,961.5,19.3,12.83069,3.0,195.0,88.0,0.7764565,2.897778,0.3,950.35,14.84610939406683,97.95337093035305,0.5481793864777897
2018-08-29 20:00:00,20.351,10.981751,69.579,0.826,14.367,-0.19590105,-0.802433,10.059,403.48800000000006,-4.856,9.028,0.0,87.262,23.026,20.414,15.818,6.695,-7.21,4.515,1.832,3.904,4.631,15.955,0.01,9.819,9.672,6.057,3.117,962.3,19.0,13.15032,1.4,236.0,92.0,1.1606530000000002,0.7828701,1.6,950.511,15.571190631547509,95.5826809948408,0.604815309329944
2018-08-29 21:00:00,21.841,11.327016,65.402,1.347,61.775,-1.1544927,-0.6939419,125.327,394.298,1.847,59.058,0.0,149.649,23.141,20.338,15.612,6.4220000000000015,-7.097,3.446,1.092,3.892,3.872,13.720999999999998,0.01,10.049,9.999,6.832000000000002,3.055,962.8,19.0,13.31134,2.7,183.0,93.0,0.1413065,2.6963,0.8,951.281,17.261944986033292,90.0364147080893,0.7616219742665029
2018-08-29 22:00:00,22.754,11.590137,63.412,1.016,68.891,-0.9266127,-0.41670728,229.17,400.391,26.531,100.442,0.0,371.713,23.904,20.64,15.357,6.41,-7.417000000000002,3.053,1.11,4.792,3.684,12.76,0.01,10.411,10.173,6.744,2.521,962.9,19.5,13.56535,0.9,217.0,92.0,0.5416335,0.7187719,1.4,951.751,19.65079236988717,82.18511752263882,1.0088633370706883
2018-08-29 23:00:00,24.321,11.380305,56.51600000000001,1.211,222.15,0.64419675,1.025442,548.409,391.75,88.74,239.347,0.0,1264.822,25.252,21.483,14.755999999999998,5.462999999999999,-7.36,1.421,1.795,2.943,3.675,14.679,0.01,10.587,10.468,7.449,2.132,962.5,19.6,13.65716,4.0,218.0,92.0,2.462646,3.152043,0.9,951.739,22.157357697016305,74.0609880088842,1.3134579942562226
2018-08-30 00:00:00,22.3645,12.654506,72.1575,2.756,209.028,1.3154407,2.341761,186.5655,203.9805,25.809,87.1395,0.0,529.3855,22.8735,19.314,14.41,6.5264997000000005,-6.7879999999999985,0.9285,4.2185,4.4975,3.5185,16.6,0.01,11.720999999999998,10.497,7.3370000000000015,3.3960001,962.9,20.2,14.1782,4.0,134.0,92.0,-2.87736,2.778633,0.7,951.56104,24.226291227730236,67.67768268441598,1.6518562109485455
2018-08-30 01:00:00,22.249,12.511178999999998,71.5355,2.3305001,245.285,1.7691964,1.500505,273.134,403.974,37.708,137.07648999999998,0.7065,512.65,23.321499,19.746,14.546,6.5740004,-6.8785,2.549,3.4245,4.4355,3.6885,14.7115,0.01,11.4145,10.4355,7.526,3.3270001,962.7,22.4,14.3157,1.7,103.0,81.0,-1.6564290000000002,0.3824165,0.1,951.4005,25.61456171754297,63.91046030158379,2.014487035786285
2018-08-30 02:00:00,22.8255,12.298528999999998,67.6515,1.644,218.09601,0.9622851,1.2791357,361.1645,401.8855,54.03700300000001,176.78351,0.318,571.865,23.915,20.4085,14.566,6.2475004,-7.05,1.13,2.2085,3.6764998,3.6045,14.431,0.01,11.2895,10.6744995,7.606,3.5105,962.3,22.4,12.90188,1.4,209.0,73.0,0.6787333000000001,1.224468,0.0,950.831,26.406588819295074,62.312748192877166,2.3732967905573656
2018-08-30 03:00:00,23.2745,12.499205,67.35600000000001,2.234,191.2475,0.36591572,1.4886241000000002,502.616,383.4495,84.3875,226.4075,0.0125,924.2525,24.329498,20.781,14.952499,6.314,-7.231,1.1984999,3.0935001,3.1395001,3.1820002,14.0265,0.01,11.413,10.5825,7.754,2.4355001,962.3,22.4,13.276179999999998,1.7,47.0,75.0,-1.243301,-1.159397,0.0,950.373,26.785560322900768,61.91170299339388,2.6514879723908265
2018-08-30 04:00:00,23.548,12.539171,66.165,2.214,207.4035,0.74639887,1.7733767,418.6045,389.2255,61.0475,198.97299,0.001,958.9945,24.647999,21.1175,14.938999,6.436,-6.5544996,2.325,3.139,2.176,2.484,15.2595,0.01,11.344,10.695499,7.792000000000002,1.6675,961.8,23.3,13.28315,2.0,141.0,71.0,-1.258641,1.554292,0.0,950.0565,26.800234077910233,62.18921894721511,2.74243767040016
2018-08-30 05:00:00,23.7385,12.430504,64.7725,2.0945,223.55151,1.2283531,1.601645,336.2030000000001,384.6575,38.781998,158.486,0.0,838.3415,24.999,21.461498,15.647501,6.1590004,-6.8500004,1.755,3.2535,2.0225,3.1630000000000003,14.8465,0.01,11.312,10.3885,7.692,1.5630000000000002,961.5,23.1,13.11966,1.9,60.0,71.0,-1.645448,-0.9500001,0.0,950.0075,26.343578471854787,63.380427552712774,2.5792146032189702
2018-08-30 06:00:00,23.329498,12.58192,67.139,1.8525,235.2955,1.2971742,1.2073578,174.23251000000005,388.87952,7.3145,85.033005,0.0,648.734,24.941,21.7195,15.7625,6.7225,-6.9665003,0.98,3.3560000000000003,1.7505,4.401,15.135,0.01,11.17,10.4035,6.636,1.391,961.4,22.9,12.95522,1.0,45.0,71.0,-0.7071068,-0.7071068,0.0,950.07996,25.336065139636354,65.93682520032993,2.19981557784863
2018-08-30 07:00:00,22.657,13.398735,73.88499499999998,1.1795,235.74051,0.8276681,0.8205360999999999,77.720505,378.7175,-5.14,27.118,0.0,189.0845,24.742,21.561,15.811001,6.8494997,-6.7355003,0.56949997,2.999,1.255,4.548,15.731001,0.01,11.476,10.468,6.733,1.137,961.1,23.1,13.12516,1.3,63.0,71.0,-1.158308,-0.5901877,0.0,949.82947,23.90582366755093,69.79196685968813,1.7444705066986728
2018-08-30 08:00:00,19.418,12.004817999999998,80.8215,1.211,214.123,0.34899586,1.1257718,0.0,360.54102,-11.6380005,0.925,0.0,88.2585,23.592,21.0225,15.348,6.9449997,-6.6715,2.63,2.9935,1.026,4.8455,14.848,0.01,11.489,10.854,6.3195,0.8625,961.5,20.9,13.71478,0.5,195.0,85.0,0.1294094,0.4829629,0.0,950.276,22.37212333560016,74.18681587926375,1.3748843068386791
2018-08-30 09:00:00,19.2845,11.604431,78.785,1.3515,232.983,0.9724493,0.89155316,0.0,366.17853,-10.418501,2.341,0.0,72.418,23.331501,20.5125,15.696,6.765,-6.5785,3.047,3.5705,0.856,3.6345,14.7325,0.01,11.3,10.52,6.5415,0.7945,962.4,19.5,12.98284,1.3,212.0,88.0,0.688895,1.102463,0.0,951.09204,21.0427630872572,78.19619614393599,1.1744981809628272
