Time,t2m_M,q2m_M,rh2m_M,w10m_M,d10m_M,u10m_M,v10m_M,SWD_M,GLW_M,HFX_M,LH_M,RAIN_M,PBLH_M,TC975_M,TC925_M,TC850_M,TC700_M,TC500_M,wspd975_M,wspd925_M,wspd850_M,wspd700_M,wspd500_M,Q975_M,Q925_M,Q850_M,Q700_M,Q500_M,psur_obs,t2m_obs,q2m_obs,w10m_obs,d10m_obs,rh2m_obs,u10m_obs,v10m_obs,RAIN_obs,psfc_M,t2m_prophet,rh2m_prophet,w10m_prophet
2018-08-29 00:00:00,29.331,12.615657,45.298,2.128,5.823,-0.20619835,-2.1179864,0.0,0.0,0.0,0.0,0.0,0.0,27.841,24.584,17.153,6.629,-6.73,3.219,2.825,3.73,7.917999999999998,14.882,0.01,3.785,8.443999999999999,3.76,1.073,877.3,20.8,10.20411,1.4,315.0,58.0,0.9899496,-0.9899493,0.0,928.284,19.003396699979348,74.53925231287478,2.393269455566017
2018-08-29 01:00:00,26.651,9.086137,38.244,2.545,105.955,-2.4967072,0.4934361,885.3760000000002,348.176,231.447,297.095,0.0,1760.368,28.718000000000004,25.462,18.237,7.072,-6.7570000000000014,3.873,3.567,3.594,8.527000000000001,14.339,0.01,3.428,8.327,3.5410000000000004,1.571,876.9,22.2,10.37889,1.8,62.0,54.0,-1.589306,-0.8450488000000002,0.0,927.879,19.904751147758766,72.5048273094493,2.505813766897656
2018-08-29 02:00:00,27.506,9.181229,36.659,1.888,15.281,-0.47566077,-1.8270990000000005,877.4169999999998,354.894,220.273,300.627,0.0,2013.818,29.635,26.381,19.115,6.605,-6.79,2.892,2.511,2.7230000000000003,8.103,14.217,0.01,3.477,8.456,4.325,1.841,876.7,22.3,10.24498,1.4,95.0,53.0,-1.394673,0.12201789999999997,0.0,927.791,20.579935062821573,70.89111985420101,2.650617885569484
2018-08-29 03:00:00,28.154,9.102663,35.01,1.717,17.742,-0.5003502000000001,-1.6424793999999998,808.957,360.196,189.846,286.147,0.0,2441.679,30.389,27.164,19.942,5.5539999999999985,-6.319,3.283,2.545,2.773,6.7970000000000015,14.126,0.01,3.467,8.33,6.331,2.097,876.5,22.5,10.17977,0.6,188.0,52.0,0.08350373,0.5941609,0.0,926.389,20.93176914665236,69.9869562367908,2.7624988478335935
2018-08-29 04:00:00,28.476,9.115386,34.368,1.958,22.351,-0.71263486,-1.8237091,566.553,385.236,101.694,226.93,0.0,2520.9120000000007,30.824,27.616,20.468,5.312,-5.82,2.456,2.109,2.919,5.85,15.581,0.01,3.432,8.331,7.167999999999998,2.384,876.2,24.4,10.77059,1.4,115.0,49.0,-1.268831,0.5916654,0.0,926.452,20.838350165007146,70.18075679379274,2.857112802723298
2018-08-29 05:00:00,28.465,9.35566,35.31,2.416,16.214000000000002,-0.64496636,-2.32832,432.149,380.664,52.81,183.323,0.0,2578.486,30.921,27.732,20.684,5.291,-5.4910000000000005,4.476,3.914,3.213,5.5070000000000014,16.991,0.01,3.4930000000000003,8.487,7.653,2.337,876.0,23.4,12.19581,2.7,83.0,59.0,-2.679875,-0.3290475,0.0,926.306,20.255791564370533,71.63953493235667,2.99031505688807
2018-08-29 06:00:00,26.495,10.547339,44.753,2.744,84.427,-2.7073247000000005,-0.44713426,202.423,388.041,12.072,87.17399999999998,0.0,690.895,29.685,26.646,19.829,5.494,-5.63,5.0280000000000005,5.039,3.072,5.919,16.72,0.01,3.858,9.141,7.865,2.24,876.3,22.1,11.0559,3.8,117.0,58.0,-3.385825,1.725163,0.0,926.981,19.31274240606084,74.03867148483523,3.1824850733617884
2018-08-29 07:00:00,24.805,13.231393,62.137,1.24,117.168,-1.1506202,0.46224782,111.345,364.005,-3.885,27.808000000000003,0.0,106.347,28.318,25.361,18.975,5.4910000000000005,-5.337999999999999,6.695,5.375,4.949,7.481,15.962,0.01,4.073,9.432,7.41,2.01,876.4,19.0,10.08028,3.0,116.0,64.0,-2.696382,1.315113,0.0,927.026,18.286458040592155,76.6414219465216,3.3855226939024012
2018-08-29 08:00:00,20.001,11.072804,69.932,0.67,214.365,0.28000814,0.60868335,0.0,357.782,-12.858,0.742,0.0,61.793,26.322,23.499,18.38,6.308,-5.496,4.078,2.995,3.489,7.577000000000001,13.958,0.01,4.254,9.633,6.08,1.943,876.9,18.6,10.27651,3.5,162.0,67.0,-1.08156,3.328698,0.0,927.646,17.45382065104273,78.72032534801286,3.5228355258334587
2018-08-29 09:00:00,19.538,10.460718,68.20100000000001,0.821,241.811,0.63724697,0.5176459,0.0,353.38,-13.845999999999998,0.684,0.0,59.832,26.111,23.419,18.208,6.259,-5.632999999999999,3.253,2.186,5.184,6.47,15.106,0.01,4.114,9.475,5.875,1.941,877.3,18.5,10.06987,3.4,177.0,66.0,-0.1779426,3.39534,0.0,928.117,16.931314316242844,79.98827917952643,3.558478839005771
2018-08-29 10:00:00,20.62,10.336521,62.875,1.356,16.75,-0.37365213,-1.3035028999999998,0.0,379.689,-10.24,1.492,0.0,60.773,26.1,23.33,17.898,6.095,-6.323,2.713,2.35,7.381,5.2410000000000005,13.754,0.01,4.0710000000000015,9.261,5.847,2.043,877.4,18.5,9.740015,3.2,161.0,64.0,-1.041819,3.025659,0.0,928.977,16.636236469156312,80.6827559394649,3.5250443309199286
2018-08-29 11:00:00,21.395,9.951046,57.75899999999999,2.89,32.096,-1.473275,-2.4862747000000005,0.0,391.372,-16.375,3.214,0.0,90.327,25.414,22.899,17.504,5.8039999999999985,-6.272,4.354,5.043,7.4620000000000015,4.74,14.584,0.01,3.833,9.176,6.159,2.287,877.5,18.4,10.00105,2.8,176.0,66.0,-0.1953181,2.7931790000000003,0.0,929.168,16.39578283672564,81.25387818460031,3.485148720377844
2018-08-29 12:00:00,22.357,9.473425,51.874,3.982,42.602,-2.595703,-3.0197105,0.0,406.622,-19.286,4.835,0.0,202.722,25.289,22.499,17.070999999999998,5.631,-6.92,3.828,5.66,5.36,4.425,14.46,0.01,3.765,9.307,6.22,2.797,877.7,17.3,11.00197,2.8,161.0,78.0,-0.9115913,2.647452,0.0,929.566,16.10041733675063,81.95589813996747,3.4698999748217187
2018-08-29 13:00:00,20.764,9.259126,55.93,2.845,38.899,-1.7179402,-2.2677536,0.0,387.173,-15.965,3.158,0.0,67.51,24.938,22.354,17.05,5.8210000000000015,-7.302,3.0610000000000004,4.091,3.688,5.691,13.696,0.01,3.53,8.613,5.6320000000000014,3.06,878.0,17.3,10.85476,2.9,223.0,77.0,1.977795,2.120926,0.0,929.681,15.766941545565054,82.70226353850964,3.458925407835033
2018-08-29 14:00:00,20.729,8.875312,53.742,3.071,31.259,-1.528539,-2.663571,0.0,384.58,-19.396,3.409,0.0,97.773,24.494,21.826,17.034000000000002,5.386,-7.655,2.281,4.343,4.949,6.731,14.877,0.01,3.313,7.592,6.2029999999999985,3.56,877.9,17.3,10.5741,2.5,235.0,75.0,2.047879,1.433942,0.0,929.729,15.472045565926988,83.2682994255243,3.4198106395330874
2018-08-29 15:00:00,20.422,8.872632000000003,54.767,2.91,169.477,-0.9070307,2.7650309,0.0,388.075,-16.384,3.412,0.0,81.242,23.987,21.445,16.865,5.319,-7.667999999999998,0.993,3.162,2.733,6.401,14.556,0.01,3.307,7.845,6.511,3.993,877.6,17.3,10.57774,1.7,287.0,75.0,1.625718,-0.4970315,0.0,929.576,15.243370309630013,83.58917775676808,3.3598692123429945
2018-08-29 16:00:00,18.261,8.664788,61.198,2.628,15.755,-0.68216616,-2.537919,0.0,349.8040000000001,-21.228,1.622,0.0,93.108,23.73,21.134,16.158,5.85,-7.171,0.8690000000000001,3.495,1.534,6.961,12.77,0.01,3.42,8.321,5.865,3.447,877.6,17.2,10.50826,2.9,232.0,75.0,2.285231,1.785418,0.0,929.178,15.02892784813417,83.83104127960921,3.3286367963963914
2018-08-29 17:00:00,19.699,8.569607000000001,55.339,3.391,17.838,-0.9933586,-3.24224,0.0,378.773,-21.156,3.437,0.0,122.849,23.264,20.593000000000004,16.143,5.776,-7.798999999999999,1.86,4.311,1.197,6.579,13.313,0.01,3.466,8.314,5.926,3.187,877.6,17.1,10.43918,2.3,234.0,75.0,1.860739,1.351906,0.0,929.359,14.777313451214626,84.16642694146198,3.3619318208074502
2018-08-29 18:00:00,19.149,8.654112,57.784,4.175,26.348000000000006,-1.7750229,-3.7788782,0.0,356.6380000000001,-34.58,3.1180000000000003,0.0,165.365,22.628,20.004,16.285999999999998,5.5870000000000015,-7.871,6.101,7.433,1.755,6.606,12.428,0.01,3.539,8.305,6.004,3.141,877.4,17.2,10.2367,1.3,208.0,73.0,0.6103126999999999,1.147832,0.0,929.576,14.541989591043661,84.4984826746756,3.424303490749037
2018-08-29 19:00:00,18.545,8.708981,60.50100000000001,3.958,25.795,-1.6496749,-3.5978239000000003,0.0,354.531,-31.791,2.758,0.0,135.85399999999998,22.081,19.555,16.13,5.0680000000000005,-8.24,6.0,7.23,1.107,6.355,13.055,0.01,3.5610000000000004,8.422,6.614,3.261,877.9,16.9,10.29869,0.8,202.0,75.0,0.29968520000000004,0.7417471,0.0,929.672,14.49332974159195,84.43634890150612,3.4165220678288515
2018-08-29 20:00:00,19.712,9.195604,59.244,4.182,26.25,-1.7718141,-3.788113,135.74200000000002,344.691,-6.377999999999999,54.768,0.0,217.46400000000003,22.35,19.487,15.755999999999998,5.194,-8.005,3.017,5.322,0.574,6.039,14.385,0.01,3.516,8.527999999999999,6.294,2.897,878.1,15.3,11.39994,2.0,53.0,92.0,-1.597271,-1.20363,1.2,929.778,14.811297501398235,83.57287239966172,3.254179646495549
2018-08-29 21:00:00,21.049,9.366593,55.687,4.073,42.176,-2.6330252,-3.1074922000000003,312.176,356.772,59.087,111.011,0.0,396.899,23.187,19.988,15.425999999999998,4.898,-7.746,1.824,3.619,0.728,5.645,15.852,0.01,3.604,8.625,6.6320000000000014,2.526,878.0,15.1,11.14326,1.4,149.0,91.0,-0.7210535,1.200034,3.2,930.366,15.549790459976528,81.81257625462024,2.9503532458210837
2018-08-29 22:00:00,22.283,9.476076,52.075,2.648,55.326,-2.1101172000000004,-1.599784,546.966,343.842,135.778,173.933,0.0,886.449,24.255,21.013,14.755,4.822,-7.914,2.4730000000000003,2.672,1.616,5.346,15.295,0.01,3.66,8.85,6.52,2.205,878.2,15.4,11.96921,1.2,181.0,96.0,0.020942587,1.199817,0.7,930.9,16.592864099668375,79.44799859682263,2.6233952858211618
2018-08-29 23:00:00,23.075,9.820537,51.497,2.03,118.488,-1.8665738,0.7979987,567.263,370.257,145.889,191.21,0.0,1088.784,25.048,21.805,14.774,4.208,-7.985,2.4090000000000003,2.52,2.073,5.003,15.005,0.01,3.787,9.242,7.155,1.902,878.7,14.9,11.57946,3.3,245.0,96.0,2.990816,1.39464,0.1,931.014,17.735232833209842,76.9326188064892,2.4158884118176123
2018-08-30 00:00:00,24.2305,12.133087,58.995,2.2875,173.55700000000004,-0.58269113,2.1514626,407.8575,175.9715,121.34,127.3185,0.0,731.1755,24.008000000000006,20.751999,14.621,4.8199997,-7.6095,2.2105,2.275,2.5245,5.215,18.0855,0.01,4.4515,10.1515,6.792000000000002,2.7175,878.8,15.4,11.96098,1.7,279.0,96.0,1.67907,-0.26593870000000003,0.0,930.4905,18.803478689046017,74.59223188808359,2.3925331834173083
