Time,t2m_M,q2m_M,rh2m_M,w10m_M,d10m_M,u10m_M,v10m_M,SWD_M,GLW_M,HFX_M,LH_M,RAIN_M,PBLH_M,TC975_M,TC925_M,TC850_M,TC700_M,TC500_M,wspd975_M,wspd925_M,wspd850_M,wspd700_M,wspd500_M,Q975_M,Q925_M,Q850_M,Q700_M,Q500_M,psur_obs,t2m_obs,q2m_obs,w10m_obs,d10m_obs,rh2m_obs,u10m_obs,v10m_obs,RAIN_obs,psfc_M,t2m_prophet,rh2m_prophet,w10m_prophet
2018-08-29 00:00:00,34.771,13.908671,39.524,1.663,33.094,-0.87144905,-1.4163847,0.0,0.0,0.0,0.0,0.0,0.0,27.39,22.748,15.704,7.326,-6.773,2.1590000000000003,3.839,6.936,8.436,15.849,9.804,9.105,8.083,3.533,1.402,1000.8,30.3,9.832076,4.4,352.0,36.0,0.6123616,-4.3571800000000005,0.0,1001.253,26.751940264907798,58.31917261807188,1.8267300003188665
2018-08-29 01:00:00,30.876,9.880246,34.968,2.297,69.33,-2.1017475,-0.92675,871.9889999999998,380.583,128.13,225.084,0.0,1793.0,27.881,23.467,16.634,7.684,-6.671,3.17,3.242,4.468,9.686,15.042,9.177,9.051,8.824,3.177,2.065,1000.1,31.0,10.23171,2.0,56.0,36.0,-1.658075,-1.118386,0.0,1000.88,27.70923026689228,55.8965452387861,2.026564011799982
2018-08-29 02:00:00,31.158,10.165471,35.42,2.188,97.607,-2.1845715,0.12243566,864.427,385.11,150.46200000000005,225.702,0.0,1953.201,28.137,23.733,16.910999999999998,8.469,-6.447,2.857,2.672,3.661,10.017,16.267,9.533,9.444,9.251,2.833,2.194,999.5,31.9,10.78337,1.5,225.0,36.0,1.06066,1.06066,0.0,1000.603,28.470485073347675,54.09097799341771,2.160493400784856
2018-08-29 03:00:00,31.602,10.109755,34.333,1.937,110.202,-1.868925,0.5090076,796.064,389.942,144.643,212.163,0.0,2084.78,28.738000000000003,24.318,17.485,8.762,-6.335,2.4330000000000003,2.15,3.313,9.001,16.727999999999998,9.525,9.432,9.267,2.911,2.213,999.2,32.5,10.54484,0.9,326.0,34.0,0.5032738,-0.7461336999999999,0.0,999.202,29.061257283465586,52.68866847426122,2.2302046135810767
2018-08-29 04:00:00,31.92,10.251907,34.142,2.213,128.686,-1.8583707,1.2015938999999998,673.32,393.47,125.426,187.359,0.0,2104.902,29.041,24.638,17.836,9.713,-6.36,2.734,2.095,3.179,8.232999999999999,16.773,9.652,9.566,9.42,2.862,2.24,998.7,32.7,10.6878,2.4,89.0,34.0,-2.399635,-0.041885722,0.0,999.435,29.37027226517649,51.91556616315521,2.2221143049365093
2018-08-29 05:00:00,31.837,10.466655,35.017,2.797,130.627,-2.298436,1.5938635,505.87,395.694,95.542,152.154,0.0,1781.223,28.967,24.545,17.86,9.585,-6.57,3.781,2.815,2.394,8.349,15.735,9.882,9.822,9.715,3.325,2.094,998.7,32.2,10.38029,2.4,132.0,34.0,-1.783548,1.605913,0.0,999.308,29.233597415526184,52.25734929921468,2.108874571882048
2018-08-29 06:00:00,31.518,10.518214,35.88,2.514,123.248,-2.2260187,1.1683477,308.274,397.013,50.268,101.95,0.0,1304.851,28.828000000000007,24.41,18.143,8.277000000000001,-6.235,3.623,3.059,3.547,8.86,15.745,9.995,9.933,9.748,4.654,1.917,998.9,31.5,10.54801,2.9,116.0,36.0,-2.606503,1.271276,0.0,999.648,28.594159747764397,53.977797251185606,1.8832697019628357
2018-08-29 07:00:00,30.533,10.5325165,38.078,1.624,105.173,-1.5971518999999998,0.2940777,104.686,396.38,11.561,39.847,0.0,831.097,28.818,24.478,18.314,7.6560000000000015,-5.819,2.6010000000000004,2.63,3.927,8.35,15.328,9.871,9.745,9.59,5.332999999999998,1.87,999.3,30.7,10.07454,2.7,112.0,36.0,-2.503397,1.0114379999999998,0.0,999.264,27.58233925021553,56.79904535362103,1.5892282420104642
2018-08-29 08:00:00,27.925,10.218151,42.981,0.525,64.472,-0.46166822,-0.24997488,0.0,394.953,1.832,2.092,0.0,208.908,28.752,24.582,18.123,7.358,-5.524,1.031,2.114,3.697,7.894,14.027,9.667,9.378,9.537,5.575,2.028,999.8,29.0,10.6414,1.5,4.0,42.0,-0.1046347,-1.496346,0.0,999.798,26.444496234083363,60.03242590180614,1.3122206306503028
2018-08-29 09:00:00,27.179,10.584916,46.585,1.636,90.646,-1.6330532,-0.09814943,0.0,389.68,1.178,2.622,0.0,123.63,28.466,24.599,17.936,7.1179999999999986,-5.761,0.977,2.637,3.177,7.4220000000000015,13.768,9.712,9.226,9.462,5.375,1.963,1000.4,26.9,11.82703,0.6,27.0,53.0,-0.2723943,-0.534604,0.0,1000.515,25.390603942917533,63.01933554274885,1.1289489938402604
2018-08-29 10:00:00,26.367,10.363939,47.981,1.103,328.701,0.79495054,-0.7646324000000001,0.0,389.29,-0.379,2.021,0.0,110.577,27.763,24.484,17.829,6.775,-6.013,1.781,2.631,3.248,6.398,13.207,9.822,9.271,9.651,5.836,2.247,1000.9,25.5,12.32191,2.0,350.0,60.0,0.3472969,-1.969615,0.0,1001.359,24.498247125519327,65.47806899989128,1.0574605015816472
2018-08-29 11:00:00,26.524,10.499288,48.199,0.89,126.689,-0.76304615,0.4581054,0.0,415.796,2.025,3.052,0.0,105.201,26.723000000000006,23.455,17.397000000000002,6.7029999999999985,-6.1770000000000005,2.051,2.54,1.584,6.069,13.441,9.891,9.66,9.265,5.797999999999999,2.383,1001.3,24.1,12.63425,1.8,335.0,67.0,0.7607132,-1.6313540000000002,0.0,1001.821,23.74086696868112,67.48973109868727,1.052035771728372
2018-08-29 12:00:00,26.44,10.538897,48.598,1.077,22.479,-0.39412472,-1.0022948,0.0,416.809,1.658,3.0580000000000003,0.0,148.64,26.253,22.759,17.359,6.452000000000001,-6.631,1.081,3.629,0.954,4.728,13.685,10.083,10.088,9.25,5.848,2.6910000000000003,1001.4,24.4,11.89093,1.3,17.0,62.0,-0.3800832,-1.243196,0.0,1002.334,23.082099995310244,69.22627514692171,1.0475469489299962
2018-08-29 13:00:00,25.765,10.553018,50.747,1.185,46.913,-0.83497113,-0.8408614999999999,0.0,395.55800000000005,-1.896,2.1830000000000003,0.0,105.833,26.384,22.631,16.945,6.547999999999999,-6.824,1.173,3.937,1.265,4.713,13.706,10.119,10.135,9.431,5.789,2.6460000000000004,1001.6,24.5,11.96478,1.2,59.0,62.0,-1.028601,-0.6180456999999999,0.0,1002.614,22.52532303681393,70.74333715977465,1.0129956426368587
2018-08-29 14:00:00,25.055,10.579758,52.969,0.815,110.736,-0.78441995,0.22115676,0.0,388.489,-2.426,1.754,0.0,90.3,25.761,22.483,16.738,6.3020000000000005,-7.0939999999999985,1.663,2.356,0.5379999999999999,5.129,14.033,10.247,9.951,9.536,5.7879999999999985,2.36,1001.8,24.1,12.23256,1.3,296.0,65.0,1.168432,-0.5698823000000001,0.0,1002.675,22.076071162861105,72.02467739964227,0.9670406816831354
2018-08-29 15:00:00,25.249,10.818889,53.517,0.519,142.899,-0.35752857,0.37621048,0.0,417.895,2.269,2.971,0.0,141.246,25.004,21.996,16.511,6.569,-7.093,2.778,0.63,0.6970000000000001,5.088,15.975,10.342,10.033,9.542,5.279,3.175,1001.8,23.7,12.31073,1.2,347.0,67.0,0.26994179999999995,-1.169244,0.0,1002.59,21.684788776070008,73.14539700181675,0.9460098322588404
2018-08-29 16:00:00,24.219,10.490286,55.342,0.44,86.007,-0.43585643,-0.06024257,0.0,390.889,-0.238,2.033,0.0,97.607,24.334,21.761,16.457,6.252000000000002,-7.185,1.893,0.8,1.113,4.971,15.903,10.062,10.06,9.56,5.8439999999999985,3.689,1001.5,23.3,12.55171,1.0,345.0,70.0,0.2588198,-0.9659256,0.0,1002.35,21.26643217241836,74.2751138316088,0.9602343765616972
2018-08-29 17:00:00,24.072,10.022762,53.32899999999999,1.153,61.045,-0.98091835,-0.6059770999999999,0.0,388.983,-1.035,2.152,0.0,117.056,24.204,21.3,16.582,5.94,-7.567,1.699,0.907,1.4409999999999998,5.205,14.777,9.74,10.089,9.518,5.766,3.951,1001.7,23.5,12.35123,1.05,351.5,68.0,0.1486049425,-1.0326278,0.0,1002.603,20.806702070047976,75.43405130778844,0.9835374117151704
2018-08-29 18:00:00,23.29,9.835407,54.815,0.6779999999999999,87.118,-0.6732187,-0.08037705,0.0,382.918,-0.672,1.825,0.0,79.02600000000002,23.671,20.471,16.364,6.04,-6.912000000000001,1.821,1.506,1.253,5.408,15.085,9.666,9.925,9.559,5.577000000000001,3.688,1001.7,22.8,13.03578,1.1,358.0,75.0,0.038390085,-1.09933,0.0,1003.06,20.452760371712362,76.23982131430512,0.9854732424483904
2018-08-29 19:00:00,23.191,10.127296,56.925,0.449,201.098,0.09361635,0.4391321,0.0,398.423,1.994,2.237,0.0,81.249,23.231,20.557,16.105999999999998,6.4060000000000015,-7.49,1.239,1.817,2.035,5.6720000000000015,12.767,9.324,9.399,9.607,4.51,3.406,1002.4,22.6,13.06787,1.1,352.0,76.0,0.1530904,-1.089295,0.0,1003.239,20.473176438593647,75.97760369641615,0.9720787290793492
2018-08-29 20:00:00,23.609,11.6083,63.652,0.482,160.869,-0.21417415,0.43180254,49.522,398.555,7.152,11.058,0.0,137.415,22.703000000000007,19.955,15.878,6.376,-7.425,1.4780000000000002,2.448,1.852,5.237,11.890999999999998,9.697,9.058,9.641,4.689,2.986,1002.8,22.2,13.91218,1.4,286.0,83.0,1.345766,-0.3858921,0.3,1003.612,21.08470328330668,74.05323598954045,0.9919653304781648
2018-08-29 21:00:00,24.772,11.279381,57.67,0.489,213.752,0.19981469,0.44631276,163.94299999999996,399.263,19.683,40.539,0.0,291.397,22.598000000000006,19.696,15.459,6.086,-7.598,1.018,2.977,3.087,4.879,13.021,9.784,8.939,9.85,5.207000000000002,2.6860000000000004,1003.6,22.0,14.56932,0.7,355.0,88.0,0.061009217,-0.6973363,0.4,1004.295,22.278077002572765,70.49536738779683,1.0989079708367109
