Time,t2m_M,q2m_M,rh2m_M,w10m_M,d10m_M,u10m_M,v10m_M,SWD_M,GLW_M,HFX_M,LH_M,RAIN_M,PBLH_M,TC975_M,TC925_M,TC850_M,TC700_M,TC500_M,wspd975_M,wspd925_M,wspd850_M,wspd700_M,wspd500_M,Q975_M,Q925_M,Q850_M,Q700_M,Q500_M,psur_obs,t2m_obs,q2m_obs,w10m_obs,d10m_obs,rh2m_obs,u10m_obs,v10m_obs,RAIN_obs,psfc_M,t2m_prophet,rh2m_prophet,w10m_prophet
2018-08-29 00:00:00,31.014,12.90372,42.522,1.372,45.192,-0.93841594,-1.0008793,0.0,0.0,0.0,0.0,0.0,0.0,28.946,25.297,17.657,8.287,-6.2620000000000005,2.17,1.685,3.525,8.783,18.167,0.01,9.362,8.482000000000001,3.677,1.669,963.3,29.4,10.21719,2.3,356.0,38.0,0.16043970000000002,-2.294397,0.0,938.962,23.924164917236446,64.45956644110298,1.4494055824607963
2018-08-29 01:00:00,27.602,9.286259,37.393,2.963,45.629,-2.0423121,-2.1467023,889.1519999999998,355.4890000000001,217.302,331.374,0.0,1888.215,28.916,25.262,18.156,8.394,-6.023,1.595,3.935,3.16,9.442,20.114,0.01,8.572000000000001,8.392000000000001,3.5660000000000003,1.6840000000000002,962.7,29.8,9.926645,0.6,320.0,36.0,0.3856729,-0.4596264,0.0,938.561,25.075219970886263,61.148117678453644,1.7678887150796423
2018-08-29 02:00:00,27.868,9.452915,37.414,2.261,36.794,-1.3012387,-1.8490264,883.304,358.745,212.329,330.4480000000001,0.0,2009.432,29.228,25.593000000000004,18.495,8.382,-5.363,2.548,2.838,2.059,9.541,19.472,0.01,8.738,8.557,4.079,1.207,962.3,30.9,10.88101,1.5,293.0,37.0,1.380757,-0.5860969,0.0,938.41,25.589795041127072,60.25477119468551,1.9993294437481768
2018-08-29 03:00:00,27.937,9.571589,37.65,2.278,37.266,-1.3256369,-1.8525581,815.7560000000002,362.445,188.354,312.8,0.0,2035.595,29.391,25.838,18.778,7.871,-5.537000000000001,4.255,2.82,1.806,9.975,16.39,0.01,8.863,8.731,4.947,1.117,962.0,31.0,12.42134,2.4,201.0,42.0,0.8600824,2.240593,0.0,937.201,25.692267955828324,60.56672090767008,2.094013140018937
2018-08-29 04:00:00,28.102,9.706671,37.851,2.135,31.806,-1.0794978000000002,-1.8419851000000005,693.7869999999998,364.57,140.636,277.017,0.0,2076.658,29.623,26.11,19.094,8.247,-5.308,3.08,2.652,2.102,11.175999999999998,14.759,0.01,9.001,8.877,4.898,1.161,961.8,31.0,11.84063,2.5,191.0,40.0,0.4770224,2.454068,0.0,937.376,25.481338485459823,61.476105246565815,2.023341940714604
2018-08-29 05:00:00,28.067,9.877282,38.647,1.615,62.872,-1.399171,-0.8065639,525.5,366.39,79.594,220.929,0.0,2074.38,29.725,26.272,19.241,7.902,-5.3370000000000015,4.0710000000000015,1.925,0.8590000000000001,10.949000000000002,13.765999999999998,0.01,9.171,9.025,5.239,1.197,961.5,30.5,12.07477,1.1,200.0,42.0,0.376222,1.033662,0.0,937.421,24.881216586929074,63.33877819129243,1.7942002475503078
2018-08-29 06:00:00,26.695,10.493548,44.541,2.858,113.114,-2.7178743,0.883925,325.21,365.181,24.295,152.718,0.0,1228.393,28.5,25.095,18.143,9.423,-5.557,3.353,3.99,2.318,11.828,12.328,0.01,9.692,9.592,4.07,1.349,962.0,28.6,11.31579,2.6,141.0,44.0,-1.636233,2.020579,0.0,937.78,23.81859637860895,66.74847868718436,1.4608613186855108
2018-08-29 07:00:00,25.168000000000006,11.62596,54.032,1.581,110.526,-1.5231707,0.4236885,116.453,360.80300000000005,-8.657,45.745,0.0,224.996,27.806,24.649,17.96,9.614,-6.106,2.652,3.471,2.2430000000000003,9.288,12.081,0.01,9.651,9.577,3.5980000000000003,1.368,962.4,24.9,13.40169,0.8,348.0,65.0,0.16632979999999994,-0.782518,0.0,937.589,22.415638821556115,71.56459728275198,1.1156210490104943
2018-08-29 08:00:00,21.073,10.4736805,62.581,0.612,177.171,-0.11482584,0.60113144,0.0,355.96,-12.473,1.798,0.0,48.418,26.556,24.272,18.113,8.773,-5.21,4.787,1.93,1.517,8.148,12.550999999999998,0.01,9.695,9.441,3.881,1.527,963.0,22.7,13.52111,1.5,145.0,75.0,-0.8603646999999999,1.228728,0.0,938.2,20.98605808441408,76.70628804126454,0.8513089934047547
2018-08-29 09:00:00,20.38,10.235397,63.956,0.899,234.974,0.6288139,0.6424905,0.0,353.291,-12.369000000000002,1.654,0.0,68.722,25.794,23.598000000000006,18.245,7.865,-4.663,3.676,1.594,0.8320000000000001,7.528,13.118,0.01,9.792,9.332,4.42,1.789,963.8,21.3,13.04655,1.0,173.0,79.0,-0.1218695,0.9925461,0.0,938.709,19.830906513671593,80.90531278842438,0.7147991675244462
2018-08-29 10:00:00,19.987,10.031628,64.329,0.887,219.08900000000003,0.43292877,0.77417165,0.0,353.352,-12.387,1.591,0.0,97.407,25.349,22.929,17.884,7.7360000000000015,-5.282,6.7639999999999985,3.0980000000000003,0.976,5.454,13.446,0.01,9.789,9.382,4.7810000000000015,1.843,964.2,20.2,12.79449,1.1,135.0,83.0,-0.7778175,0.7778175,0.0,939.522,19.034826169561786,83.64931375906656,0.6852119417815413
