Time,t2m_M,q2m_M,rh2m_M,w10m_M,d10m_M,u10m_M,v10m_M,SWD_M,GLW_M,HFX_M,LH_M,RAIN_M,PBLH_M,TC975_M,TC925_M,TC850_M,TC700_M,TC500_M,wspd975_M,wspd925_M,wspd850_M,wspd700_M,wspd500_M,Q975_M,Q925_M,Q850_M,Q700_M,Q500_M,psur_obs,t2m_obs,q2m_obs,w10m_obs,d10m_obs,rh2m_obs,u10m_obs,v10m_obs,RAIN_obs,psfc_M,t2m_prophet,rh2m_prophet,w10m_prophet
2018-08-29 00:00:00,30.835,13.358586,46.303,2.617,40.252,-1.6268976000000002,-2.0498521,0.0,0.0,0.0,0.0,0.0,0.0,26.899,21.793000000000006,14.791,7.125,-6.455,3.458,3.446,6.278,8.26,16.892,8.03,9.564,8.405,3.908,0.6709999999999999,976.7,26.9,11.00108,4.0,71.0,48.0,-3.782074,-1.302273,0.0,976.772,24.56590973241653,66.54814298280999,2.6105228251517625
2018-08-29 01:00:00,28.327,10.061657,40.366,2.376,32.205,-1.2149575,-2.0418751,874.7080000000002,365.779,211.837,327.263,0.0,1710.292,27.431,22.658,15.761,6.888,-6.727,2.822,3.216,3.715,8.809,16.264,7.483,9.274,9.043,3.779,0.7559999999999999,976.3,28.1,10.82881,3.3,339.0,44.0,1.182615,-3.0808150000000003,0.0,976.637,25.78037959044243,63.304659417438145,2.8146391887969537
2018-08-29 02:00:00,29.018,10.058159,38.811,2.7960000000000003,33.297,-1.4732147,-2.3763952,865.133,368.698,206.207,329.931,0.0,1763.566,28.126,23.368,16.528,7.265,-6.9289999999999985,2.978,3.7,3.91,8.675,15.344,5.059,9.245,9.027,3.573,0.8809999999999999,975.7,28.4,10.76545,3.9,56.0,43.0,-3.233247,-2.180853,0.0,976.404,26.61033855751009,61.483164539462784,3.0274736289917654
2018-08-29 03:00:00,29.539,10.191206,38.045,2.393,33.678000000000004,-1.2737633,-2.0258272,795.105,372.941,173.885,311.621,0.0,1763.293,28.856,24.116,17.099,7.5070000000000014,-6.778,2.35,3.446,4.33,9.489,14.861,0.01,9.392,9.332,3.362,1.114,975.3,29.0,10.63092,3.9,20.0,41.0,-1.333878,-3.664801,0.0,974.5,27.11722499201983,60.53796547312416,3.2046886670287424
2018-08-29 04:00:00,30.104,10.1629095,36.733,2.673,41.361,-1.7001235,-2.0626462,669.5989999999998,377.146,123.144,277.117,0.0,2013.844,29.447,24.766,17.738,7.207999999999998,-6.546,2.428,3.594,4.053,9.985,14.720999999999998,2.077,9.279,9.165,3.447,1.465,975.1,29.7,10.80714,2.5,42.0,40.0,-1.672826,-1.857862,0.0,974.979,27.252625930810304,60.370939545056935,3.2699354869135497
2018-08-29 05:00:00,30.119,10.2389,36.882,2.17,52.467,-1.6648042,-1.391879,499.196,380.13,61.845,219.414,0.0,2049.778,29.623,25.042,18.011,6.96,-6.322,3.573,2.779,3.192,10.548,15.916,2.066,9.358,9.339,3.659,1.844,974.8,29.4,10.88081,2.4,53.0,41.0,-1.916725,-1.444356,0.0,975.038,26.909158209824827,61.299182907762,3.1641038095203573
2018-08-29 06:00:00,29.764,10.641076,39.234,2.117,65.461,-1.8779837,-0.9771728,300.204,381.881,6.3439999999999985,139.846,0.0,1400.655,29.516,25.067,18.11,7.02,-6.9529999999999985,4.434,2.915,2.8310000000000004,10.442,15.342,2.099,9.481,9.524,3.551,1.998,974.8,29.2,10.77547,2.2,69.0,41.0,-2.053877,-0.7884095999999999,0.0,975.257,26.07280128164277,63.53963966511334,2.8905414507894727
2018-08-29 07:00:00,26.906,13.662765,59.652,1.042,100.272,-1.0367523,0.10444499,96.393,380.036,-7.1629999999999985,26.929,0.0,68.291,28.733,24.913,18.242,7.671,-6.773,6.058,2.42,4.079,10.228,14.384,0.01,9.562,9.655,2.967,2.03,974.8,28.4,11.2749,1.0,61.0,45.0,-0.8746197,-0.4848097,0.0,974.616,24.909730232992306,66.79195748491523,2.519485190066442
2018-08-29 08:00:00,22.77,10.923852,61.174,0.585,229.486,0.36928582,0.4537102,0.0,374.876,-14.915,1.382,0.0,63.94300000000001,26.676,24.784,18.315,6.867000000000001,-6.9620000000000015,2.373,2.74,3.62,9.323,15.22,5.787000000000001,9.465,9.648,3.455,2.012,975.3,25.4,11.71309,0.7,108.0,56.0,-0.6657396,0.2163119,0.0,975.364,23.691165587098865,70.34842658205973,2.148425950305441
2018-08-29 09:00:00,22.16,10.352004,60.32899999999999,0.387,244.945,0.31271303,0.22799025,0.0,372.148,-14.814,1.4280000000000002,0.0,62.51600000000001,25.975,24.108,18.072,6.032,-6.643,1.331,1.787,3.94,8.86,15.172,8.049,9.687,9.562,4.212,1.893,976.2,22.0,12.08359,0.9,309.0,71.0,0.6994316999999999,-0.566388,0.0,976.459,22.6236608524144,73.5987062156064,1.8502446841533668
