Time,t2m_M,q2m_M,rh2m_M,w10m_M,d10m_M,u10m_M,v10m_M,SWD_M,GLW_M,HFX_M,LH_M,RAIN_M,PBLH_M,TC975_M,TC925_M,TC850_M,TC700_M,TC500_M,wspd975_M,wspd925_M,wspd850_M,wspd700_M,wspd500_M,Q975_M,Q925_M,Q850_M,Q700_M,Q500_M,psur_obs,t2m_obs,q2m_obs,w10m_obs,d10m_obs,rh2m_obs,u10m_obs,v10m_obs,RAIN_obs,psfc_M,t2m_prophet,rh2m_prophet,w10m_prophet
2018-08-29 00:00:00,34.263000000000005,13.593503,39.848,2.41,8.443999999999999,-0.33804888,-2.3861732000000004,0.0,0.0,0.0,0.0,0.0,0.0,25.625,21.344,16.132,8.186,-6.41,3.833,6.242000000000001,9.339,10.321,18.035,9.608,8.91,6.7120000000000015,3.4360000000000004,1.864,1005.8,29.1,9.101344,5.3,39.0,36.0,-3.3353980000000005,-4.118874,0.0,1004.792,27.13192182933413,59.52519459871189,1.926446531995152
2018-08-29 01:00:00,29.688,9.379158,35.731,2.5610000000000004,14.249,-0.60249406,-2.489121,880.1469999999998,370.1880000000001,175.292,113.419,0.0,1297.128,26.124,21.735,17.124000000000002,8.349,-6.6389999999999985,5.545,5.935,8.786,10.409,17.285,8.952,8.672,5.669,2.967,1.872,1005.3,30.1,9.91652,3.4,51.0,37.0,-2.642296,-2.1396900000000003,0.0,1004.56,28.03374027076816,56.982156881386004,2.048462182350939
2018-08-29 02:00:00,30.323,9.251986,33.945,2.37,19.278,-0.7484466999999999,-2.2487166000000003,874.472,370.781,198.91,113.904,0.0,1309.832,26.733,22.265,17.82,8.517999999999999,-6.002999999999999,5.062,5.278,8.693999999999999,10.752,18.29,8.878,8.715,5.19,2.766,2.026,1004.8,31.0,9.921494,3.7,53.0,35.0,-2.954952,-2.226716,0.0,1004.075,28.77482900318093,55.21626528731736,2.156049871635856
2018-08-29 03:00:00,30.726,9.328844,33.433,2.144,24.437,-0.8492735,-1.9686215,804.73,374.865,193.566,106.594,0.0,1546.254,27.313,22.835,16.961,8.682,-5.825,4.516,4.782,6.921,10.098,18.318,9.01,8.894,7.609,2.597,1.886,1004.3,31.4,9.575691,1.6,18.0,33.0,-0.4944272,-1.52169,0.0,1002.582,29.35923638011611,53.9200832017887,2.2593810888326877
2018-08-29 04:00:00,31.386,9.392779,32.425,2.035,26.539,-0.8710498,-1.8391566000000004,679.033,380.397,166.975,93.597,0.0,1580.167,28.011,23.487,17.018,8.513,-5.816,4.347,4.671,6.716,9.89,17.258,9.098,9.031,8.408999999999999,2.904,1.755,1003.9,32.0,9.898086,2.1,23.0,33.0,-0.8205353000000001,-1.93306,0.0,1002.982,29.66916085769103,53.27017738280672,2.3128136694521864
2018-08-29 05:00:00,31.753,9.404489,31.754,1.7080000000000002,37.798,-1.0062132,-1.3801445,508.492,385.261,122.421,73.507,0.0,1579.131,28.567,24.048,17.535999999999998,8.325,-5.852,3.641,3.99,6.1,8.657,16.338,9.128,9.075,8.705,3.254,1.5930000000000002,1003.8,31.7,10.32722,3.4,76.0,35.0,-3.299006,-0.8225345,0.0,1002.854,29.55332961135921,53.727178327369,2.24841449043371
2018-08-29 06:00:00,31.95,9.312478,31.109,1.891,48.13,-1.3593716999999998,-1.3145301,308.134,388.991,77.35600000000002,51.18600000000001,0.0,1574.56,28.939,24.437,17.933,8.294,-5.3679999999999986,4.045,4.138,5.746,7.107,16.188,9.06,9.012,8.862,3.81,1.39,1003.7,31.3,9.803509,2.9,62.0,34.0,-2.560548,-1.361468,0.0,1002.629,28.97289607930428,55.52322888727878,2.04167318857624
2018-08-29 07:00:00,31.192,9.941496,34.625,1.829,93.836,-1.828957,-0.0125524625,101.789,391.211,33.431999999999995,23.083,0.0,1019.331,28.557,24.261,18.51,8.799,-5.362,3.613,2.938,6.678,5.115,15.128,9.661,9.388,8.897,3.876,1.3430000000000002,1004.3,30.3,11.15522,1.8,120.0,41.0,-1.558846,0.8999997,0.0,1002.27,28.065170446035484,58.34637252095334,1.7478465385830355
2018-08-29 08:00:00,29.496,10.6756315,41.161,1.476,114.328,-1.3941095,0.48480374,0.0,390.165,14.882,1.509,0.0,372.408,27.654,24.164,18.695,8.406,-4.894,4.147,2.909,6.94,4.78,15.089,10.338,9.532,8.859,4.336,1.477,1004.8,28.7,11.36687,1.9,144.0,46.0,-1.116792,1.537132,0.0,1002.791,27.065646609919,61.51117932323986,1.472035742759761
2018-08-29 09:00:00,28.664,10.817831,43.746,1.175,144.371,-0.78829646,0.8713286,0.0,390.379,8.908999999999997,1.305,0.0,216.325,27.368,23.776,18.057,7.995,-4.6080000000000005,4.629,2.619,5.957000000000002,5.093,15.156,10.412,9.738,9.085,4.8210000000000015,1.5490000000000002,1005.5,27.9,11.54265,0.7,134.0,49.0,-0.503538,0.4862608,0.0,1003.657,26.160818828152447,64.43022615713285,1.2965697606427955
