Time,t2m_M,q2m_M,rh2m_M,w10m_M,d10m_M,u10m_M,v10m_M,SWD_M,GLW_M,HFX_M,LH_M,RAIN_M,PBLH_M,TC975_M,TC925_M,TC850_M,TC700_M,TC500_M,wspd975_M,wspd925_M,wspd850_M,wspd700_M,wspd500_M,Q975_M,Q925_M,Q850_M,Q700_M,Q500_M,psur_obs,t2m_obs,q2m_obs,w10m_obs,d10m_obs,rh2m_obs,u10m_obs,v10m_obs,RAIN_obs,psfc_M,t2m_prophet,rh2m_prophet,w10m_prophet
2018-08-29 00:00:00,33.014,13.69578,42.928,2.65,17.035999999999998,-0.74235415,-2.5438967,0.0,0.0,0.0,0.0,0.0,0.0,25.635,20.866,15.466,6.987,-6.6720000000000015,3.676,5.312,9.113,8.408,16.688,9.963,9.253,7.011,3.82,0.877,1001.4,28.6,11.85302,2.1,28.0,48.0,-0.9858902,-1.85419,0.0,1000.528,26.09859444365457,68.30715884854416,1.4705556375029136
2018-08-29 01:00:00,29.445,9.866813,37.95,2.458,23.833,-0.9508852,-2.2666233,874.154,372.434,161.164,239.762,0.0,1540.809,26.507,22.037,15.386,7.2810000000000015,-7.0939999999999985,3.47,4.072,6.283,8.494,15.541,9.237,9.14,8.663,3.318,0.885,1000.7,29.7,11.59843,2.3,28.0,44.0,-1.079785,-2.03078,0.0,1000.217,27.139307890309443,65.13106478078703,1.5601644346010866
2018-08-29 02:00:00,30.426,9.730475,35.399,2.77,26.074,-1.1662182,-2.5125356,865.33,376.334,173.259,244.453,0.0,1749.431,27.457,22.999,16.289,7.6320000000000014,-6.976,3.879,4.306,5.871,8.818999999999997,15.183,9.096,8.978,8.536,3.2110000000000003,1.475,1000.4,30.4,11.52774,2.4,87.0,42.0,-2.3967110000000003,-0.1256066,0.0,999.81,27.927731302883128,63.26352347295369,1.651946888213057
2018-08-29 03:00:00,31.028,9.622133,33.713,2.484,24.621,-0.99094284,-2.2777815,795.88,380.041,157.13,230.04,0.0,1777.646,28.257,23.762,16.879,7.681,-6.605,3.417,3.771,5.058,9.555,15.305,9.017,8.931000000000003,8.711,3.188,1.844,999.9,31.0,11.09687,2.8,25.0,39.0,-1.183331,-2.537662,0.0,998.048,28.552992925826487,61.89346328233634,1.7284130802182647
2018-08-29 04:00:00,31.583,9.620292,32.637,2.08,35.044000000000004,-1.1469556,-1.7351924,670.547,384.184,122.428,199.974,0.0,1941.44,28.872,24.373,17.441,7.542000000000002,-6.581,2.8480000000000003,3.233,4.635,10.069,16.055999999999994,9.031,8.951,8.765,3.25,2.022,999.5,31.2,11.50123,2.9,48.0,40.0,-2.15512,-1.940479,0.0,998.564,28.867669825209,61.13540265477413,1.7373635787880533
2018-08-29 05:00:00,31.888,9.72004,32.369,2.294,45.56100000000001,-1.5793046,-1.6638006999999997,500.921,387.282,79.575,158.475,0.0,1888.883,29.294,24.81,17.873,7.633999999999999,-6.675,3.133,3.43,4.809,10.143,16.865,9.116,9.058,8.984,3.15,2.158,999.4,31.6,11.50239,2.4,50.0,39.0,-1.838507,-1.54269,0.0,998.406,28.601477689082266,61.871418067386806,1.6329219046125223
2018-08-29 06:00:00,31.809,10.055261,33.708,2.219,62.813,-1.9213618,-1.1101038,301.336,391.298,32.189,102.413,0.0,1558.682,29.428,24.956,18.152,7.686,-6.836,3.167,3.412,5.544,9.214,17.016,9.416,9.358,9.307,3.88,2.131,999.3,31.2,10.92588,2.1,61.0,38.0,-1.836701,-1.0181,0.0,998.548,27.627460056681784,64.78698579856051,1.4222420673746878
2018-08-29 07:00:00,30.422,11.098056,40.245,2.27,93.826,-2.2699437,-0.015957352,97.21,393.68,-0.7240000000000001,35.383,0.0,649.057,29.294,24.867,18.318,7.815,-6.105,4.048,3.498,5.341,8.274,17.041,9.643,9.513,9.447,4.51,1.969,999.6,29.1,12.73655,0.9,120.0,50.0,-0.7794229,0.4499999,0.0,998.002,26.128161734482013,69.55435027705771,1.1732298219567636
2018-08-29 08:00:00,26.647,10.344434,46.901,1.896,112.959,-1.8045492,0.58173746,0.0,389.898,-4.507,1.555,0.0,75.484,29.052,24.894,18.113,6.937,-5.625,4.662,4.046,3.085,8.179,17.47,9.409,9.136,9.5,5.355,1.811,1000.1,27.3,12.56947,1.4,196.0,55.0,0.3858922,1.345766,0.0,998.71,24.50708196968409,74.92700063174824,0.9722581266681596
2018-08-29 09:00:00,26.5,11.097504,50.883,2.753,170.218,-0.8257254,2.6262496,0.0,386.877,-12.041,2.138,0.0,107.989,27.625,23.715,17.593,7.022,-5.884,6.847,3.645,2.594,9.012,16.063,10.415,10.278,9.525,5.084,1.83,1000.9,24.9,13.63552,2.753,170.218,69.0,-0.8257254,2.6262496,0.0,999.839,23.128311803173023,79.61720055807879,0.8663953188852447
