Time,t2m_M,q2m_M,rh2m_M,w10m_M,d10m_M,u10m_M,v10m_M,SWD_M,GLW_M,HFX_M,LH_M,RAIN_M,PBLH_M,TC975_M,TC925_M,TC850_M,TC700_M,TC500_M,wspd975_M,wspd925_M,wspd850_M,wspd700_M,wspd500_M,Q975_M,Q925_M,Q850_M,Q700_M,Q500_M,psur_obs,t2m_obs,q2m_obs,w10m_obs,d10m_obs,rh2m_obs,u10m_obs,v10m_obs,RAIN_obs,psfc_M,t2m_prophet,rh2m_prophet,w10m_prophet
2018-08-29 00:00:00,31.416,14.001992,48.284,2.4090000000000003,346.167,1.1838646000000002,-2.0980337,0.0,0.0,0.0,0.0,0.0,0.0,25.673,21.033,15.496,7.412000000000001,-6.372000000000001,3.091,4.323,4.5139999999999985,10.006,17.627,10.677,9.937,7.957999999999998,3.765,1.074,1005.3,28.7,10.89534,3.8,345.0,44.0,0.9835151,-3.670517,0.0,1003.649,26.17461076933959,69.51718524522175,1.6367758587221242
2018-08-29 01:00:00,29.733,11.00942,41.9,0.853,50.203,-0.6333078000000001,-0.57142824,871.8989999999999,382.557,143.64600000000004,343.149,0.0,1762.9720000000002,26.559,22.096,15.379,7.284,-6.62,1.178,1.544,3.008,9.814,16.389,10.178,10.153,9.852,3.616,0.944,1005.1,29.6,11.21826,3.8,339.0,43.0,1.361799,-3.547606,0.0,1003.472,27.12540642272809,66.39117117031685,1.8560633797321648
2018-08-29 02:00:00,30.316,11.037954,40.489,1.473,84.89399999999998,-1.4551367,-0.22870634,862.539,385.115,142.39700000000005,349.207,0.0,1791.092,27.139,22.689,15.794,8.187000000000001,-6.517,1.84,1.791,2.78,10.112,15.647,10.123,10.117,10.141,2.882,1.635,1004.6,30.6,11.0446,1.6,337.0,40.0,0.6251704,-1.472808,0.0,1003.014,27.801746832573233,64.520270918082,1.993443691379593
2018-08-29 03:00:00,30.667,11.273458,40.422,1.01,113.452,-0.95870537,0.31777972,791.893,389.281,123.386,325.386,0.0,2023.235,27.701,23.257,16.416,8.529,-6.457000000000002,1.108,0.8759999999999999,2.516,11.062,14.876,10.36,10.32,10.156,2.8310000000000004,1.951,1004.2,31.2,10.87222,2.3,319.0,38.0,1.508936,-1.735832,0.0,1001.3,28.35346073923337,63.11522925117471,2.040026171582296
2018-08-29 04:00:00,31.126,11.235419,39.267,0.976,146.441,-0.6294350000000001,0.7459140000000001,665.585,392.891,87.806,283.017,0.0,2078.1710000000007,28.194000000000006,23.764,16.878,8.12,-6.27,0.903,0.32,2.241,12.211,15.377,10.272,10.179,10.007,3.027,2.064,1003.9,31.7,11.48728,1.1,3.0,39.0,-0.057569556,-1.098493,0.0,1002.038,28.682224481172103,62.26960484787273,1.981979046173475
2018-08-29 05:00:00,31.415,11.082986,38.174,1.493,135.207,-1.1584209,0.9418653,496.476,392.981,43.707,222.974,0.0,2040.309,28.642,24.246,17.389,7.991,-6.2970000000000015,1.446,0.76,2.7710000000000004,11.882,16.045,10.028,9.862,9.603,3.031,2.187,1003.9,31.3,11.82332,3.0,156.0,41.0,-1.22021,2.740636,0.0,1002.107,28.523387278103858,62.836721498543604,1.8120747638101635
2018-08-29 06:00:00,31.161,11.891519,41.497,1.736,133.72799999999998,-1.3735485,1.061631,297.683,392.741,6.33,134.306,0.0,1082.693,28.677,24.32,17.622,8.347999999999999,-6.325,2.018,1.119,3.5410000000000004,11.175999999999998,15.491,10.186,9.965,9.515,2.72,2.313,1004.1,31.0,11.89677,3.3,117.0,42.0,-2.940322,1.498168,0.0,1002.057,27.711842360734853,65.49762390311884,1.5563291807699902
2018-08-29 07:00:00,28.72,14.255834,57.352,1.41,138.343,-1.0460569,0.94544435,93.66,392.4,-5.843,32.175,0.0,161.781,28.557,24.272,17.55,8.325,-5.926,3.144,2.402,2.972,10.96,15.470999999999998,10.377,10.094,9.774,2.843,2.063,1004.4,30.0,12.2787,1.9,151.0,46.0,-0.9211385,1.661777,0.0,1001.61,26.37536781308145,69.94792981954413,1.2827466189860792
2018-08-29 08:00:00,25.519,12.085775,58.94600000000001,1.712,141.06,-1.2168386999999998,1.2042624,0.0,390.781,-10.574000000000002,3.4730000000000003,0.0,50.556,27.568,23.494,17.003,8.343,-5.595,4.76,3.661,4.231,10.5,16.278,10.943,10.744000000000002,10.402,3.032,1.921,1004.8,28.2,12.71037,1.3,114.0,53.0,-1.187609,0.5287575,0.0,1002.327,24.877472346565504,74.97286016033081,1.0725006123024194
2018-08-29 09:00:00,24.597,11.714737,60.36600000000001,1.295,63.554,-1.1292146,-0.63395524,0.0,385.59,-10.412,3.204,0.0,64.392,26.881,23.252,17.266,7.7810000000000015,-5.796,2.767,3.981,3.918,8.98,15.434,10.849,10.365,9.905,3.821,1.853,1005.6,24.3,14.44958,1.2,40.0,76.0,-0.7713451,-0.9192534,0.0,1003.329,23.57147425750655,79.3074095378077,0.9709976383344668
