FORE_data,t2m_lgb_q,rh2m_lgb_q,w10m_lgb_q
90001_00,15.1,50.0,1.1
90001_01,16.7,45.0,0.6
90001_02,17.5,41.0,2.1
90001_03,17.9,40.0,1.4
90001_04,18.33403110093378,39.990664614281066,1.8319878228143283
90001_05,17.78106583791143,42.09125220450148,1.8407047218142332
90001_06,15.616757147671898,51.54741855197175,1.2935418696028669
90001_07,12.88640506745374,63.66137630156813,1.133557365009462
90001_08,11.925698413553418,68.99793757078162,1.1724457034131481
90001_09,10.598296424548034,71.88755066226939,1.19223180791898
90001_10,9.955282667012343,75.71966398665435,1.35148550029467
90001_11,9.50109134699748,78.1430929769162,1.48964216183687
90001_12,9.195722180811247,79.89078778581592,1.534841971934861
90001_13,9.040132606177126,80.85604344821651,1.6073739933311717
90001_14,9.033402717156422,81.59131792347368,1.5882011664106939
90001_15,9.236605422166882,83.59610402173837,1.5610781519594132
90001_16,9.220067401157326,84.4705092411831,1.5422740287774261
90001_17,9.223577343759715,86.0124266598865,1.5422740287774261
90001_18,9.118802264826448,87.2388529927177,1.5834471192581199
90001_19,9.240160471785783,87.62788353102637,1.5992575544334962
90001_20,10.158537304806,87.43687984036622,1.5301536105930384
90001_21,10.643268964253885,85.74946385710012,1.3798623399260908
90001_22,11.13147537222337,82.74988762550093,1.3422187243485777
90001_23,11.331260717373146,77.74341522809162,1.390270968898267
90001_24,11.423711654051418,74.75153183074814,1.3071147591067935
90001_25,11.464305615625088,76.10411280025558,1.21185482081326
90001_26,11.116703243764958,76.65373050626077,1.1465087685539443
90001_27,10.760679144024683,79.26151094830043,1.1678249466674935
90001_28,10.255991851204923,81.31765434300439,1.1854927586800577
90001_29,9.402286533611544,84.3938684144266,1.1422851304884756
90001_30,8.708102952270437,86.44899708382333,1.1323106519728938
90001_31,8.157920274194977,88.79057767670386,1.0676513900739333
90001_32,7.950528445438714,90.58687631858825,0.9508562637907881
90001_33,7.602789305132854,91.96024664846662,0.9899343196564772
90001_34,7.341880818028036,92.04349710394841,0.9214995105468243
90001_35,7.267995168423122,91.56381624366131,0.922223546312877
90001_36,7.38399105355604,91.81314932350966,0.934391572644663
90002_00,12.7,59.0,1.2
90002_01,14.0,56.0,2.0
90002_02,15.7,50.0,1.8
90002_03,16.3,47.0,2.4
90002_04,17.09714106433,45.913994532749776,2.4476825640875544
90002_05,17.30719228910642,47.93760488002312,2.0658297517415325
90002_06,15.34197451075228,56.59736660203773,1.4032416803519867
90002_07,13.507155468902198,67.34393097422053,1.217915478229181
90002_08,11.64724885038707,74.70583227217843,1.138459898758366
90002_09,10.35299927359683,79.7041807586736,1.127255043719426
90002_10,9.530025637503048,81.92105151795096,1.108453849353144
90002_11,8.64537455076616,84.45548451785132,1.1251230605143197
90002_12,8.21752933950294,84.69743371784462,1.1208422551428545
90002_13,7.991849416804049,86.54850889497841,1.1251230605143197
90002_14,8.08734444106947,88.31022244775879,1.0968677419073667
90002_15,8.37731130834845,89.14179731290544,1.1044426034302144
90002_16,8.28764990105564,89.40518518598643,1.1044426034302144
90002_17,8.32800258659626,89.68728715051105,1.0989318060222637
90002_18,8.327540538409696,89.70602036238674,1.0763718337230863
90002_19,8.383728526432085,89.43370939282089,1.049233200423305
90002_20,9.013254289854768,88.57480221658447,1.1461253301591574
90002_21,9.557225023870453,87.9142200451666,1.1256066486464997
90002_22,10.391443089435581,85.95739255134652,1.3263967778858847
90002_23,10.867034049957327,83.78530232990248,1.42861414639222
90002_24,11.088428462173674,80.72386182205065,1.6337726064384828
90002_25,11.016805325272987,80.66339488647588,1.7190147127188664
90002_26,10.708526778500776,82.5814998565865,1.7598910729065897
90002_27,10.499185057186098,83.92789332128157,1.719196192957489
90002_28,10.464815010214933,84.04874621915849,1.6784914042679517
90002_29,9.954230574993657,85.27737581055885,1.7575830266901897
90002_30,9.46807939802808,85.82804661650918,1.7199096852106692
90002_31,8.810744591964413,86.94277574697583,1.7495790877811028
90002_32,8.099553990961208,88.39557048156213,1.7596855426184153
90002_33,7.693768171601223,89.69684785083032,1.7761047353625334
90002_34,7.332208279915357,90.01190374747308,1.776091066857593
90002_35,6.974148179690822,89.77066270667571,1.6574908637340975
90002_36,6.869878312480991,89.68438182630746,1.5039744965290536
90003_00,12.7,52.0,1.1
90003_01,15.3,45.0,3.8
90003_02,16.5,39.0,4.9
90003_03,16.7,37.0,6.4
90003_04,16.47370841024027,40.04819517692917,5.853838106771741
90003_05,15.254757792452066,43.887087392481654,5.298247083794717
90003_06,13.673702163662911,50.24814977888685,4.4553894725064955
90003_07,12.422086430436456,55.734918779153915,3.432934290724924
90003_08,11.284273530161222,60.92929659000797,2.5224124280689084
90003_09,10.232609509882169,65.721780793479,1.6002906142117093
90003_10,9.192378375057551,69.52692245326178,1.3548926197311704
90003_11,8.972775558679897,72.44601910841324,1.2331161931822123
90003_12,8.496784335019155,75.77730531792137,1.0643161913770383
90003_13,8.057674879857032,78.1865999037833,1.010774432976843
90003_14,7.730633463885109,81.20799741079406,1.0822124903800674
90003_15,7.273042703440048,82.42880079658298,1.2822337793402228
90003_16,6.984257237975788,82.82329474872168,1.442279620071866
90003_17,6.957058874260992,84.15841950537882,1.8287166897698828
90003_18,7.00996698175902,85.38197794577955,1.7433593944673895
90003_19,7.044920570012558,86.7332950038652,1.9150239883165079
90003_20,7.501122323370226,87.17225895979432,2.261280925651921
90003_21,7.653132632527914,87.53301566824005,2.557246798723765
90003_22,7.781385611621969,87.47196839179011,2.5975942141784927
90003_23,7.50020365803769,86.91910728958216,2.729802710529092
