FORE_data,t2m_lgb_q,rh2m_lgb_q,w10m_lgb_q
90001_00,13.6,44.0,0.9
90001_01,15.4,39.0,1.1
90001_02,16.4,38.0,1.4
90001_03,17.3,38.0,1.7
90001_04,17.748213744847224,38.733500510126376,1.9015793975477433
90001_05,17.379279796850888,43.102770396374595,1.8032212181036271
90001_06,14.922421262785239,55.77099470856504,1.2586027165693998
90001_07,12.504753897879244,65.5398856950579,1.1587599685399035
90001_08,10.599876823421017,69.29280678173889,1.1824622592071097
90001_09,9.410069037197845,71.93649135067035,1.1993370819599762
90001_10,8.469028034780374,75.45337638581437,1.2905893914079405
90001_11,7.842106499114588,76.47236157333155,1.4772603456721685
90001_12,7.416708060430805,77.72775839362117,1.5204826188278473
90001_13,7.486669823406114,79.80412593088238,1.711308386537723
90001_14,7.416939362559787,81.43772254298966,1.7521125937279272
90001_15,7.27519460904745,81.58738485275731,1.6847026773424085
90001_16,7.138450250406372,83.9305343127444,1.6512142164522141
90001_17,6.6037716202798125,85.52004515037507,1.5630024490472954
90001_18,6.207933074085588,87.79047793384723,1.535119059286845
90001_19,5.952629167229277,89.34353224879291,1.4706089554796569
90001_20,6.372727141004575,89.3905867219537,1.3020122071359947
90001_21,8.33396130536833,83.1163035017263,1.2296104551639881
90001_22,11.073921079555486,71.71663724885823,1.3495685731339115
90001_23,13.518013356365662,58.56051919543911,1.659868270725632
90001_24,14.973695653743858,52.278208895351135,1.9059982628021386
90001_25,15.732921224791367,48.56458355299076,1.907224367202419
90001_26,16.72946522401704,46.58434493584351,2.0244789368926877
90001_27,17.153044075646193,44.85430540601799,2.1793785910002037
90001_28,17.648026522816362,43.9433954845963,2.228355509921916
90001_29,17.181611359558985,45.995660663619226,2.028632353643982
90001_30,14.957968826376423,55.00245172101368,1.3637110746494756
90001_31,12.593656394203448,66.69389253743793,1.1694558947397111
90001_32,11.3932853986859,71.91816401899746,1.195935330658227
90001_33,10.44611837850118,76.11682635143191,1.2061135437337602
90001_34,9.951267978008945,78.64107112741128,1.3312027504922628
90001_35,9.589309798533346,81.34110434401867,1.4742609816540984
90001_36,9.245090784666736,81.89326433086983,1.5551247217372681
90002_00,11.9,53.0,1.5
90002_01,13.3,48.0,1.7
90002_02,14.3,46.0,0.7
90002_03,15.5,46.0,1.5
90002_04,16.59828348350714,43.604909803648454,1.6758636166472491
90002_05,16.56944678673748,46.61068738934298,1.4948644252978043
90002_06,14.821858823932908,55.840671034391214,1.114730235843994
90002_07,12.838792527347197,65.11659744763003,1.105976418418387
90002_08,11.094504206728747,71.05084596211907,1.1192229482249745
90002_09,9.954512346819127,76.28297157267045,1.106932254416491
90002_10,9.19971756072912,79.1792574819283,1.108453849353144
90002_11,8.411778697350773,80.77662644624132,1.1251230605143197
90002_12,7.85646076659033,83.52479175349487,1.1251230605143197
90002_13,7.672404961999266,84.98536913593139,1.1240197751088423
90002_14,7.695363682272279,86.44611173073294,1.1000452618733545
90002_15,7.470002999073041,86.7957638106301,1.0962957132146336
90002_16,7.266086284605385,88.01664454481605,1.1076201233962022
90002_17,6.990832396418337,88.30708686621877,1.097398998620111
90002_18,6.8807355969721815,89.45282465305027,1.0967044814399247
90002_19,6.657524126327568,89.46708024945004,1.089409967614603
90002_20,6.986238872158317,89.17163356292329,1.124964429074092
90002_21,7.8629092419614155,85.55900742296822,1.2533584019130821
90002_22,9.727850628661432,78.82416880493587,1.283233572683153
90002_23,11.02523645530935,72.8595209486982,1.2979334667571776
90002_24,12.21954845502068,66.78115394296209,1.3259323163303538
90002_25,13.212124472860062,63.29645391431385,1.390670588628439
90002_26,14.445832988205112,57.62517920737379,1.5835100953295318
90002_27,15.928804918388646,54.7097091917981,1.6631699494082592
90002_28,16.986235655169164,52.43553615293536,2.0142437439629384
90002_29,17.055152884137236,53.3834691477988,1.8299212372918723
90002_30,15.19748896822313,61.712667558223075,1.3004738121312265
90002_31,13.54078072528926,72.37467588801984,1.1349666885911465
90002_32,11.927909772308864,79.21931282199027,1.0774393069413628
90002_33,10.6554803641406,82.36113714293731,1.1106522798466283
90002_34,10.03908910194185,84.60141718286415,1.108453849353144
90002_35,9.25445226244823,86.63312943056864,1.1251230605143197
90002_36,8.804432357943769,87.49359451338069,1.1131041331525648
90003_00,10.5,37.0,1.2
90003_01,13.1,35.0,2.2
90003_02,13.9,38.0,2.7
90003_03,15.4,38.0,2.7
90003_04,15.760363907301958,39.97519989605402,3.698353166917329
90003_05,14.78325353110774,42.86631799585265,4.009787881855943
90003_06,13.384830333625334,48.410554863204865,3.5651783954176786
90003_07,12.275958501036133,53.83050278250692,2.8904381073137415
90003_08,11.079035122276563,58.68262607143625,2.128197051413963
90003_09,10.316089096727605,62.92822583832544,1.484501705525246
90003_10,9.185866916855561,67.12021826590193,1.3155410459150323
90003_11,8.939531567785297,71.26527261270772,1.4040875701783964
90003_12,8.478774543960823,74.50963916414054,1.4329566715063686
90003_13,7.96098283234182,77.51267559575487,1.4159221151666765
90003_14,7.405243597777363,80.50436863684759,1.340490143198786
90003_15,6.92525338883203,82.51307999729411,1.3177145075050614
90003_16,6.195075125595114,84.46555459784432,1.2487435082155842
90003_17,5.443548952709726,86.10665085981071,1.3620973912415746
90003_18,4.607693940714007,87.31848950290569,1.3496751758577707
90003_19,3.9957825779450618,88.85108716926482,1.3016226188804518
90003_20,3.7697282955562903,88.13801799688217,1.351450306462995
90003_21,4.907840184624191,83.48582017076109,1.5789800781863184
90003_22,7.995937038309721,74.92994527032621,1.7780475684699262
90003_23,10.856043190150702,63.662392514250406,2.0597239849110416
90003_24,13.293827285209002,52.15589176373873,2.3687798371206976
90003_25,14.67101447233096,45.504377279372775,3.3717179242070947
90003_26,15.21278083867833,43.51437913727664,4.449516891443671
90003_27,15.546645549538045,42.882936304173974,5.180603345339008
90003_28,15.585325132040166,44.594941704542144,5.682914731074909
90003_29,14.556178699582683,47.574613295035036,5.257763280263684
90003_30,13.37506690925219,52.515212517776575,4.376441180177838
90003_31,12.459636092520272,56.948069575503965,3.344503732835978
90003_32,11.365676829849157,60.506045949303825,2.3558704353323283
90003_33,10.453409295903615,65.66999213729822,1.5292887874925152
90003_34,9.510149932057388,69.3018217565687,1.3460230126172088
90003_35,8.972775558679897,72.44601910841324,1.2492130072247671
90003_36,8.507252234286327,75.11543282883497,1.080413005419593
90004_00,11.7,50.0,0.55
90004_01,13.3,46.0,0.7
90004_02,14.7,43.0,3.1495
90004_03,15.8,42.0,2.02475
90004_04,16.171750264882142,41.76644214898799,1.9755010031866609
90004_05,15.802760950595307,43.95776650010957,1.6752625489503068
90004_06,12.781980880535714,56.94354081881675,1.1492277629280108
90004_07,10.187282466069043,67.55648872016117,0.8606430638076906
90004_08,8.421628325566774,75.66081669176904,0.9030852248396809
90004_09,7.04685692502451,81.14824685139658,0.9228414641223884
90004_10,6.2726786400515815,84.1688819496695,0.9296183603029016
90004_11,5.503726134949922,86.15749906183775,0.9170113732785607
90004_12,5.2587820893492205,87.84445577829335,0.856344521721929
90004_13,5.13448223902295,89.31007960025367,0.8288574898676462
90004_14,4.937806335572097,89.97115325915422,0.797136698234908
90004_15,4.834734700052413,90.65398184831865,0.7741334182228402
90004_16,4.625222096115972,91.73602917437985,0.7574319916299035
90004_17,4.461612416081073,92.51241302054031,0.7552873261145713
90004_18,4.653348441714681,93.13110086233986,0.8143366442986921
90004_19,4.710357475749632,93.17601905610594,0.8668054148276335
90004_20,5.419377374009201,93.27601101058673,0.9214265447420552
90004_21,6.987727822582652,90.88570868949172,0.8959046264746647
90004_22,9.17162964325389,82.19103719518529,0.9366474381642056
90004_23,12.040719457863261,70.34547819776003,1.0275769264816712
90004_24,14.157967897669044,58.71221606160848,1.1145176850859029
90004_25,15.526239432431193,50.93897338074291,1.2318762303962445
90004_26,16.314838052606266,47.57280571030502,1.4800184975958481
90004_27,17.006840249918152,46.62357408999875,1.7650725511200023
90004_28,17.254608191139972,47.23644791388255,1.7432379039148027
90004_29,16.549080663731225,48.822240357282276,1.5207186709061267
90004_30,13.833575918229167,62.32735149063956,1.1317874040227531
90004_31,11.35469895380254,71.84591569114266,0.8408858977044354
90004_32,9.78595406326407,80.67132234178594,0.7795064177344208
90004_33,8.978943239796877,86.15853686280778,0.8631732892453494
90004_34,8.4360255414237,88.0818151179362,0.9046937675515124
90004_35,8.16187074575456,89.35053514308032,0.9162678481659442
90004_36,8.063479243141789,89.9839973292907,0.9485240984726656
90005_00,12.4,44.0,0.9
90005_01,13.3,42.0,1.3
90005_02,13.9,44.0,1.7
90005_03,14.6,43.0,2.3
90005_04,15.069162490150314,41.822622198624146,1.8484490542666547
90005_05,14.697241386646647,43.93282305497981,1.6226039952122604
90005_06,13.515669481666576,49.340591293979486,1.2791549661746087
90005_07,11.976918117411488,54.49366607638707,1.1337497167785542
90005_08,10.470063698041779,58.83002688671586,1.0721439506298982
90005_09,9.32012955978226,63.740248196308755,1.0887836239018285
90005_10,8.62556715545093,66.08662009562755,1.0939849229647545
90005_11,8.142163203663827,69.17640427257672,1.0850706442773708
90005_12,7.5525345041797065,71.43654013630753,1.0850706442773708
90005_13,7.252998664245789,72.48376194371701,1.0695869963268696
90005_14,7.078625447864193,73.48342962460202,1.0850706442773708
90005_15,6.866113806673249,75.21196952781783,1.0644343751458103
90005_16,6.628687722750368,76.646630019883,1.0873250801037724
90005_17,6.3834678406585414,78.61141509770296,1.0672847188403578
90005_18,6.225728811943214,80.30498132541804,1.0740607781504528
90005_19,6.10620930888655,81.40797739542589,1.0672847188403578
90005_20,6.395570778091246,81.76454053227073,1.0381975650679043
90005_21,7.480965109019175,80.62470817333882,1.0378034174734825
90005_22,9.340053216107195,73.94855474425935,1.0556224494899482
90005_23,10.839417993261018,68.12812703202036,1.1089823985010205
90005_24,12.137178440517689,63.21062732888571,1.3694231852355803
90005_25,13.208816897215724,58.861171370814695,1.4413119112447856
90005_26,13.973764880283403,55.99449447838421,1.4355318169853426
90005_27,14.911890399217722,53.512133923771394,1.565818797774297
90005_28,15.48682635781032,53.15886772764541,1.5758446724292732
90005_29,15.366450994608822,55.60333271523898,1.5061775216824556
90005_30,14.167658549563326,60.513055508199656,1.1813494316498436
90005_31,13.11144143336965,65.64970883533874,1.113817551358871
90005_32,11.956808764236586,69.94794323498363,1.0580117046653252
90005_33,10.724704579702697,73.1813471346585,1.0579699650763217
90005_34,9.721054157566911,75.3428916218135,1.0787252782661119
90005_35,9.031973392893558,76.78744934642654,1.0773259418979344
90005_36,8.254314359928017,78.65962600292104,1.0663537062361412
90006_00,15.1,49.0,4.5
90006_01,15.8,47.0,3.5
90006_02,15.8,46.0,5.7
90006_03,16.0,46.0,5.2
90006_04,15.181252132481626,47.018121838161434,3.7429460977009623
90006_05,14.307069736813837,50.98030903310292,3.1505556527786136
90006_06,12.506933448530791,56.38450505541358,2.302524163051252
90006_07,10.714944406678566,62.27100399247439,1.726764961590485
90006_08,8.73932277933696,67.14662589026274,1.4157967244277392
90006_09,7.241738148048769,72.01455907324637,1.2437871637034654
90006_10,6.630624885079534,74.08185166524083,1.2167071811172352
90006_11,6.390767561537864,75.88118113154165,1.1534102127806587
90006_12,6.349119177912673,78.6145306749721,1.1527298495356477
90006_13,6.3270144232246945,80.43216183427438,1.1404758169197695
90006_14,6.0133347400087045,81.65395177274367,1.1175077453702829
90006_15,5.842897577645896,83.52286258889724,1.0211305385691636
90006_16,5.664404339834696,86.07347593430755,1.018444370966957
90006_17,5.278881121374629,87.96541088469671,1.0095787402047023
90006_18,5.049036676955582,89.30962365219224,0.9764433840998983
90006_19,4.670971266525718,90.14545456785986,0.9667923291640672
90006_20,4.950834518164285,90.04486299530892,0.916366111200531
90006_21,6.231358743103481,88.89050206043274,0.8816147341524155
90006_22,8.67517974035332,82.07023950381283,0.849523050547698
90006_23,12.391331018270618,65.07400145103493,1.1201072093952316
90006_24,15.15273919092838,49.461462389190544,1.9243320744689179
90006_25,16.211921032853233,44.565443432439295,2.36466601235579
90006_26,16.431459884870907,44.387111863390444,2.826574782844417
90006_27,16.12697548802226,45.83413396624477,3.0184694849061118
90006_28,15.168354445318872,47.49307586804271,2.7235333549760283
90006_29,14.32047589972328,51.95609273698568,2.4285555328311195
90006_30,12.483167933198308,58.64786068094778,1.650633356490648
90006_31,10.75185772340489,65.94693374684655,1.3245943076833033
90006_32,9.043830344114163,72.37040156055292,1.0850668163795725
90006_33,8.185648384958723,76.68044530436453,1.033752685426041
90006_34,7.536137611210003,80.19182291676762,1.049220746141368
90006_35,7.214173026056052,82.65133152750153,1.04350670615969
90006_36,7.147642908366697,85.15839494236546,1.0248953762225856
90007_00,7.0,41.0,1.0
90007_01,10.1,36.0,1.9
90007_02,12.3,34.0,1.3
90007_03,15.0,33.0,1.0
90007_04,15.564754260314011,34.65798085286789,2.9385882748107766
90007_05,14.682310567455389,37.46750379423875,3.5468957080091967
90007_06,13.473679941724331,41.44792991958722,3.4976290496916023
90007_07,11.85457620210103,47.09633325649405,2.527733203222277
90007_08,9.905532165908117,52.46632398694794,2.1412074161297645
90007_09,7.916121660032185,57.792781125684,1.7805371662560465
90007_10,6.3237902462259825,62.81327128126451,1.6468549972665116
90007_11,5.127969265217478,66.92537527376356,1.4768397979561245
90007_12,4.05938609375739,70.83650345472755,1.2596458733538916
90007_13,3.4005988449499625,75.14564108976835,1.2084775671103747
90007_14,2.779418665743206,80.11802138039445,1.1216235276904662
90007_15,2.336904309644855,83.28731714886706,1.0470273265139463
90007_16,1.8900068533260281,85.53102527476952,1.0056681491970678
90007_17,1.5863368602680017,87.5637879646134,1.0472435184442013
90007_18,1.3775910013771397,89.41639422599005,1.051888769085182
90007_19,1.0062902940180067,90.06331657174064,1.0550004828082549
90007_20,1.3709710387658895,90.49554892933907,0.9908890455919307
90007_21,2.206029775845249,88.81455226635606,0.9735873259720311
90007_22,4.417896742982546,81.56953784200053,0.9488684571433725
90007_23,6.970146692125348,69.24332351829845,0.9971091620251271
90007_24,9.683221962617157,57.53369720739629,1.2047186653792592
