FORE_data,t2m_lgb_q,rh2m_lgb_q,w10m_lgb_q
90001_00,15.9,26.0,4.8
90001_01,16.5,24.0,5.3
90001_02,16.1,25.0,5.9
90001_03,15.9,26.0,6.2
90001_04,15.759015680645476,25.481268614830952,5.836929690389749
90001_05,15.5015461788509,24.468956302623663,5.634074355844216
90001_06,14.189372186739634,27.481939476201614,4.695537059331038
90001_07,12.565841385239606,30.838475998342464,4.195271105903676
90001_08,11.440487946292553,34.51454316818923,3.095908171270487
90001_09,10.05039958763793,39.97855735957753,2.4212792407906045
90001_10,8.999515249009526,43.33251484628973,2.1909326845997765
90001_11,8.56472898649348,47.733278736829504,2.1895862105238377
90001_12,7.981248986565474,49.05061417177691,1.937251742316649
90001_13,7.5125664620325985,51.584639818244476,1.7400755105371088
90001_14,6.9765136064518,54.21024614490783,1.6262208765708877
90001_15,6.688485802632024,54.81880217583623,1.7266821698621133
90001_16,5.992886400638376,56.01102493203628,1.6629760099838802
90001_17,5.553365170570807,56.94910057403802,1.671607086772603
90001_18,5.234499164073848,56.48518479900085,1.5975715944795368
90001_19,4.824140894901792,54.20185621963725,1.6907529121762577
90001_20,5.204732993921194,50.84726760897712,1.6685676670512608
90001_21,6.834348240720338,41.326723134077945,1.7681946190998814
90001_22,9.317916058666233,29.29845798167873,2.6984700538953015
90001_23,10.683392091919387,23.16620973957005,3.60416844724404
90001_24,11.876527868937615,21.005334952542135,4.612707521782841
90001_25,13.10524510064287,18.702933659138576,4.762450071201589
90001_26,14.169811883045693,17.612788482298164,4.7093337101057235
90001_27,14.779666369336258,17.104349178454537,4.6295959037435965
90001_28,15.299148694767563,16.40712384889134,4.445707589089751
90001_29,15.184225639484067,16.055524011017376,4.231722407423306
90001_30,13.337452152676153,20.339822219980903,3.4169978206418907
90001_31,11.258653523297564,24.59889784647667,3.1751789602060074
90001_32,9.723377354614708,28.49021160062236,2.8116894583841496
90001_33,8.316705560923094,32.7626208404698,2.400768278023444
90001_34,7.354875971353983,37.629155786191276,1.9531271150786411
90001_35,6.770869740061454,44.112181787030764,1.798757779206147
90001_36,5.701178380777473,50.35127597572774,1.615024781619145
90002_00,15.6,26.5,4.25
90002_01,15.8,27.0,6.5
90002_02,16.0,27.0,3.7
90002_03,15.4,30.0,4.3
90002_04,15.786244491644993,26.787724700588477,5.840709572773084
90002_05,15.405652753890358,25.64331463774723,5.722948034441295
90002_06,14.088047757430243,28.47214302815237,4.579274181728895
90002_07,12.966880320617152,31.320366115780164,4.170903303697435
90002_08,11.895506837880902,34.96938877719389,3.3828726934167506
90002_09,10.801510045964184,39.1642886785557,2.9882028459890178
90002_10,9.923846037582633,43.46131042956171,3.054774166841989
90002_11,9.410631649916924,46.48567982632857,2.7061598151575077
90002_12,8.838929777547747,47.925028822353696,2.8246131551984517
90002_13,8.102643743857275,48.50631969340442,2.953441925419824
90002_14,7.918507300752379,49.5717558921832,3.278424201372323
90002_15,7.750214776513514,51.05883562293874,3.1481936670490605
90002_16,7.637215767910007,51.30641619812435,2.837860962768735
90002_17,7.507672882143418,52.852161414885366,2.730636788807532
90002_18,7.710532446276681,50.01917555127727,2.775988236029679
90002_19,7.763302421273505,40.77463182681331,2.932462763327662
90002_20,8.204901340842259,33.27460551638424,3.2194711741772464
90002_21,8.562225754113696,29.161995276195913,3.9443420469364026
90002_22,10.217363091628874,24.443355287983636,4.6808803613412735
