FORE_data,t2m_obs,rh2m_obs,w10m_obs,t2m_M,rh2m_M,w10m_M,t2m_catboost,rh2m_catboost,w10m_catboost,t2m_catboost_q,rh2m_catboost_q,w10m_catboost_q,t2m_lgb,rh2m_lgb,w10m_lgb,t2m_lgb_q,rh2m_lgb_q,w10m_lgb_q,t2m_lgb_global,rh2m_lgb_global,w10m_lgb_global,t2m_lgb_global_q,rh2m_lgb_global_q,w10m_lgb_global_q,t2m_catboost_global,rh2m_catboost_global,w10m_catboost_global,t2m_catboost_global_q,rh2m_catboost_global_q,w10m_catboost_global_q,t2m_seq2seq_global,rh2m_seq2seq_global,w10m_seq2seq_global
90001_00,14.2,28.0,3.0,14.57,37.808,2.427,14.2,28.0,3.0,14.2,28.0,3.0,14.2,28.0,3.0,14.2,28.0,3.0,14.2,28.0,3.0,14.2,28.0,3.0,14.2,28.0,3.0,14.2,28.0,3.0,14.2,28.0,3.0
90001_01,15.5,25.0,2.2,13.712,25.871,3.188,15.5,25.0,2.2,15.5,25.0,2.2,15.5,25.0,2.2,15.5,25.0,2.2,15.5,25.0,2.2,15.5,25.0,2.2,15.5,25.0,2.2,15.5,25.0,2.2,15.5,25.0,2.2
90001_02,16.4,22.0,2.2,14.988,21.823,3.363,16.4,22.0,2.2,16.4,22.0,2.2,16.4,22.0,2.2,16.4,22.0,2.2,16.4,22.0,2.2,16.4,22.0,2.2,16.4,22.0,2.2,16.4,22.0,2.2,16.4,22.0,2.2
90001_03,16.7,19.0,2.8,15.207,21.608,3.665,16.7,19.0,2.8,16.7,19.0,2.8,16.7,19.0,2.8,16.7,19.0,2.8,16.7,19.0,2.8,16.7,19.0,2.8,16.7,19.0,2.8,16.7,19.0,2.8,16.7,19.0,2.8
90001_04,17.5,19.0,1.8,15.482,21.101,4.057,16.921125535515902,18.443896502842804,2.7370433998466934,17.02592991827309,19.49054907470224,2.763198154770251,16.864222395609332,17.712982636534072,2.6929407713724545,16.747524611416836,17.988658598856706,2.6490103752130096,16.988111266823886,18.57745417390089,2.5659827697575186,16.99948092361466,18.57068668553837,2.622031856803108,16.955113803910187,18.358314511385654,2.5705230168362543,16.895431621147,18.298199546126558,2.592505234809607,17.534181594848633,19.90446281433105,2.422621965408325
90001_05,16.9,17.0,3.9,15.039,23.182,4.0139999999999985,16.65576985957139,20.731602995472,2.464367497764359,16.469643847818393,20.766641969254184,2.422783729366699,15.824393786034396,17.667568595239423,2.4234444105332336,15.595304001128008,18.828189943123427,2.2973383529041103,16.29848853694108,20.797935744277467,2.126110322640998,16.374133430387868,20.07424074054702,2.195384675586886,16.298477308452654,20.08066766846987,2.0420547817806285,16.151082916057085,19.826477262023424,2.081127563286376,16.577627182006836,22.007614135742188,2.0367164611816406
90001_06,14.9,22.0,0.9,12.764,26.942,3.803,13.977218437510038,29.412890329712344,1.9236180542632064,13.878486702610447,29.53914354430137,1.877485185653294,13.471003557124135,23.77571455128495,1.895345073612364,13.064870253327365,27.495931279960384,1.791806506753728,13.466556099340199,27.926622907033483,1.7553911623244232,14.025114089426888,28.801477728365537,1.6547556217932926,14.0303488836374,28.17983275777143,1.5864291144599652,14.024062341584473,27.66653642831495,1.57479454633829,14.55344009399414,27.11718368530273,1.5688847303390503
90001_07,9.3,41.0,,10.843,30.651,2.637,10.870326850699367,41.80777442843846,1.507139456063059,11.035997396396727,41.07001572312782,1.486827389509624,9.685087440253376,38.65244892211606,1.5438152357884416,9.461750558634607,41.61347953951326,1.491336222436761,9.868384522353931,40.59807509964808,1.3290257758810122,10.699394534707176,41.927653933745646,1.2914623535071343,11.374788403957474,38.124363681183745,1.2272027089399724,11.28525992755084,38.631529507814534,1.2186466206184676,11.948987007141113,35.60004425048828,1.2007006406784058
90001_08,6.6,51.0,,10.115,32.489000000000004,2.104,8.749861450301353,51.19171769263958,1.3771060887505742,8.49951847861668,50.38604445813667,1.2383514339668598,7.436256977233483,53.86497032060319,1.3560450661583292,7.343215507757701,54.60740532164051,1.2919772318000875,7.807649519915726,53.65758957255458,1.164647161595865,8.734078297870662,55.716040262428244,1.127033104552401,9.137902520997642,48.44438148067157,1.0889815415348836,9.195587413103404,48.717603820055615,1.107712040469801,9.541753768920898,45.47733688354492,1.028335690498352
90001_09,4.9,58.0,0.6,9.469,33.662,1.606,6.9012731821378805,58.42296049347296,1.23289707839841,6.799993008180191,58.26200090399952,1.1440560677152376,6.118296024996862,59.876869564992674,1.234147913479633,6.105355824011094,60.754588052875,1.1765787963943792,6.1845648954218175,60.33962603397102,1.0967796167376531,7.4744965706019935,63.5410393281509,1.0697704033747883,7.609292520919143,55.36694265359024,1.0028943428264765,7.786873055786432,55.780922577823105,1.0492714545227368,7.718933582305907,52.45190811157226,0.9869688153266908
