FORE_data,t2m_obs,rh2m_obs,w10m_obs,t2m_M,rh2m_M,w10m_M,t2m_catboost,rh2m_catboost,w10m_catboost,t2m_catboost_q,rh2m_catboost_q,w10m_catboost_q,t2m_lgb,rh2m_lgb,w10m_lgb,t2m_lgb_q,rh2m_lgb_q,w10m_lgb_q,t2m_lgb_global,rh2m_lgb_global,w10m_lgb_global,t2m_lgb_global_q,rh2m_lgb_global_q,w10m_lgb_global_q,t2m_catboost_global,rh2m_catboost_global,w10m_catboost_global,t2m_catboost_global_q,rh2m_catboost_global_q,w10m_catboost_global_q,t2m_seq2seq_global,rh2m_seq2seq_global,w10m_seq2seq_global
90001_00,13.6,44.0,0.9,16.009,50.28100000000001,1.722,13.6,44.0,0.9,13.6,44.0,0.9,13.6,44.0,0.9,13.6,44.0,0.9,13.6,44.0,0.9,13.6,44.0,0.9,13.6,44.0,0.9,13.6,44.0,0.9,13.6,44.0,0.9
90001_01,15.4,39.0,1.1,14.195,48.096,2.232,15.4,39.0,1.1,15.4,39.0,1.1,15.4,39.0,1.1,15.4,39.0,1.1,15.4,39.0,1.1,15.4,39.0,1.1,15.4,39.0,1.1,15.4,39.0,1.1,15.4,39.0,1.1
90001_02,16.4,38.0,1.4,15.749,46.052,2.398,16.4,38.0,1.4,16.4,38.0,1.4,16.4,38.0,1.4,16.4,38.0,1.4,16.4,38.0,1.4,16.4,38.0,1.4,16.4,38.0,1.4,16.4,38.0,1.4,16.4,38.0,1.4
90001_03,17.3,38.0,1.7,16.708,45.268,2.943,17.3,38.0,1.7,17.3,38.0,1.7,17.3,38.0,1.7,17.3,38.0,1.7,17.3,38.0,1.7,17.3,38.0,1.7,17.3,38.0,1.7,17.3,38.0,1.7,17.3,38.0,1.7
90001_04,17.3,40.0,1.5,16.977,44.803,2.809,17.257900356986887,38.0958749935636,1.7755440167026464,17.515398890972225,38.525308018712465,1.8067524213556945,17.696531519046744,38.522103989379225,1.902173452588372,17.748213744847227,38.733500510126376,1.9015793975477435,17.63706863347398,38.93663930549581,1.8423731536893508,17.722180634685078,39.00230425086896,1.822780091196815,17.588121691684574,38.738246951922896,1.8684726432554868,17.587085953448288,38.43833602569895,1.8874664496025784,16.954998016357422,38.643104553222656,1.6677831411361694
90001_05,16.7,42.0,2.0,16.899,44.953,2.553,16.740378849424907,41.28891001326708,1.6432606031167543,16.97057105042865,40.439077790985216,1.7435142985432484,17.424130770371605,41.90793573048133,1.79525522073275,17.379279796850888,43.102770396374595,1.8032212181036271,17.232840992970907,42.20224551131831,1.6419537987074753,17.329277238499724,42.60324572028113,1.6415917012528802,17.08782830851247,42.18179500776285,1.6150458747524103,17.08352921119377,42.02348536946678,1.6382398324859864,16.168750762939453,44.61697387695313,1.3166766166687012
90001_06,14.8,48.0,1.7,13.630999999999998,54.68,0.637,14.503407420042446,51.47314643406848,1.11566359942962,14.605535783854089,50.47311458879484,1.245339193537125,14.829741346485864,53.14402110392615,1.244632862637047,14.922421262785239,55.770994708565034,1.2586027165693998,14.67551775233396,52.03868539828772,1.1361087625634507,14.828139033188682,53.65065270055337,1.1025799265370246,14.732436982657807,52.157951996171185,1.1195491614605075,14.670476471579056,52.23096038162983,1.1316489071912113,14.160058975219727,55.76117324829102,0.9631060957908628
90001_07,10.6,66.0,1.3,12.454,58.749,1.622,12.4744163824431,59.982712310799705,1.1050655799387004,12.124575063887288,59.58051886857444,1.142756147843898,11.97182502082614,63.339187889156285,1.13618727875167,12.504753897879246,65.5398856950579,1.1587599685399037,12.124340999474141,60.275521480486965,1.0749461820147947,12.08099965137819,63.70153834135184,1.0498478500519766,12.680871172316813,62.04199008313829,1.0008091713167542,12.444563937822936,62.54108504959082,1.0070516694063265,11.93259048461914,66.99539947509766,0.8913766741752625
90001_08,11.9,58.0,1.8,11.978,59.447,2.1630000000000003,10.888076451596394,66.16385931704416,1.1599875357228944,10.550228287112589,66.57616899813425,1.164898229357752,10.330797477972766,67.5590052777569,1.1904627216067711,10.599876823421015,69.29280678173889,1.1824622592071097,10.34631485750396,67.82381888462638,1.005235261396239,10.346871073875784,70.54065125272982,0.993921142994625,11.118545710199488,69.43532832960973,0.9931130980890552,10.824200786806989,70.28744602417096,0.9982108341738032,10.255361557006836,74.407958984375,0.9193673133850098
90001_09,11.7,58.0,2.0,11.628,59.663,2.158,9.733125624442717,69.61311746470145,1.13908247665018,9.343191159217202,71.0587717365637,1.1367965709644188,9.310275242279493,71.06609470663008,1.1866615790179669,9.410069037197843,71.93649135067035,1.1993370819599762,9.225510697323667,72.76432534605178,1.024553426639231,9.286426960280927,75.59817261108522,1.0310780536295387,10.158374599556096,74.33382167249968,0.9717197591710734,9.844124201675683,74.64215936925167,0.9785740248946668,9.050182342529297,79.0987777709961,0.9918021559715272
