FORE_data,t2m_obs,rh2m_obs,w10m_obs,t2m_M,rh2m_M,w10m_M,t2m_catboost,rh2m_catboost,w10m_catboost,t2m_catboost_q,rh2m_catboost_q,w10m_catboost_q,t2m_lgb,rh2m_lgb,w10m_lgb,t2m_lgb_q,rh2m_lgb_q,w10m_lgb_q,t2m_lgb_global,rh2m_lgb_global,w10m_lgb_global,t2m_lgb_global_q,rh2m_lgb_global_q,w10m_lgb_global_q,t2m_catboost_global,rh2m_catboost_global,w10m_catboost_global,t2m_catboost_global_q,rh2m_catboost_global_q,w10m_catboost_global_q,t2m_seq2seq_global,rh2m_seq2seq_global,w10m_seq2seq_global
90001_00,14.0,31.0,1.8,17.172,39.008,3.092,14.0,31.0,1.8,14.0,31.0,1.8,14.0,31.0,1.8,14.0,31.0,1.8,14.0,31.0,1.8,14.0,31.0,1.8,14.0,31.0,1.8,14.0,31.0,1.8,14.0,31.0,1.8
90001_01,16.4,24.0,1.8,15.807,27.396,3.036,16.4,24.0,1.8,16.4,24.0,1.8,16.4,24.0,1.8,16.4,24.0,1.8,16.4,24.0,1.8,16.4,24.0,1.8,16.4,24.0,1.8,16.4,24.0,1.8,16.4,24.0,1.8
90001_02,17.2,23.0,2.7,16.4,27.024,2.271,17.2,23.0,2.7,17.2,23.0,2.7,17.2,23.0,2.7,17.2,23.0,2.7,17.2,23.0,2.7,17.2,23.0,2.7,17.2,23.0,2.7,17.2,23.0,2.7,17.2,23.0,2.7
90001_03,17.6,23.0,2.1,16.618,26.416,1.5590000000000002,17.6,23.0,2.1,17.6,23.0,2.1,17.6,23.0,2.1,17.6,23.0,2.1,17.6,23.0,2.1,17.6,23.0,2.1,17.6,23.0,2.1,17.6,23.0,2.1,17.6,23.0,2.1
90001_04,18.3,21.0,0.8,16.79,26.548,1.304,17.776006797611874,21.936778510203986,2.0509592354933908,17.65049981239307,22.62083499633754,2.0514653608803233,18.14719617656179,21.665465833984733,1.9261701157334468,18.009604606851195,21.832197004849238,1.8714044633681837,17.78149904428069,23.019902344185454,1.8642416568175182,17.91262981873118,22.61544376727029,1.8176852369780168,17.815379348172787,22.358946526675812,1.9769854781321383,17.795643116090766,22.220079142896733,1.9834905755363152,17.751707077026367,23.1923885345459,1.47849702835083
90001_05,17.5,23.0,2.0,16.465,28.779,1.6769999999999998,16.999485448474484,24.081398314350682,1.7827785904383338,16.889833440647248,24.38417866456584,1.8199585441354016,17.46661238131505,22.734917317651554,1.6906176910481916,17.292837210545265,23.503982489042105,1.6807541412564546,17.03624723441733,24.519590647626014,1.7002156753077649,17.309219450328346,24.378353880135,1.6334055667298308,16.96493871258524,23.932397095635014,1.674599854017685,17.027884737892553,23.365909536900077,1.6869694319186663,16.613765716552734,27.14530944824219,1.2486156225204468
90001_06,14.6,32.0,0.9,12.814,35.91300000000001,0.522,14.409568379652967,34.79027315524663,1.2238175315430797,13.988752367579535,35.85124321825068,1.2595828349295448,14.03285230592285,32.099524706054986,1.2077688877526829,14.221329488421144,35.60461898351487,1.1544222979004108,14.064892196893119,35.43749376384149,1.2195318790611065,14.537274578067017,35.43078736970988,1.1520164733329334,14.305864319535026,32.465799675530015,1.1561813043197404,14.176027440713627,32.19974341886386,1.160289202950115,14.308046340942385,35.5296745300293,0.906181573867798
90001_07,9.7,49.0,0.6,11.521,39.077,0.631,11.317487339795349,47.7832049552006,1.050670415912355,10.57015620990975,47.278614666243456,1.0279528977594663,9.539038240351182,46.63112037485124,0.9928694057503648,9.797867202093817,48.40882513826504,1.027439326627661,10.392419644679107,47.14904785793075,1.037686564895114,11.027031627893424,49.19433627359335,1.0102495618488998,11.493702756052913,42.64141225832028,0.9315570149546636,11.136782148344365,42.22029656575008,0.9369729118457912,11.49785614013672,48.085533142089844,0.7033421993255615
90001_08,7.6,58.0,0.8,10.854,40.686,0.97,9.005973233818313,57.98324348010332,0.9638181755073802,8.14331292502095,57.18149665735554,0.9524985084217084,7.600628694089023,59.44192290079361,0.980188368974322,7.591103809047782,57.98964908212061,0.9773946832719834,7.973463017366308,57.36776978388151,0.9096494502697882,8.605150485673981,60.959296151227434,0.9325036347492174,9.457832118045287,51.91387408115674,0.8730777612778446,9.113150582581016,51.96793297620687,0.8579630391847817,9.02146816253662,58.65720748901367,0.6875162720680237
90001_09,6.2,64.0,1.2,10.276,41.974,1.477,7.125148357684182,64.5683402147573,0.901759956446564,6.531769888885059,65.51006336576764,0.8902409048976341,6.340146110407576,61.645544644858035,0.921321717707456,6.279393502103761,62.55535470954508,0.929179127990378,6.396909984419974,62.73427980527459,0.9119141902507584,6.883811081809299,67.52607992202255,0.9375866821726784,7.911454067654241,58.328829200026,0.8697180327867737,7.6726726893119945,58.29548558674652,0.8726114792865258,7.198822498321532,64.77892303466797,0.7719638347625732
90001_10,5.0,70.0,0.9,9.94,43.25899999999999,1.463,5.809559631070957,68.68532600038586,0.8915675744363921,5.277695237923625,70.33092135512165,0.8591627489378947,5.431153237252703,63.51751599850002,0.8794468457330014,5.483526249239986,65.32069080179474,0.90445462512804,5.400395311101548,67.74038596871428,0.9352319310571638,6.035166961668847,72.42395624018232,0.9191548058821096,6.798945380419358,63.77258185099321,0.8726851556063407,6.579343224437096,63.602000008080005,0.8888127385816428,5.972927570343018,69.21604156494139,0.8666288256645203
90001_11,5.1,68.0,1.0,9.465,45.776,1.679,4.716332710692468,71.20304465540703,0.8546001708189609,4.396252012966842,74.56061343943456,0.8496771988407434,4.967818738040567,65.69761615581378,0.8250197438783414,4.935605925689987,67.10102218892109,0.8796042284196953,4.562571025145254,71.46091681061607,0.9487111049334284,5.224861389060288,75.17752468163434,0.9137432285736856,5.9060130688296475,66.58221135293462,0.8717674669741119,5.665793705079032,66.61416031337572,0.8803023434523334,5.1359524726867685,72.57450866699219,0.9422107934951782
90001_12,3.8,75.0,,9.182,47.92,1.794,4.125204001411049,75.1210740099747,0.9075878568869918,3.695956034455506,76.20710139646191,0.8691997280643825,4.4467291619047336,67.7175611785115,0.8907388010852169,4.480256251464778,69.08608948153508,0.8993359585838018,4.054126869022342,74.50161406878476,0.9764574141489198,4.591088209133207,77.84880618534213,0.9438271890399708,5.00149396245304,69.86118108798115,0.8907593880105509,4.805688262811931,69.8147935465289,0.9042403637655312,4.43378210067749,75.92996978759766,0.969986855983734
90001_13,3.0,81.0,0.3,8.769,50.757,1.675,4.03917883466512,77.21797367011767,0.8707825975864192,2.999603905910033,78.51874804642173,0.8822297226546374,4.03576361427839,69.94497738024155,0.8962157252127959,4.006076852427939,71.65187997470183,0.9158417651432552,3.8228658339127035,77.26232657336992,0.97328518579108,4.178845226910838,79.62208820857352,0.9516469723859344,4.658026521017806,72.08046602980892,0.908638928133546,4.435989644429658,72.17230053940868,0.9562568827646196,3.974114894866944,78.43975067138672,0.9942733645439148
90001_14,2.3,84.0,0.8,8.392999999999999,53.77,1.795,3.476861142137351,79.14387052913101,0.8295275588167191,2.785114230188356,79.62145234268453,0.8740505873654341,3.4676359752343218,71.74545022038345,0.9037289528708856,3.5442401967918773,74.84724073854102,0.9328682351798968,3.8921579111151337,79.00900760836687,0.9896905839808651,3.8110719711739023,80.85770049034024,0.9678232852409364,4.410048174154891,75.02056054716726,0.9766624633830878,4.099262708095767,75.24962856743494,0.974232178616528,3.6559298038482666,79.53181457519531,1.0354050397872925
90001_15,2.0,86.0,,8.217,57.194,2.077,3.4613494589393667,81.5546537141107,0.8193230593828842,3.0811369465254312,81.69716057412022,0.9018546380954576,3.0617681802488463,75.07877386683369,0.9055415448418406,3.11456042589266,77.76621061018533,0.9181571111898624,3.933977757367124,80.62713530285164,1.066203826751002,3.2768321567331027,81.55634875927585,0.9953651466673009,4.074057143173603,76.62969348080088,0.9933631003152344,3.889058130198378,76.79157524043369,1.0080126438241408,3.511449098587036,80.4357681274414,1.0677355527877808
90001_16,2.0,88.0,0.5,7.943,57.827,1.833,3.3521783312341213,84.30481101359595,0.774439884855729,2.924788625971668,83.83066622307034,0.8693438801283248,2.6380892158021005,77.63223036232498,0.8893985876520211,2.6946465211408497,80.5673780702312,0.9235172458369328,3.865964400168493,82.76523655712873,1.0319266714393165,2.7013894648719625,83.31224069987232,0.9847577179036496,3.656915414065955,77.92946284616669,0.957765529789264,3.4442795875572663,79.18130875963858,1.0005201472053642,3.3665277957916264,81.11768341064453,1.0726609230041504
90001_17,3.1,82.0,0.9,7.599,56.592,1.915,3.5861347860282087,85.05451004536627,0.7987553587824927,2.6452593364743104,84.90189799492386,0.8751916754132785,2.1445682042518484,81.00821004104006,0.9060585490737486,2.228117935709602,82.79614167882913,0.9077877618003686,3.95573886168842,83.44280689207594,1.0415595464539618,2.4162869682570114,84.48747806286723,1.008484386097829,3.380411875039408,78.74452941899982,0.9888016536390432,3.1208438691514773,80.62598291064576,1.032332096913777,3.092612743377685,82.15225219726562,1.0734763145446775
90001_18,2.2,87.0,,7.385,55.865,1.97,3.402900085887744,85.21854562710959,0.7864567105664997,2.2361360390181697,85.56561119308721,0.8675300232315869,1.4121950343870782,82.7261511865218,0.9220234775614136,1.6626009389381036,84.24745070271213,0.926591884982356,3.855524152686855,84.38751662623291,1.0785779122461632,2.072203675397088,84.4685265287153,0.9928017626350508,3.093340146752446,78.74074889624828,1.0073524176327993,2.8712223078908967,80.91578576230812,1.0599456776968297,2.797053098678589,83.53128051757812,1.0606706142425537
90001_19,1.3,89.0,0.6,7.129,55.458,1.727,3.3358879383199467,85.84434841382908,0.7391704272362065,1.985871378575852,85.6859663394587,0.8012465138609226,0.9307220717375227,84.42217243834868,0.8734336591643561,1.0278430403663887,85.75482776362269,0.9150824720444394,3.7965703197517335,84.62165379982669,0.9927633436582888,2.026041566740563,85.00781101421964,0.9779112472776271,2.85807058934114,79.30708568384725,0.9867605801289244,2.801909001814984,81.35491141431366,1.008739336385248,2.617579698562622,84.02177429199219,1.0428804159164429
90001_20,1.1,92.0,0.7,6.735,56.924,1.737,3.2206779828903085,85.51318305982761,0.7287869947706751,1.9548232436912767,85.38067541831856,0.7909725958394584,0.2443801684465193,84.68602075528112,0.8167748565374428,0.9831426806290536,85.23820219704203,0.8851830633850305,3.772583684812742,84.81826481673968,0.9863885206624394,2.4436576845931866,84.64606605955585,0.9368989564198568,3.1713506888672525,79.37480224751711,0.9440351631485836,2.7915446317877626,81.21432686249095,0.994944269461672,2.9276580810546875,82.04718017578125,1.0751187801361084
90001_21,3.4,85.0,0.3,10.157,49.005,2.196,4.883931543474827,77.1256005801912,0.7950650603870786,4.507933076108741,79.10122630986213,0.8489042603596533,2.8182166685133594,75.74350144415098,0.8845494733246387,2.951462143291272,77.95540090710313,0.8983214036535967,5.722832965153075,78.64348504602083,0.9839574371977936,4.506189187596883,78.56438018917105,0.9881936105711532,5.0300163376041045,73.31893141420862,1.0080019003536735,4.779649838370514,75.51557161463059,1.035239556626555,4.5500898361206055,74.97525024414062,1.1041911840438845
