FORE_data,t2m_obs,rh2m_obs,w10m_obs,t2m_M,rh2m_M,w10m_M,t2m_catboost,rh2m_catboost,w10m_catboost,t2m_catboost_q,rh2m_catboost_q,w10m_catboost_q,t2m_lgb,rh2m_lgb,w10m_lgb,t2m_lgb_q,rh2m_lgb_q,w10m_lgb_q,t2m_lgb_global,rh2m_lgb_global,w10m_lgb_global,t2m_lgb_global_q,rh2m_lgb_global_q,w10m_lgb_global_q,t2m_catboost_global,rh2m_catboost_global,w10m_catboost_global,t2m_catboost_global_q,rh2m_catboost_global_q,w10m_catboost_global_q,t2m_seq2seq_global,rh2m_seq2seq_global,w10m_seq2seq_global
90001_00,,,,17.202,37.922,5.455,15.9,26.0,4.8,15.9,26.0,4.8,15.9,26.0,4.8,15.9,26.0,4.8,15.9,26.0,4.8,15.9,26.0,4.8,15.9,26.0,4.8,15.9,26.0,4.8,15.9,26.0,4.8
90001_01,16.5,24.0,5.3,15.764,27.414,7.12,16.5,24.0,5.3,16.5,24.0,5.3,16.5,24.0,5.3,16.5,24.0,5.3,16.5,24.0,5.3,16.5,24.0,5.3,16.5,24.0,5.3,16.5,24.0,5.3,16.5,24.0,5.3
90001_02,16.1,25.0,5.9,16.192999999999998,26.432,8.997,16.1,25.0,5.9,16.1,25.0,5.9,16.1,25.0,5.9,16.1,25.0,5.9,16.1,25.0,5.9,16.1,25.0,5.9,16.1,25.0,5.9,16.1,25.0,5.9,16.1,25.0,5.9
90001_03,15.9,26.0,6.2,15.909,27.061,9.646,15.9,26.0,6.2,15.9,26.0,6.2,15.9,26.0,6.2,15.9,26.0,6.2,15.9,26.0,6.2,15.9,26.0,6.2,15.9,26.0,6.2,15.9,26.0,6.2,15.9,26.0,6.2
90001_04,15.2,29.0,5.7,15.192,27.345,8.474,16.196735900119194,25.346830316574454,6.019284084172509,15.985255098099067,24.64336894440369,6.040288687692961,15.908993503516555,24.87058749783189,6.020847428895703,15.759015680645476,25.481268614830945,5.8369296903897485,15.947799052996093,25.895858225557674,5.613248675213323,15.920089886538987,25.723615983103123,5.590188103325511,15.937913991822109,25.46355566606092,5.325756807548959,15.967552140256874,25.946177792486306,5.200139111076647,15.241579055786133,23.83083152770996,3.9722073078155518
90001_05,14.5,31.0,4.1,13.754,35.62300000000001,6.996,15.437933902972238,26.68157305298943,5.724117464244043,15.265071885231357,25.423594537097443,5.564433666964388,15.512465531338586,24.790183469264544,5.8993772413299,15.501546178850901,24.468956302623663,5.634074355844216,14.857676898923845,27.20875550633543,5.138770445375346,14.833729904446885,27.039942423005748,5.247589968689641,15.009459141111085,26.17301300066946,4.850110006572405,15.271903015675232,26.836799578563838,4.716215777850397,14.627517700195312,25.67509841918945,3.345700740814209
90001_06,13.8,32.0,3.9,10.816,40.758,2.685,13.955514341680024,32.26131906413641,4.481231129197863,13.231732041775725,30.120851431805907,4.507961047453811,14.146522556876173,27.613477870076238,4.534633603103363,14.189372186739636,27.48193947620161,4.695537059331038,13.594602206112812,30.83485534082117,4.181154915803711,13.287049243236996,30.709524673454077,4.5310561827136295,13.499265288338735,30.833923610936193,4.093853907382689,13.733663327527099,31.076290909172613,4.070065271140893,13.2671537399292,28.206342697143555,2.643155097961426
90001_07,11.4,38.0,3.9,10.201,33.355,4.049,12.177443357684412,36.898748015441925,4.166681557292359,11.859152226559631,34.16326296010018,4.147663691780035,12.948252569320607,31.682956460264037,4.195120300192224,12.565841385239606,30.838475998342467,4.195271105903676,12.14502219669666,34.775538441236044,3.821738574174306,11.766986173331835,34.40104906112977,4.231188088242871,12.297534320476206,34.212914922889404,3.709985688057545,12.421870753698348,36.37684998981153,3.815009050853944,11.62160873413086,31.758115768432607,2.079381465911865
90001_08,11.2,31.0,4.7,8.224,31.475,2.396,11.286942111803752,38.15772004639064,3.274963265512551,10.199146426616657,37.40087264678001,3.2962495436870705,11.798005394712682,34.73800620953347,3.1638228094128955,11.440487946292553,34.51454316818923,3.095908171270487,11.056686614231324,37.94625735824471,3.40579297048968,11.0128297353495,37.21702255144229,3.5005618519892265,10.986233243042088,37.62420417491917,3.2417772073849656,10.91339808007275,40.97927526715581,3.2253337709687853,10.01959991455078,36.47397994995117,1.5686308145523071
90001_09,10.5,28.0,6.3,6.551,32.806999999999995,0.597,10.365140877762656,42.063682868021935,2.823107835056189,8.956443529214223,40.918941282688415,2.7340952063707697,10.100883307090537,38.29380954521636,2.627163808904502,10.05039958763793,39.97855735957753,2.4212792407906045,10.361342871323316,39.5589066233676,2.9279806834439697,10.398590319956991,39.67594047827736,3.118330283427916,9.844383460405439,39.53743663116219,2.7880637977519696,9.807416925409713,42.77681787589818,2.7849128046412823,8.7557373046875,39.489253997802734,1.2563886642456057
90001_10,9.0,28.0,1.8,5.706,32.779,0.977,9.472771820672513,42.57763928955611,2.590724361541855,8.431358803551447,43.669975262304256,2.360301733474606,9.227987644325808,42.17611210929258,2.215286582163628,8.999515249009526,43.33251484628973,2.1909326845997765,9.801820197391152,42.48848125619189,2.4985443649980974,9.784890453840292,41.59263977971123,2.852988080496711,9.005310686736987,41.31568868649529,2.4822799286550614,9.086971260059931,44.418549160009746,2.4416437493630934,7.909731388092041,39.24897384643555,1.3541104793548584
