FORE_data,t2m_obs,rh2m_obs,w10m_obs,t2m_M,rh2m_M,w10m_M,t2m_catboost,rh2m_catboost,w10m_catboost,t2m_catboost_q,rh2m_catboost_q,w10m_catboost_q,t2m_lgb,rh2m_lgb,w10m_lgb,t2m_lgb_q,rh2m_lgb_q,w10m_lgb_q,t2m_lgb_global,rh2m_lgb_global,w10m_lgb_global,t2m_lgb_global_q,rh2m_lgb_global_q,w10m_lgb_global_q,t2m_catboost_global,rh2m_catboost_global,w10m_catboost_global,t2m_catboost_global_q,rh2m_catboost_global_q,w10m_catboost_global_q,t2m_seq2seq_global,rh2m_seq2seq_global,w10m_seq2seq_global
90001_00,,,,13.74,32.124,4.239,12.0,21.0,3.3,12.0,21.0,3.3,12.0,21.0,3.3,12.0,21.0,3.3,12.0,21.0,3.3,12.0,21.0,3.3,12.0,21.0,3.3,12.0,21.0,3.3,12.0,21.0,3.3
90001_01,13.2,20.0,3.2,13.523,21.079,5.9220000000000015,13.2,20.0,3.2,13.2,20.0,3.2,13.2,20.0,3.2,13.2,20.0,3.2,13.2,20.0,3.2,13.2,20.0,3.2,13.2,20.0,3.2,13.2,20.0,3.2,13.2,20.0,3.2
90001_02,14.1,19.0,4.5,14.632,20.995,6.301,14.1,19.0,4.5,14.1,19.0,4.5,14.1,19.0,4.5,14.1,19.0,4.5,14.1,19.0,4.5,14.1,19.0,4.5,14.1,19.0,4.5,14.1,19.0,4.5,14.1,19.0,4.5
90001_03,14.7,19.0,4.2,14.866,21.629,6.061,14.7,19.0,4.2,14.7,19.0,4.2,14.7,19.0,4.2,14.7,19.0,4.2,14.7,19.0,4.2,14.7,19.0,4.2,14.7,19.0,4.2,14.7,19.0,4.2,14.7,19.0,4.2
90001_04,15.2,19.0,3.3,14.488,23.143,6.495,15.412242851191404,18.006790369391357,4.209653977148643,15.118117024378707,18.253758380265037,4.249892779844609,15.324859172060295,17.506134477525446,4.212265751962328,15.299148694767563,17.827904720296218,4.236362613205407,14.788076124696248,18.555239251526608,4.177027321467042,14.906511260948616,18.814738730387205,4.2579081439025135,15.09911111071318,18.35785955102078,4.105898293067801,15.020849327963981,18.785354943329143,4.076990578185002,14.505874633789062,19.69441795349121,3.2349674701690674
90001_05,15.0,20.0,4.5,13.563,25.339,5.774,15.099010073455071,19.210221192180036,3.8491660510531807,14.634671083280535,19.469653066469935,3.853752168133715,15.1097515213817,17.466125117493775,3.9599035286366786,15.154702374886195,17.5244606364515,3.956436768705331,14.39741380297806,20.40180278366649,3.838851254649233,14.531641628013775,19.69922346153025,3.8504525770281575,14.503996243682591,19.64166493376803,3.718778002721333,14.568383319120311,19.442704852581727,3.69223825019072,13.806458473205565,20.85626792907715,2.759729146957397
90001_06,13.5,23.0,1.5,10.729,30.923,2.995,13.420860040397411,24.448540081070018,3.1155430312658954,12.748455218611795,23.704103599584432,3.2673347776483723,13.305764675909927,19.75212095559323,2.955474413384064,13.37134042713404,22.423033501623106,3.1255816406312027,12.799918158705752,23.788460445621304,3.2673647271514423,12.915274804968195,23.5792330282409,3.3259022880842384,13.247615689902661,23.112428442795693,3.0602276412176166,13.121449437222305,24.03526603780721,3.0082002877049696,12.281381607055664,23.453887939453125,2.284866571426392
90001_07,11.5,24.0,1.7,10.538,30.605,5.3439999999999985,11.918061475360274,29.962331391127798,3.024096698562628,11.101749758447397,27.65186713481685,3.1172728047830374,11.328282864284713,24.808126555261808,2.8902265551978856,11.19839641279482,26.48042747720573,2.960159682147078,11.082941177129976,28.192127308429324,2.9198968351566474,11.049944802450304,29.231601341202158,2.976451597664607,11.570267432036786,27.67922888784049,2.716232281554837,11.486178537325785,29.297240771478034,2.720214781042462,10.446647644042967,27.196428298950195,2.085186719894409
90001_08,11.0,28.0,2.6,9.311,34.745,4.279,10.09628399748828,35.226475326088284,2.696689487100537,9.072074373387096,33.32037210929981,2.8378554836477567,9.806639240894214,29.724818286399564,2.6606401562437365,9.671745430380957,30.44401896477644,2.7235180358580786,9.724000881708177,33.737387550826625,2.4869589435319046,9.83687343214143,35.70186937777714,2.4664836986686742,10.159690568253492,32.62373026035753,2.4118326512880603,10.243477503256301,34.96630199255132,2.447779345577556,8.722955703735353,32.568038940429695,1.7584874629974363
90001_09,11.1,29.0,3.5,7.271,39.909,2.201,8.564005353831343,40.13189501295307,2.3733374061157693,8.050014899656759,38.791490635518215,2.427607630190562,8.409703597108173,34.39120517790329,2.3166222207682283,8.374036333966782,35.10103622481371,2.3144879414862225,8.69617551340429,37.954464442734434,2.08859696752294,8.76525990013166,40.1265281065874,2.0702128787745915,9.147493339286822,35.993296876024154,2.0110727865210842,9.03269477726953,38.28975856308408,1.997877476775269,7.33550214767456,37.934654235839844,1.3104280233383179
90001_10,9.7,32.0,1.4,6.5710000000000015,41.841,1.711,7.532383017972297,43.94413361522401,2.047923157396253,6.88558591393505,42.68166436458888,2.039846911009605,7.274082226121548,38.99071928109054,1.8380991771493973,7.412206744397671,40.29075857954485,1.9504794214000316,7.961881820008762,41.01811586203075,1.790703815909638,8.356512519666799,42.754274748067324,1.8317781892070424,8.232838454538241,39.37871450314704,1.8347400347392415,8.227890667210799,42.58678260701353,1.7824267107987848,6.363211631774902,41.19065475463867,1.0517754554748535
90001_11,7.1,42.0,1.0,5.832999999999998,43.913,1.189,6.834077375451067,47.88492994264102,1.7265693608842474,5.828611212653469,46.215469237249486,1.8160896354167213,6.568282380245162,45.652817709975096,1.7420914071119666,6.770869740061453,44.82557775076079,1.817846500967844,7.094913063884822,44.79554174772314,1.5394645063841008,7.555196127567633,46.01027539987686,1.6893398213058708,7.196824789489264,42.501754064382155,1.6525084331782018,7.188015729604592,45.7538274013915,1.5461950057413902,5.636892318725586,43.17250061035156,0.9717741012573242
90001_12,4.6,55.0,1.2,5.183,45.883,1.285,6.004283657758212,51.16224286182949,1.5604126518846817,4.940567330604273,49.60067156691118,1.5800999267641729,5.704264762856486,50.936767467753064,1.4681628655416783,5.701178380777472,50.31299652003589,1.6386575659787246,6.308711651735476,48.15518700313602,1.4105931548742694,6.668758194782157,48.46923191587685,1.4540795391001946,6.150581377817471,44.80297302720614,1.497899505664391,6.124537728702871,47.82515908079822,1.4198199016529085,4.925095558166504,46.02837753295898,0.9534143805503844
90001_13,1.6,70.0,0.7,4.311,49.93899999999999,1.477,4.971719752180615,56.939925278546,1.2515177173945626,3.9505301638047032,55.386553771082056,1.256953900298062,4.603343636152518,55.593593621690566,1.237844828324238,4.652519288080005,56.04357695776825,1.1853039014336069,5.713923562139262,52.60855778791178,1.2902628617148773,5.691016716083689,52.48695380749214,1.3477204469807946,5.248072511709702,47.85791173064483,1.2813408483247386,5.189955240827987,51.19406456306726,1.2850659594063394,4.2586379051208505,49.49867630004883,0.9338271021842957
90001_14,1.1,72.0,1.0,3.66,51.503,0.926,3.632080706926333,60.96587629399136,1.1227480472449523,2.8939818260397434,59.22897423800267,1.1037470716668496,4.261005703326167,60.050681484363025,1.0484132662551162,4.048989961071474,59.40715028787762,1.041518764821686,4.847897814874108,56.98242636783893,1.1174050109462548,4.843111194636599,55.52430753204426,1.1515520296908943,4.3668995705805465,50.717057414688355,1.1497317549534434,4.343792225263875,54.86307354889939,1.1376399456165946,3.613567352294922,52.17240524291992,0.8685734272003174
