FORE_data,t2m_lgb_global_q,rh2m_lgb_global_q,w10m_lgb_global_q
90001_00,13.6,44.0,0.9
90001_01,15.4,39.0,1.1
90001_02,16.4,38.0,1.4
90001_03,17.3,38.0,1.7
90001_04,17.72218063468508,39.00230425086896,1.822780091196815
90001_05,17.329277238499724,42.603245720281144,1.6415917012528802
90001_06,14.828139033188682,53.650652700553366,1.1025799265370246
90001_07,12.08099965137819,63.70153834135184,1.0498478500519766
90001_08,10.346871073875782,70.54065125272982,0.993921142994625
90001_09,9.286426960280927,75.59817261108522,1.0310780536295387
90001_10,8.830287129600542,78.55519189922153,1.112204684146029
90001_11,8.556316040926774,80.42925525968442,1.2134128204632553
90001_12,8.16058805912989,81.36678805015765,1.3135312228914235
90001_13,7.882865605688573,81.61267983948802,1.4002440915575247
90001_14,7.640505309194429,83.06511756663545,1.4036426431366689
90001_15,7.260378457032598,84.17390458657177,1.3843451564076983
90001_16,7.025316596865653,85.38528350111673,1.3454335342915535
90001_17,6.636080682230822,86.90544417264985,1.193361416058137
90001_18,6.393677348597063,88.02960506569023,1.234609598386658
90001_19,6.181181325747981,89.04217641024766,1.1319309898634073
90001_20,6.343332327904268,88.93800908573728,1.0640177295195885
90001_21,7.9125419706000715,85.81560148960934,1.0977117627546733
90001_22,11.065787044844585,72.83987542524726,1.2145602371341555
90001_23,14.025575657751034,59.36976529205003,1.3124793393457963
90001_24,15.513150903505533,50.694689375561026,1.4991630044129514
90001_25,16.673020397794613,46.81294055144699,1.6796267906047615
90001_26,17.323449263972,44.87066152844993,1.808771921635727
90001_27,17.70868355872362,43.75597414025859,2.058488986141366
90001_28,18.011861157205747,43.53577972713386,2.1405615211621414
90001_29,17.66161392999188,46.610716687378044,1.9659340182221294
90001_30,15.46014194964573,57.77286640334791,1.3012108328463972
90001_31,12.514828759821352,67.95961106087059,1.0770771544602133
90001_32,10.735356441959023,74.80746355450043,0.9689983010065539
90001_33,9.68542833673128,78.73116884486929,1.0602600467358605
90001_34,9.147568749413859,81.44106933656673,1.1057761535745514
90001_35,8.93667701012058,82.02982436755076,1.2514551295596568
90001_36,8.679137547910601,83.31377309820625,1.2886747238245722
90002_00,11.9,53.0,1.5
90002_01,13.3,48.0,1.7
90002_02,14.3,46.0,0.7
90002_03,15.5,46.0,1.5
90002_04,16.106989948726987,45.37829283115715,1.6794776228098927
90002_05,15.63711297102539,47.97664290457738,1.3495016698040632
90002_06,13.88392101727381,55.51288006420183,1.0654003704779478
90002_07,11.624861617365786,63.15088218641776,0.906662844541714
90002_08,9.730368966041274,68.93648818899923,0.9283801758017022
90002_09,8.432034844592772,73.28629096302525,0.9519177755919664
90002_10,7.904069899429094,77.23947458777134,0.9053889762167354
90002_11,7.267957009600573,79.32414576512554,0.9174465488552221
90002_12,6.950154935899406,81.40497572957072,0.9252869695232653
90002_13,6.93686364919321,82.62892376591735,0.9168593473413247
90002_14,6.834476157418667,84.6468763944947,0.9159054183651929
90002_15,6.467682812506538,86.4627731946542,0.9253873682836558
90002_16,6.236822797573326,87.33871640420269,0.9242865072198448
90002_17,5.988459730061095,88.00551070084713,0.8941451963020279
90002_18,5.961783351149921,88.84471854465805,0.8844141800084043
90002_19,6.015806994804713,89.34439699495648,0.8584743569077672
90002_20,6.280464558669194,88.28625549531122,0.8870631016347185
90002_21,7.127222071080494,85.1235485134096,0.9747114639151743
90002_22,9.091043078006694,77.13439338386003,0.9962499556650285
90002_23,11.033085885272854,70.1677358560889,1.1067170445690448
90002_24,13.00125831640174,61.99356735597323,1.2592410131953573
90002_25,13.85984581983172,56.69869992916883,1.392392259672263
90002_26,14.877647326147994,52.94646812822354,1.493695201720791
90002_27,15.514605186603971,50.89852460770674,1.7435345260493609
90002_28,15.982787940174536,50.064548584548824,1.9109090173210326
90002_29,15.763936647860657,51.65983966242807,1.6444846517003138
90002_30,14.217945073788648,60.23138821347606,1.1421854418100077
90002_31,11.948186284065505,67.04294542774502,0.9987670580090212
90002_32,10.057803033961724,73.16986255130061,0.962722602355228
90002_33,9.190377642039584,78.20656273170185,0.9913675587056843
90002_34,8.714431907435214,80.82748470548749,0.9372269756087072
90002_35,8.46873832133885,83.29370436872227,0.9250003188338414
90002_36,8.14029424318358,85.73140538430972,0.9157348768115356
90003_00,10.5,37.0,1.2
90003_01,13.1,35.0,2.2
90003_02,13.9,38.0,2.7
90003_03,15.4,38.0,2.7
90003_04,15.670309571353524,39.58343940488284,3.650603546775027
90003_05,15.042827074314399,42.773130257022416,3.7107067193311356
90003_06,13.709170145789997,47.64483968893528,3.339314575020261
90003_07,11.677699298863335,52.78173838401554,2.8488239418591896
90003_08,9.93767485796093,58.133244683080164,2.165158172850741
90003_09,8.714043304504656,62.610908661764086,1.6116767400830956
90003_10,8.177699364329374,67.22551641275152,1.4244823729170026
90003_11,7.781434947152642,69.81407922960942,1.5830905052738389
90003_12,7.309152951151361,72.80374909677836,1.6026091650001073
90003_13,6.867900951619432,76.22289597938915,1.5263169555165297
90003_14,6.531363802248989,79.12020431712193,1.4842838788637889
90003_15,6.122836753118911,81.02166337237277,1.380562940003687
90003_16,5.725563382860845,82.87350450609595,1.1747981419517206
90003_17,5.202477973891267,84.55213539002422,1.1732154241857256
90003_18,4.8457807008145934,86.54046273831736,1.1544869630745827
90003_19,4.757307457141281,87.52252592864879,1.153756916496839
90003_20,4.7355488649037705,87.44361033162564,1.2162700959822188
90003_21,5.831820348115957,84.15938862936183,1.270531159614454
90003_22,8.472634136161364,75.14665189705032,1.3908080378275345
90003_23,11.284040296392515,65.75862068194085,1.6177019856161263
90003_24,14.147140813754827,57.80484480164141,2.029510657686869
90003_25,15.601812718888162,51.588459514871744,2.8976494883883768
90003_26,16.302520236492462,48.08582483235196,3.6895382012851146
90003_27,16.53227037319924,45.4235736466534,4.257983701513676
90003_28,16.530045290097007,45.32874660909805,4.61357449305638
90003_29,15.541189948316774,47.946648924004634,4.708681790487542
90003_30,13.906666435739279,54.46366152682497,3.7980164973357673
90003_31,12.136584659752677,60.219784929971645,2.9625839680422796
90003_32,10.533554066694773,66.75238463674857,2.229174903126765
90003_33,9.32459302334099,71.03101460596126,1.7073035648647112
90003_34,8.646085628781872,74.50194530855448,1.487009642769384
90003_35,7.920559485667539,77.65483409144784,1.3814097957045393
90003_36,7.45557853805338,79.4727749019071,1.2212049186320855
90004_00,11.7,50.0,0.55
90004_01,13.3,46.0,0.7
90004_02,14.7,43.0,3.1495
90004_03,15.8,42.0,2.02475
90004_04,16.21522998986488,43.01214297662804,2.146546382165032
90004_05,15.64925944913333,46.53135668913564,1.8688379915035678
90004_06,12.870302942755686,57.10855169773419,1.2825179152948047
90004_07,9.612017534189102,66.95125675647209,0.9759245679685944
90004_08,7.405600677821465,74.07410597442285,0.845324550557814
90004_09,6.514882193072578,78.74555258150605,0.8343359865596747
90004_10,6.322976513415366,81.88347863953736,0.8720715439165639
90004_11,5.98983481525891,83.9901194532259,0.8557751692281024
90004_12,5.75347480456529,85.68958925008083,0.8259842081438729
90004_13,5.23961791656935,87.63824352367537,0.811199559496754
90004_14,4.8842981968452905,89.20656543514384,0.8036445125936951
90004_15,4.599453036471057,90.01687035055933,0.8298945251963006
90004_16,4.44265795301574,91.09502103826038,0.833198091477791
90004_17,4.094636095044033,91.95921724523816,0.8238130742272287
90004_18,3.922865777820499,92.6677748488688,0.8330076625614048
90004_19,3.940911169383591,93.4995252041111,0.8405740618239075
90004_20,4.353736126119976,92.77632672354488,0.8095595244602347
90004_21,5.573024655723539,90.39787983161408,0.8377227572382542
90004_22,8.295191958296924,82.51260727427216,0.8571658785990088
90004_23,11.52649674862767,72.22497327269149,1.008744544621444
90004_24,14.078792660426128,60.65511100171911,1.131902587052525
90004_25,15.560248168129439,53.8932126495859,1.2895897596743389
90004_26,16.456896250799225,48.89633161822988,1.458050499898923
90004_27,16.862566319972995,47.34353054959626,1.629669446242311
90004_28,17.161106492448575,48.114489759729565,1.6430553669972277
90004_29,16.51586535889287,52.03044311478022,1.4246674643221342
90004_30,13.750176819984283,63.179834761075554,1.053695991183289
90004_31,10.761480518877507,72.6301288518191,0.8665286246025125
90004_32,8.687806383542886,80.02975307437777,0.8306684975035067
90004_33,7.582294544190987,84.2528844767173,0.8305526855842199
90004_34,7.101270570828253,86.2914012302495,0.8264326550553328
90004_35,6.915006776149326,87.54520053171133,0.8344355804084497
90004_36,7.070190521490855,89.11584905529618,0.8299054633555061
90005_00,12.4,44.0,0.9
90005_01,13.3,42.0,1.3
90005_02,13.9,44.0,1.7
90005_03,14.6,43.0,2.3
90005_04,14.962105574803314,43.6669461019266,1.8986295203305805
90005_05,14.5660556766958,46.45460195831318,1.5317241479859933
90005_06,13.644757161761895,50.309683300920796,1.1449683874705672
90005_07,11.46515739467002,56.285391301183914,1.018098899231319
90005_08,9.716877788334259,60.98494671357595,0.9344070492128693
90005_09,8.365438363922683,64.8359254982804,0.9099000965627098
90005_10,7.870966610823685,67.76381266294533,0.8891187084022327
90005_11,7.277171176876558,70.06417259619222,0.8482327037660001
90005_12,6.91529694236096,71.88574456347868,0.8585736046728969
90005_13,6.760428883260326,73.93299922465836,0.8621467995036606
90005_14,6.380790882377927,75.3816631598394,0.8574148886069884
90005_15,6.0730303859730235,76.63413729683509,0.856544575859524
90005_16,5.750901594784171,78.70657130726667,0.8615619716114681
90005_17,5.35191620443436,80.42009786577432,0.8895049067931586
90005_18,5.254057978662198,81.47168073633331,0.8897491397625408
90005_19,5.2314115643323404,81.68880907670919,0.8742856064363025
90005_20,5.475482053243531,81.49492882918992,0.8614881724263244
90005_21,6.711893251306637,78.96850551147342,0.8666704493733273
90005_22,8.796884293806222,73.35173726747259,0.953074718665381
90005_23,10.860377997808932,68.06099917843433,0.9460453879694791
90005_24,12.464821751315888,61.417395844317745,1.2754416893936054
90005_25,13.425309777019637,59.060444634860914,1.5285470202708138
90005_26,14.53650144269592,56.97042881187261,1.6968073569577895
90005_27,15.112733055209514,54.72188597485952,1.6927436638766156
90005_28,15.401332127396657,53.590747187266565,1.5432555671956598
90005_29,15.118958091966896,55.28740314852728,1.2783436661430523
90005_30,13.898250342064667,58.34850956326046,1.0679809457132268
90005_31,12.355615966990321,61.9295652149874,1.0078189355953031
90005_32,10.935269670474437,66.42091062626612,0.9555577162794199
90005_33,9.87360723523971,69.85291827863287,0.9404832513649263
90005_34,9.449111718150897,72.94788977718828,0.9300893472500553
90005_35,8.89047614923539,74.90884752644926,0.9121362445674247
90005_36,8.560189067980383,76.9788304267088,0.9254132552027499
90006_00,15.1,49.0,4.5
90006_01,15.8,47.0,3.5
90006_02,15.8,46.0,5.7
90006_03,16.0,46.0,5.2
90006_04,15.883192963293531,46.72902166896218,3.962135973878868
90006_05,14.558459524115166,50.44087579862765,3.334106651555316
90006_06,12.616202489290242,56.82334663790213,2.3436708106225814
90006_07,10.700652968972314,62.88145234196946,1.6229533161555385
90006_08,9.226714469031045,68.095934457682,1.2592146869456742
90006_09,8.22992030325901,71.61130011154847,1.1097811225898222
90006_10,7.492237673952551,74.93353475323799,1.0534720353967566
90006_11,6.9042536954038205,76.92254560663305,1.0151724900788348
90006_12,6.734902508385811,78.89641350991697,0.9802127005115722
90006_13,6.317661588396539,80.42176428869018,0.9573811978918947
90006_14,6.149376519041559,81.28640492118396,0.9051049915980494
90006_15,5.766699077252806,82.31076044620804,0.9034578261143127
90006_16,5.283557556334648,84.10396261861234,0.8937159011314663
90006_17,5.009810129603274,85.04240221354355,0.8556491650227552
90006_18,4.641927312229297,86.34295670015563,0.8539549706926006
90006_19,4.570816998402542,86.91300425269789,0.8533082431987229
90006_20,4.7421239404321165,86.63879738796518,0.861247423010176
90006_21,5.506216230254315,83.95647598359879,0.8597373741229726
90006_22,7.910099663992302,73.72209527281613,0.8423136688800095
90006_23,12.328990397506672,58.50999668432011,1.0414478318338936
90006_24,15.335062368698221,47.47015600711055,1.4413599902113239
90006_25,16.425573629040898,41.56668728880222,1.9050116689838286
90006_26,16.95335484951643,41.044143286502795,2.411908150444109
90006_27,17.152341285959167,41.231077943954574,2.5784755936138515
90006_28,16.95986261267849,42.991446187573615,2.411196443168573
90006_29,15.819771016435535,47.240524399423315,2.3285065818437887
90006_30,13.7252424424943,54.14186893025363,1.616555897067604
90006_31,11.268769479249832,62.660585415687436,1.2614605522990905
90006_32,9.873233415093713,69.55755536594626,1.0891821535175028
90006_33,8.819900499489174,75.18234932650942,1.0082395991592978
90006_34,8.356880641618249,77.38821999284228,1.005158507074882
90006_35,8.066241947629871,78.82216910594127,0.9852597231533687
90006_36,7.698192803334666,81.19666418673695,0.9647295624251064
90007_00,7.0,41.0,1.0
90007_01,10.1,36.0,1.9
90007_02,12.3,34.0,1.3
90007_03,15.0,33.0,1.0
90007_04,15.091914880769137,35.29936234500385,2.885562071086993
90007_05,14.285572013546064,38.14707539159359,3.8177866317035183
90007_06,12.73859410650794,43.21181573639669,3.85247125219931
90007_07,10.87361838193898,48.903974301978,2.8900067378574867
90007_08,8.875248769364399,55.10360774465662,2.1219713906701028
90007_09,7.362956529288733,60.39667421965684,1.6151499478311722
90007_10,6.156573694355456,65.99102155785394,1.4220209569180267
90007_11,5.376336931732136,69.61476574960633,1.3806374636570826
90007_12,4.8276700687344904,73.90413595819729,1.1854801937231179
90007_13,4.464411465833038,77.14908169684513,1.113454321794558
90007_14,4.117088313425586,79.96851845245858,1.0771302521659358
90007_15,3.779240682579347,82.73015761686422,1.003783671739017
90007_16,3.1809551726001195,84.85735248210025,0.9836496897766066
90007_17,2.6350292885679982,86.9188045902547,0.977343406908969
90007_18,2.165697617894159,88.3608742349112,0.9648190803874892
90007_19,1.9461835256507019,89.09150479755154,0.9231474996810974
90007_20,2.1566982421399183,89.04548214996848,0.9000157598525219
90007_21,3.332347399750039,87.27987343470136,0.9038034212302765
90007_22,5.57431101066803,78.25777239662519,0.8946082511530803
90007_23,8.833683312884784,65.89408679011188,0.9970225119779527
90007_24,11.267596867193582,56.28337200790146,1.382227001656014
