FORE_data,t2m_lgb_global_q,rh2m_lgb_global_q,w10m_lgb_global_q
90001_00,15.1,50.0,1.1
90001_01,16.7,45.0,0.6
90001_02,17.5,41.0,2.1
90001_03,17.9,40.0,1.4
90001_04,18.06904085308164,40.39061524628912,1.8149982881835667
90001_05,17.631588682980446,42.196791910304945,1.786268459051886
90001_06,15.397451148065002,50.68517806819273,1.1642155765947946
90001_07,12.72268820324318,60.70941931037608,1.0449870724889532
90001_08,11.073119580699641,68.6395778425616,0.9985242701504692
90001_09,9.970650711665288,73.98974330646057,1.0398104889365258
90001_10,9.477603235225155,76.59326219552405,1.1554718130267312
90001_11,9.168067147999091,78.4645701792437,1.27242468373727
90001_12,9.094869891718714,79.25835974416317,1.2795288264587232
90001_13,9.240972154064925,80.26675014575761,1.29070902462865
90001_14,9.081314537161683,81.93562492037171,1.2059231396521264
90001_15,9.069641824891066,84.06589678524423,1.1592518430971674
90001_16,9.100491152356389,85.57233197792566,1.1496921379178362
90001_17,9.045645855721661,87.21739577291356,1.1216160766668846
90001_18,8.75097745698193,88.08153999309634,1.1236882197547857
90001_19,8.839430180458457,88.84534852071626,1.1560019583026246
90001_20,9.534255805401447,88.43375852856256,1.1506187228279545
90001_21,10.294031816274902,86.79127814747112,1.0551758265730635
90001_22,10.973155363502537,86.01123351658454,1.083026151049273
90001_23,11.335185595506672,84.42855863383436,1.1205363754495359
90001_24,11.669028934686624,82.46147768579348,1.1464987863050984
90001_25,11.428775818933648,83.13751351116065,1.150523251083851
90001_26,11.168711745486492,84.05968645796757,1.1680928948392166
90001_27,10.57599801686257,84.76544087666822,1.2545628339198978
90001_28,10.236205978818932,85.78548272641163,1.278318762809546
90001_29,9.496028266960574,88.31731544814147,1.1578831528266034
90001_30,8.950020569334738,89.75330789350731,1.0609108916946994
90001_31,8.425338281900894,91.02695063863638,0.9805342686657385
90001_32,8.064477016289757,91.90407177525609,0.8709870233168268
90001_33,7.73922090646508,92.5020660004748,0.9031049510531031
90001_34,7.401519420027715,93.1105004840288,0.9463402600043022
90001_35,7.159809406062877,92.9840394768828,0.9225883821754943
90001_36,6.827069018140074,92.9770228955202,0.8967545422462343
90002_00,12.7,59.0,1.2
90002_01,14.0,56.0,2.0
90002_02,15.7,50.0,1.8
90002_03,16.3,47.0,2.4
90002_04,16.762457635360644,46.871781349674926,2.278400258324224
90002_05,16.338620729652373,49.50666711442016,1.9320259427124995
90002_06,14.500735960236096,58.53579537579932,1.330404635087888
90002_07,12.18932328314818,66.78570757443259,1.0692122885591164
90002_08,10.451067055654272,73.86928011523476,0.961132360175762
90002_09,9.20906946398309,79.47190468931893,1.014284405662959
90002_10,8.714431907435214,82.29768163886881,0.9665867411009489
90002_11,8.457364131303244,85.05659790546257,0.9600338525357343
90002_12,8.128184198635774,86.80041820045228,0.9381173212994672
90002_13,7.808995414075412,88.06154840942978,0.9310690748925552
90002_14,7.7610507795533055,88.90267029311646,0.9162013438505194
90002_15,7.852299204944706,89.61123354119981,0.9284596696676964
90002_16,7.8545804185365835,90.41867336283276,0.9533619584502495
90002_17,7.896375628697048,91.24096690954089,0.9046355501595641
90002_18,7.836619906739297,91.42204556959345,0.8766865944662364
90002_19,7.813104114828394,91.09938841372563,0.8490438045671281
90002_20,8.547650373169414,90.49041776382317,0.9003278449532212
90002_21,9.223230636503063,89.85976132215497,0.9093161056477326
90002_22,10.218865157627823,89.0710509875431,1.0515107332912883
90002_23,10.603065030827064,87.38760899462693,1.081585544802833
90002_24,10.695421925201577,86.06527070431697,1.3413129354199056
90002_25,10.670479224237749,86.5812359632441,1.4573967767300129
90002_26,10.503743511095001,87.38676249802067,1.6304021533086066
90002_27,10.121395027755144,87.84925160242722,1.8034539281577042
90002_28,9.901583904319985,88.53352450068465,1.7289396299181476
90002_29,9.527965838169349,90.20829693414215,1.5957774852465234
90002_30,9.04446808670347,91.62684163851647,1.490129869345085
90002_31,8.499550724039464,91.93200650312669,1.4697986033302661
90002_32,8.131725097129772,92.0995704681243,1.3805166006240828
90002_33,7.749494786040691,92.09603701436957,1.3900612423162433
90002_34,7.372196628512248,91.54123983037034,1.3782299220863468
90002_35,7.2307299401669995,90.86526536540416,1.3631856984895496
90002_36,6.886197529258686,90.66898881705049,1.3011412174529025
90003_00,12.7,52.0,1.1
90003_01,15.3,45.0,3.8
90003_02,16.5,39.0,4.9
90003_03,16.7,37.0,6.4
90003_04,16.679139190676587,38.67738228416481,5.489469489878919
90003_05,15.662644263679217,42.32594927971287,5.268848743941872
90003_06,14.166038932753493,47.95227937329924,4.264731678890827
90003_07,12.34791039368467,55.22993623359757,3.2022702104079444
90003_08,10.627102881990398,62.73175804251598,2.4760648653694037
90003_09,9.357373046547044,68.61647330046793,1.773725256916328
90003_10,8.370303475487873,73.44309505298334,1.4704858673273629
90003_11,7.763122667899819,77.28895074970161,1.3270164639722428
90003_12,7.278868189844464,78.90735902961205,1.2010542601588858
90003_13,7.1508514956093325,80.77485502529304,1.1467446329734765
90003_14,6.840351038210921,82.68798371355365,1.2124807328752079
90003_15,6.468955166659528,84.01393428905654,1.2974619301590546
90003_16,6.305947631129889,85.28443121260074,1.3088016119165402
90003_17,6.406092264392707,86.38114944375629,1.371871913174503
90003_18,6.525779139938423,87.09728446629404,1.4182729520436723
90003_19,6.652904740304389,88.20027073785384,1.483415633950876
90003_20,6.980171197135141,87.83640753829427,1.8184398394826646
90003_21,7.415935350421626,87.47553942096542,2.1109376821332035
90003_22,7.847799633773398,86.20701485376377,2.436764613957731
90003_23,8.104045975911406,85.40368459972198,2.9717353994076214
