FORE_data,t2m_lgb_global_q,rh2m_lgb_global_q,w10m_lgb_global_q
90001_00,13.7,22.0,2.8
90001_01,14.8,21.0,3.4
90001_02,15.3,21.0,2.9
90001_03,15.9,20.0,1.6
90001_04,16.13638788624129,19.673277364373522,2.147561402416504
90001_05,15.385270362933946,20.615607199631096,2.078836840547347
90001_06,12.926271620842703,28.930777886241675,1.4719237638207594
90001_07,9.814022966163861,42.173031597131605,1.2682628278199093
90001_08,7.526125046279641,53.783978097369086,1.1019136985238622
90001_09,6.153919380980302,60.27709101171239,1.0963040142349758
90001_10,5.006820671117664,64.34715735764422,1.0313536633202993
90001_11,4.118950887173301,67.03654502206379,1.0276715738973243
90001_12,3.4313812926581844,70.5628434413696,0.9898569815826609
90001_13,2.860073832940894,73.40840859290807,0.9370486222015226
90001_14,2.138008676405452,76.02069106128779,0.866091242974673
90001_15,1.4512689705952464,78.22152633373511,0.8323435664039759
90001_16,0.8629894331452606,79.81181700890086,0.8679684023563741
90001_17,0.6112521557348811,81.42003721541496,0.860691260389355
90001_18,0.29682015600994854,82.09131467118863,0.8710643203484665
90001_19,0.0959515390360959,82.40812613619518,0.8321847064475243
90001_20,0.02185076223749661,81.26280876310744,0.8322142996650705
90001_21,3.1936443265302037,74.00485416827361,0.8162387067164417
90001_22,6.8317893211639005,58.17200427338098,0.8811936056896565
90001_23,10.52224084663539,41.7252354725964,1.2554030125744282
90001_24,13.106883941526075,32.637141985145625,1.5958562260099651
90001_25,14.703411918523862,26.411990336178608,1.7191675176066883
90001_26,15.821997980908135,23.169715717057716,1.9815642601449428
90001_27,16.542237608829513,21.915254155139156,2.2766427555197075
90001_28,16.8968529154565,20.912079060928473,2.451440344014372
90001_29,16.08012580830158,22.04333720256495,2.041390264835012
90001_30,13.400110829627126,30.387260385928645,1.5659229025328743
90001_31,10.04960122173439,41.92736486922983,1.217981091469466
90001_32,8.11169512548976,53.82350044345906,1.1032635300582387
90001_33,6.814682561949527,61.6182039839835,1.0790525241036084
90001_34,5.6596640391071515,66.50835501280248,1.023046362156645
90001_35,4.795231665787402,70.48931285034696,0.9370361530581958
90001_36,3.968795173623289,73.39679389080996,0.9120836682266761
90002_00,13.4,31.0,2.4
90002_01,15.0,24.0,1.5
90002_02,15.7,23.0,1.3
90002_03,16.0,23.0,2.8
90002_04,16.380087796586814,22.90551931712325,2.1903861692574376
90002_05,15.693862088432885,24.142470433345785,1.8761387792251456
90002_06,13.961974145896692,28.669410062987826,1.4331402621804454
90002_07,11.446044697941762,35.62130496660513,1.2097311104080128
90002_08,9.814647787161535,41.64459570835885,1.1025987021288501
90002_09,8.458433909966349,47.36406114725356,1.1369955359935766
90002_10,7.761194182441257,50.69385090271717,1.1261610025793067
90002_11,7.055107787564855,54.25297265113004,1.0867991122566976
90002_12,6.306737141250925,56.52537678029074,1.0204696244679035
90002_13,5.84261643457118,59.135078173055426,1.0236167556691256
90002_14,5.059899285333369,60.80235651861727,0.9660073613933718
90002_15,4.589800957472187,63.56626250676089,0.9006256080212797
90002_16,4.114378716771354,66.2117512205446,0.8849420478012163
90002_17,3.7868922359749217,67.84822758216666,0.8650797838253732
90002_18,3.273653043716468,70.14715658695238,0.8480457846338539
90002_19,2.957236447811571,71.01890910910615,0.854974106897572
90002_20,3.279775460385882,70.14709194824346,0.8666174504323652
90002_21,4.993221130802081,63.265077552005124,0.9040617046336094
90002_22,7.865379078600989,52.00091430805565,0.9614127176992638
90002_23,10.725059883119204,39.265344630064796,1.0352974301169586
90002_24,13.030442119548361,32.46366964222017,1.1923074718672628
90002_25,13.992207051130825,28.74898697014564,1.2161679336373388
90002_26,15.000132816380786,27.514743965524797,1.297223799165354
90002_27,15.506292579730244,27.295831293806103,1.3556388385301288
90002_28,15.917695617548794,27.333638724763052,1.414365041778359
90002_29,15.202487998813082,28.705200291722257,1.254595094759644
90002_30,13.259129945057506,36.38415888552333,0.9833049764344183
90002_31,10.400699250091758,45.862440757014355,0.8735491489974068
90002_32,8.404611886925153,53.99146184467188,0.8457333078941781
90002_33,7.412423255915309,59.08868782598921,0.8969000886391185
90002_34,6.568593814838538,62.49279647506037,0.8798295992523257
90002_35,6.023761961494305,64.85122348569678,0.8347434166193308
90002_36,5.5271958057988275,67.76276120609771,0.8246246586131607
90003_00,10.0,26.0,4.9
90003_01,11.3,24.0,4.2
90003_02,13.3,22.0,3.6
90003_03,13.5,21.0,2.2
90003_04,13.67223179615287,20.71950462080918,3.0388581304408184
90003_05,12.78592977481903,22.089291488022848,3.0488695825562386
90003_06,11.135994347097228,26.118378089540595,2.8555463303304185
90003_07,9.460500124120346,30.904493902537254,2.7504386736592363
90003_08,7.8789222971412105,36.07391466112212,2.487513186242042
90003_09,6.862654345953954,41.05310957674903,2.2586775723031596
90003_10,6.034381274757707,45.3539265902348,2.2071587478785655
90003_11,5.115536200775986,49.0639805555186,2.0888379362205383
90003_12,4.411277562843213,52.22532221507424,1.8907921211689522
90003_13,3.4149195981158713,55.5407251925266,1.6911869469539074
90003_14,2.865518922822971,59.27706950170765,1.5663687464591853
90003_15,2.1167663516410804,61.63176891113202,1.5275837382338155
90003_16,1.497359891096379,64.60254662090759,1.5037389509384362
90003_17,0.9078792578858748,66.51525992008496,1.4355643716934998
90003_18,0.4989049573308816,68.96033237216709,1.4303096602067369
90003_19,-0.03763255763471645,70.89702369747899,1.4548712821329366
90003_20,-0.4622728377142434,71.01112635321522,1.350717516770237
90003_21,1.5714525703936508,64.57571488596318,1.4680091688609798
90003_22,4.899076443527406,52.07149260749065,1.5798544614933314
90003_23,8.599303896974071,37.444091134011465,1.6849423284541967
90003_24,10.545385989982533,29.17045072093147,2.0616023815697027
90003_25,12.132799712218263,23.846452653685347,2.258255865287224
90003_26,13.050100427568985,21.343399632570893,2.4722338347275676
90003_27,13.785909704809637,20.185190234821885,2.5436557281785506
90003_28,14.422016752153587,19.930654254217764,2.509202469482528
90003_29,13.97852168886272,21.369077757194948,2.281906656825418
90003_30,11.63781120530624,26.74674215184298,1.9550589788313288
90003_31,9.47126531062901,33.012878420281474,1.8539465486964335
90003_32,7.5987211955792215,40.36538106655116,1.5048192054117369
90003_33,6.500206317446949,45.555921553097164,1.4592313903648957
90003_34,5.781338477957983,50.03583775096036,1.5463685120607387
90003_35,4.802222727626874,54.14208893972706,1.5056097073530312
90003_36,4.219877781023174,57.389566996265586,1.4818308590955935
90004_00,12.8,28.0,2.3
90004_01,13.8,26.0,2.5
90004_02,14.9,26.0,2.0
90004_03,15.6,24.0,1.5
90004_04,15.791188330521837,23.714450001227966,1.7552799914844999
90004_05,15.032710347600288,25.076148422532224,1.831535088442818
90004_06,11.929422042437162,34.37806496298946,1.2968786497184217
90004_07,8.987461289878153,45.782214851594176,1.0608504340035048
90004_08,7.094709361052368,57.71806825254188,0.996954751989704
90004_09,5.68282058276892,64.31738966160023,1.0064764091274672
90004_10,4.59584359258745,68.8769125990201,0.9665226797976882
90004_11,3.8477337843892343,72.5480558822979,0.955700700742489
90004_12,3.454034097036503,75.97023319437183,0.934074375862759
