FORE_data,t2m_catboost_global,rh2m_catboost_global,w10m_catboost_global
90001_00,15.9,26.0,4.8
90001_01,16.5,24.0,5.3
90001_02,16.1,25.0,5.9
90001_03,15.9,26.0,6.2
90001_04,15.93791399182211,25.46355566606092,5.325756807548959
90001_05,15.009459141111085,26.17301300066946,4.850110006572405
90001_06,13.499265288338734,30.83392361093619,4.093853907382689
90001_07,12.297534320476203,34.212914922889404,3.709985688057545
90001_08,10.986233243042088,37.624204174919164,3.2417772073849656
90001_09,9.844383460405439,39.53743663116219,2.7880637977519696
90001_10,9.005310686736987,41.3156886864953,2.4822799286550614
90001_11,8.595721798390956,42.80126419708016,2.3600932642503314
90001_12,7.845956420045079,43.73332171217312,2.0861003432266565
90001_13,6.8940521872648075,45.13077978523467,1.9716543291889748
90001_14,6.38847056323121,46.902158716332934,1.9402234685861435
90001_15,6.131800931205384,46.96296595369859,1.9627332654659144
90001_16,5.551691323886084,47.50223149431679,1.8267636844314692
90001_17,5.043245659476382,47.7867626711688,1.7550268278470091
90001_18,4.695313765792455,47.62199423376846,1.7179070344487744
90001_19,4.703829394312529,47.47060877006748,1.7430545144966274
90001_20,4.877184813949752,46.869100745365046,1.7559014975398892
90001_21,6.4209873696220106,40.90010150764672,1.9319456021439567
90001_22,8.835527244466354,31.168329821203073,2.689790582484695
90001_23,10.767745959669664,24.835613669209167,3.24605926489167
90001_24,12.06407173226725,20.910986172731228,3.7772422104920973
90001_25,13.416580446427087,18.13776599686868,3.974734119344877
90001_26,14.631296274997954,16.600264491548035,4.2045379051917005
90001_27,15.490250586190019,15.85738042987217,4.1940873070071625
90001_28,15.721331067514857,15.421267307967332,4.03304592759055
90001_29,14.939780671636996,17.43173902912017,3.6658464213546185
90001_30,13.4336596328415,21.014011701442783,3.005889715344017
90001_31,11.815950446495224,25.44477509841261,2.7383999158682313
90001_32,10.447419717764351,29.45805735316301,2.4108905312366447
90001_33,9.385666500470137,33.01637160023888,2.0320474263531443
90001_34,8.552251878043652,36.67723525772706,1.8356505223374147
90001_35,7.6008988297781555,39.79571498401638,1.6416166727562265
90001_36,6.83391413445812,42.30403526854268,1.4926132507636198
90002_00,15.6,26.5,4.25
90002_01,15.8,27.0,6.5
90002_02,16.0,27.0,3.7
90002_03,15.4,30.0,4.3
90002_04,15.674012125690405,28.89027777597192,4.531069896202955
90002_05,15.330732757239332,28.541960643217852,4.421070799416123
90002_06,14.279383261718722,31.082669316527276,3.8631408740107362
90002_07,12.867081292439597,35.76175506930902,3.5688868435043295
90002_08,11.549678065520267,40.937382445753755,2.862905227085545
90002_09,10.56287339978932,44.16875077451797,2.3380457480623176
90002_10,10.023059122113802,45.44623115149195,2.3574331593067104
90002_11,9.163454729172727,45.78051398785419,2.177188147425559
90002_12,8.813265787939084,45.33711260793219,2.2820091472471677
90002_13,8.572686927256678,44.677416339729426,2.360039716575554
90002_14,8.281808226270492,43.93167506454906,2.4689694020058006
90002_15,7.880890658722663,43.49025863420255,2.360466015929744
90002_16,7.528472939743625,43.51975882905696,2.277090033344675
90002_17,7.488924751190238,43.05142003977398,2.2661520446889236
90002_18,7.114072760685626,42.801260080312176,2.5074688854384464
90002_19,6.955688053064187,41.496751158730746,2.77496148705635
90002_20,7.28148096627957,40.428643103183866,2.9085649421131015
90002_21,8.425444634561345,35.79207459920617,3.2276622253381024
