FORE_data,t2m_catboost_global,rh2m_catboost_global,w10m_catboost_global
90001_00,13.6,44.0,0.9
90001_01,15.4,39.0,1.1
90001_02,16.4,38.0,1.4
90001_03,17.3,38.0,1.7
90001_04,17.588121691684574,38.738246951922896,1.868472643255487
90001_05,17.08782830851247,42.18179500776285,1.6150458747524103
90001_06,14.732436982657807,52.157951996171185,1.1195491614605075
90001_07,12.680871172316813,62.04199008313828,1.000809171316754
90001_08,11.118545710199488,69.43532832960973,0.9931130980890553
90001_09,10.158374599556097,74.33382167249968,0.9717197591710734
90001_10,9.707568351676432,77.31193617865782,1.0986218126276364
90001_11,9.465590549322991,78.98802627947086,1.2139109282527218
90001_12,9.252958154166102,78.51610648874377,1.3013830410533052
90001_13,8.99301080197527,78.22919910081225,1.3795728650927375
90001_14,8.682773340047323,78.43139481391664,1.3836853065342016
90001_15,8.54569069912743,78.70683213710952,1.3088873545213062
90001_16,8.069923547651065,78.90084304365641,1.2821003687831012
90001_17,7.504413612785252,80.13302518356556,1.207574041898111
90001_18,7.23634919823508,81.70940952021341,1.2141584313014806
90001_19,6.835025781199091,82.56598123042376,1.1678234517157315
90001_20,6.7464751865072845,83.55623317441672,1.1317283807401064
90001_21,8.063276286284747,79.1445237722117,1.205866231314822
90001_22,11.092548608987379,68.24467305972472,1.2588363688186983
90001_23,13.698218530566155,57.78128969700197,1.354557897846687
90001_24,14.991667004522446,50.40969493550983,1.560816862009445
90001_25,16.15456920894923,47.32807213961363,1.6555712269092107
90001_26,17.16126617700182,45.10048885133497,1.808397849534239
90001_27,17.735060485060515,44.13008616971131,2.0847303257496206
90001_28,18.036227320293005,44.01672791652441,2.155610241004057
90001_29,17.68741051136511,46.32942846059056,1.946294370001597
90001_30,15.663617462052276,54.32629346881789,1.3194669881072287
90001_31,13.506693053901564,63.294679997317736,1.0638379038601342
90001_32,11.954529429805795,70.35548018409636,0.9666369748537167
90001_33,10.871696163952635,74.22733315087056,1.0064287815013755
90001_34,10.255246185214778,77.36014447909045,1.075235704477712
90001_35,9.905084684877057,78.89095924227192,1.166946315063828
90001_36,9.610003192460773,78.27764371448417,1.2364902976635386
90002_00,11.9,53.0,1.5
90002_01,13.3,48.0,1.7
90002_02,14.3,46.0,0.7
90002_03,15.5,46.0,1.5
90002_04,16.126516451250918,46.10205150113098,1.5635715812269637
90002_05,15.968754620615211,49.26277360196677,1.3797109212549268
90002_06,14.18057237913053,56.1077847794735,1.0543648258149607
90002_07,12.140778415429471,64.78374483509543,0.9432962690930111
90002_08,10.74575358058172,71.32195410586665,0.9352507213085519
90002_09,9.596098743507522,76.18814775196208,0.9482506402743272
90002_10,8.883296798852601,79.79334655452176,0.9158063187777836
90002_11,8.33871349502597,82.23052031064879,0.8912099326881207
90002_12,7.996906154061421,85.27192543526544,0.8743511291118459
90002_13,7.733593670629133,86.85527380691092,0.8872814211588865
90002_14,7.4192334752454965,87.24050549878176,0.8774391483639741
90002_15,7.022097271464636,88.60280848810764,0.9057914485844467
90002_16,6.758143447815737,89.340480320641,0.9294537233429984
90002_17,6.462146838288633,89.61491386178116,0.9025525008530193
90002_18,6.416596441887328,89.41863690913914,0.9318042220165726
90002_19,6.36811826394372,89.27628537944348,0.9057577342151261
90002_20,6.352034418265682,88.19164870666867,0.93176211799875
90002_21,7.108481994417484,85.57874374455103,1.007901840402887
90002_22,8.651835751161924,77.9990480139856,0.9892988298227926
90002_23,10.587575126617368,70.02777893928229,1.0125057912507454
90002_24,12.441691876811843,62.7713249118367,1.136753534531944
90002_25,13.60599998805538,58.81994273399132,1.2130022342525288
90002_26,14.688524031092074,55.541068309802625,1.3331531150395879
90002_27,15.675829088320382,53.92970274964783,1.5408824692731529
90002_28,16.1412490227369,52.263715796904236,1.7438203805116383
90002_29,16.181061052956146,54.15193902617289,1.6015679147290596
90002_30,14.76091157234506,60.01967597796784,1.1706116212966993
90002_31,12.84744551700007,68.65620408136006,1.0102436655327929
90002_32,11.296466204543787,75.53139076025447,0.9880602298666747
90002_33,10.080842012301822,79.8496292435351,0.9787639028023019
90002_34,9.12690960777254,82.67504898397974,0.9411585080528364
90002_35,8.666789639433555,85.3921430135088,0.9241455058891413
90002_36,8.472045646741506,87.12713224909363,0.9124332518821263
90003_00,10.5,37.0,1.2
90003_01,13.1,35.0,2.2
90003_02,13.9,38.0,2.7
90003_03,15.4,38.0,2.7
90003_04,15.206261214053475,39.54710435531573,3.6015917711678114
90003_05,14.603108267632201,42.9877629090422,3.6681060282265885
90003_06,13.277775565597437,47.97998800539935,3.2210363778958526
90003_07,11.600302951078936,52.60059640824087,2.5790686684228983
90003_08,10.284112031492143,58.77603408582397,2.008986644771649
90003_09,9.304368103207231,64.10385347528057,1.6181216387402164
90003_10,8.402374158132767,68.36898377861817,1.4718311982260657
90003_11,7.963629511960109,71.84783215380455,1.4940532889127296
90003_12,7.6985149895352585,74.14051487893623,1.4645183744487242
90003_13,7.211131818019539,77.11032790970009,1.374945455437977
90003_14,6.845914783367128,79.94186631299569,1.273924309270797
90003_15,6.440691867348717,80.8788231836622,1.1709750273211104
90003_16,6.029283174659716,81.93984277768179,1.1071515382730177
90003_17,5.6601144192904576,82.65901585619578,1.0803225694743175
90003_18,5.041916120226166,84.38651169944568,1.0261406871090386
90003_19,4.789284550350766,85.77795067886308,1.0876131694410036
90003_20,4.6879528956290555,84.67668319126513,1.0954435724152436
90003_21,5.680898951329843,81.85120839886802,1.1690175912859742
90003_22,8.116633945053415,72.68815444265756,1.3097428599757015
90003_23,10.594821087375509,65.3947727941613,1.717530724210227
90003_24,12.666373424083302,58.23650729081739,2.1205855530335307
90003_25,14.008051953207017,52.35999148544158,2.9955258414654473
90003_26,14.906950713618324,49.526598746329654,3.6811961572616165
90003_27,15.373739460348999,47.870656616789915,4.168746834905198
90003_28,15.177206133903017,48.121318770635135,4.417088548904519
90003_29,14.285299243490416,51.81059278037831,4.329749842778703
90003_30,12.867591337601413,57.43242522762456,3.5406355270992544
90003_31,11.538669658706747,62.306433720910206,2.799572429133449
90003_32,10.30976439817214,67.62464660748108,2.1548264617342427
90003_33,9.191273315686425,71.45212455102781,1.711351786486609
90003_34,8.288066925873329,74.78397889546004,1.4848015233755125
90003_35,7.396749879103547,77.91899059451445,1.341457204148744
90003_36,6.9106279848018906,79.9216477349262,1.2494061935856353
90004_00,11.7,50.0,0.55
90004_01,13.3,46.0,0.7
90004_02,14.7,43.0,3.1495
90004_03,15.8,42.0,2.02475
90004_04,16.232887630907403,42.674154538517485,1.9805421579026306
90004_05,15.761091134887991,45.96977377471579,1.6566383840494054
90004_06,13.391866099178491,54.61004817609457,1.094921629325902
90004_07,10.889508502001048,65.12061328859193,0.8812363185287035
90004_08,9.083926019468691,74.44857633696309,0.7928343419894045
90004_09,8.181414812065217,80.37479041248709,0.7979241618175321
90004_10,7.544211361671091,83.4842506283937,0.8231258334267033
90004_11,7.124182522163371,85.19157970736852,0.7969810636052258
90004_12,6.525649892326063,86.6083016436659,0.7490623653241911
90004_13,6.211200450247805,87.41660185644672,0.8190920745804413
90004_14,5.758946807645263,89.50530249260875,0.8103348185708591
90004_15,5.385197707258456,90.20469339135926,0.8066307912748292
90004_16,5.049693514788154,91.98798167745488,0.8102294153784344
90004_17,4.763537089366085,92.84348695437536,0.7973927048635944
90004_18,4.497863393591093,92.86139676907499,0.7846707556160415
90004_19,4.137265200778065,92.72667923670893,0.7644308464349618
90004_20,4.119748955406661,91.83403549745519,0.7542419079211276
90004_21,5.6860078185672265,88.1450127442241,0.8470422277424523
90004_22,8.115220210652295,79.94210159683611,0.8781890347668501
90004_23,10.770396375201555,68.95222736294936,0.9850649219182388
90004_24,12.957588415709527,59.73369696488092,1.1272170085323796
90004_25,14.418231300463866,53.48023958001265,1.2552532005738082
90004_26,15.555394010256423,49.5854781777962,1.4934494270748784
90004_27,16.29922470661761,47.60751405749448,1.6116067617124668
90004_28,16.47955606792952,47.62853330984466,1.6546518365032936
90004_29,16.04751028829057,50.53957477034401,1.379484174246593
90004_30,13.68526086577904,60.01571601403124,0.9435992373515878
90004_31,11.236008916533217,70.9237771702091,0.7503909295616001
90004_32,9.558927766161675,77.45159236591671,0.7634958413852305
90004_33,8.518480644067049,82.97945415328876,0.7726167022161279
90004_34,7.8833569786996955,86.13615022378812,0.8111751439571143
90004_35,7.380269372737604,87.73814768325461,0.8579998363379955
90004_36,7.078214984252471,89.29926724248759,0.8274425034874519
90005_00,12.4,44.0,0.9
90005_01,13.3,42.0,1.3
90005_02,13.9,44.0,1.7
90005_03,14.6,43.0,2.3
90005_04,15.140203263596034,43.215425238798005,1.891086651602682
90005_05,14.8133258722304,45.397467497705954,1.5429469836688
90005_06,13.674869912390465,50.57000597268848,1.2111673848573306
90005_07,11.813213755716308,58.42409488422893,1.053449777701202
90005_08,10.480954353905453,65.59849205903845,0.9070071724786006
90005_09,9.604326542591247,70.9654980890537,0.8841197228293742
90005_10,8.892232487397727,73.39648491673435,0.8306154086996262
90005_11,8.350669508541978,76.64312169467789,0.805570137885534
90005_12,7.993768061913873,77.88124810936566,0.8070780625635224
90005_13,7.753806996838429,79.30352004960102,0.813452541668831
90005_14,7.362798132980257,80.61679202953725,0.8188519849873039
90005_15,6.960849739009732,81.76448366187903,0.8292467521534008
90005_16,6.580657392900101,82.64422735636398,0.8202636967001254
90005_17,6.2914786290275035,84.4868532224462,0.8069817623589096
90005_18,5.989071926719531,86.28198950372943,0.8187892851259302
90005_19,5.640280930796821,86.60517437556784,0.8093740382977337
90005_20,5.640370481264873,85.27307439811595,0.8131296365736889
90005_21,6.636053514593655,82.26698597610383,0.8408007418267216
90005_22,8.388859825724978,75.97167814858335,0.8756506699358828
90005_23,10.392798799406718,67.96394484783002,0.8971019203808825
90005_24,12.270165273797558,61.81100361435353,1.182408490963529
90005_25,13.385174119247644,58.342748390613245,1.3047107155592934
90005_26,14.015927141875917,57.17340689036783,1.4208627369484585
90005_27,14.715845914158853,56.18230917144226,1.4457069009244465
90005_28,15.14999398124133,56.429640901491986,1.4409945083875886
90005_29,14.957931715345792,58.24704774170062,1.3407923683809435
90005_30,13.912679695811928,61.958318623468436,1.134370771896883
90005_31,12.413468204342008,66.31285026248504,1.0422474842677099
90005_32,11.092816743702336,71.52362818614537,0.9621984800109451
90005_33,10.298524022624859,75.02362488931799,0.9161015137077058
90005_34,9.699502918945544,77.61594332797605,0.909427352626691
90005_35,9.303002391453061,79.83549653345376,0.8899102760614436
90005_36,8.929878326935292,80.74365450422881,0.8763235220391766
90006_00,15.1,49.0,4.5
90006_01,15.8,47.0,3.5
90006_02,15.8,46.0,5.7
90006_03,16.0,46.0,5.2
90006_04,15.484061442884922,47.37165089876177,3.805150092067056
90006_05,14.142348475373707,50.661063397804476,3.1444041011534027
90006_06,12.260569082517605,57.411501823982746,2.0875893417317117
90006_07,10.500711093609855,64.21549328594003,1.5441059447704075
90006_08,9.248580891819596,70.32864549698422,1.240886753829749
90006_09,8.264887551643007,74.27668905927715,1.1442765016985446
90006_10,7.474709162977476,78.20488080563153,1.1053955904539083
90006_11,7.019297179908885,79.809366252484,1.126940648473402
90006_12,6.730311470500417,80.84173051713441,1.081662437624967
90006_13,6.464813453759451,81.75634471268421,1.0141972037042046
90006_14,6.364171732363856,82.41330321966332,0.9844848452729156
90006_15,5.866336557275168,84.80914599943539,0.9188263654263228
90006_16,5.56863422434672,86.6488563323522,0.9193198365948057
90006_17,5.275285021357212,87.05231125443389,0.9313806405588403
90006_18,4.871470329948414,88.8856469097417,0.9164877840078216
90006_19,4.561506326898604,89.40389231100045,0.8831694371412346
90006_20,4.447396560113185,88.77293641996484,0.8037148812208711
90006_21,5.364798663367334,85.69615539322503,0.8659579125772043
90006_22,7.944446598801526,76.16008526542592,0.8559226145325113
90006_23,11.742847503139203,62.34749768524846,1.0073192433184508
90006_24,14.230206649076969,52.0481341219012,1.4957352128725396
90006_25,15.598081831975119,46.59574561797683,1.8500753816330735
90006_26,16.21931249862963,43.77064705116012,2.2231855258690465
90006_27,16.341019908749708,42.79449961463736,2.3368095781329496
90006_28,15.786434085353662,44.535453495415574,2.2514480850649363
90006_29,14.491761243467545,47.807277082563516,2.075244419556139
90006_30,12.58703795725345,53.531355508619725,1.5291567846011376
90006_31,10.804621655302835,61.23118943676972,1.2201457422936375
90006_32,9.56165085660665,68.42050621961147,1.065442811570289
90006_33,8.573541508311484,74.15473462927211,1.006181096598226
90006_34,8.002809419035994,78.13383826485624,1.0856888299981895
90006_35,7.713401282185639,80.13869672453023,1.0438383299342238
90006_36,7.43402095021118,81.93974038074461,1.061830509480842
90007_00,7.0,41.0,1.0
90007_01,10.1,36.0,1.9
90007_02,12.3,34.0,1.3
90007_03,15.0,33.0,1.0
90007_04,15.058178962455056,35.07222331283796,2.845899330036428
90007_05,14.2083084514394,39.9506682407168,3.408910440951785
90007_06,12.69877112180521,45.20407641172552,3.282719819912843
90007_07,10.951969319992397,51.40545801871018,2.627675935273948
90007_08,9.273078942470335,57.965039427273716,2.021740503423894
90007_09,7.948748832643672,63.50480472702982,1.5969437583502397
90007_10,7.050908177069364,68.7101660985617,1.3516213948969462
90007_11,6.1435211943174215,72.97241575972872,1.277840534333622
90007_12,5.371712354888184,76.58261254021326,1.143386719669142
90007_13,4.745329013043422,79.06410274274614,1.0787429052871416
90007_14,4.177663086882839,82.03880323228148,1.0058874930279773
90007_15,3.4574374177482254,85.52190664633653,0.9517679275718107
90007_16,2.827534020230418,87.0679840195525,0.9045005796859419
90007_17,2.4565706720561886,89.40989864740958,0.9038091748993455
90007_18,1.8094694434030028,90.01149577933022,0.9083933422888137
90007_19,1.5268733290111225,90.81979173707236,0.8940160262815958
90007_20,1.7055704596260837,90.97335350917132,0.8551926801688373
90007_21,2.4937557545769784,88.86437290097408,0.8701822828276872
90007_22,4.6337792544121825,80.95934332547829,0.8735219961241552
90007_23,8.256926579553824,68.27763721824351,0.9645035648859837
90007_24,11.015941333378729,57.664583385160945,1.2004761146265197
