FORE_data,t2m_lgb_global,rh2m_lgb_global,w10m_lgb_global
90001_00,13.6,44.0,0.9
90001_01,15.4,39.0,1.1
90001_02,16.4,38.0,1.4
90001_03,17.3,38.0,1.7
90001_04,17.63706863347398,38.93663930549581,1.842373153689351
90001_05,17.232840992970907,42.20224551131831,1.6419537987074753
90001_06,14.675517752333961,52.03868539828772,1.1361087625634507
90001_07,12.12434099947414,60.27552148048696,1.0749461820147947
90001_08,10.34631485750396,67.82381888462638,1.005235261396239
90001_09,9.225510697323667,72.76432534605178,1.0245534266392313
90001_10,8.801345910573549,75.79820106989548,1.1471435767421687
90001_11,8.498756136353917,77.57978207844977,1.2263946743474496
90001_12,8.1344047007173,79.10370933411717,1.3192559397784298
90001_13,7.773575770936942,79.08348266486567,1.371529288364771
90001_14,7.597010879149574,80.11600823606828,1.380093621161204
90001_15,7.277317769554272,81.58782415506172,1.2985141433476413
90001_16,7.077214384420852,83.15882398118629,1.2802155177324648
90001_17,6.72457721527982,84.70514971211547,1.1755278514925744
90001_18,6.449760632358424,86.1303657990929,1.2091278700607577
90001_19,6.196280987205691,87.23344383039299,1.14513044029482
90001_20,6.310301928209502,87.52086353858145,1.1174460933062567
90001_21,8.136194647910827,84.69332184586322,1.1549407920416446
90001_22,11.289644428844289,72.95073469326394,1.2380132201053105
90001_23,14.25620732474237,59.31259289067518,1.3556375637524745
90001_24,15.645381615512656,50.81967606376611,1.6098431931069515
90001_25,16.472514720730214,47.01314371002717,1.6492011771409265
90001_26,17.16441538124977,44.57686463957893,1.7284296673823054
90001_27,17.62398390993534,44.301224702458676,1.9689229442161216
90001_28,17.822238525268904,44.25832931256713,2.094807089292732
90001_29,17.359245728008133,47.308783101261454,1.9508676719098519
90001_30,15.271617642409725,55.99265603806362,1.3001045875428692
90001_31,12.895134365603163,64.752458182874,1.0521751828222832
90001_32,10.892052398370895,72.48094365655759,0.9656770110514787
90001_33,9.668566495294103,76.19181071027086,0.9980003102414743
90001_34,9.118897065762711,78.71050764157374,1.1069995540970647
90001_35,8.899672966606392,79.97792614881926,1.2403624544757297
90001_36,8.640107693319916,80.63929775088384,1.304957210506368
90002_00,11.9,53.0,1.5
90002_01,13.3,48.0,1.7
90002_02,14.3,46.0,0.7
90002_03,15.5,46.0,1.5
90002_04,15.939032234065598,46.11827816577032,1.6724201833668066
90002_05,15.425078282892663,49.16887906277406,1.4060423743978296
90002_06,13.538472028701293,54.911820790367415,1.1121239519228545
90002_07,11.280027120105999,61.04671566934851,1.0219220211642264
90002_08,9.631744285144782,67.71672774332059,0.9425419799895182
90002_09,8.383080090165123,72.83770499140529,0.9430602859274119
90002_10,7.9324786057439,76.94724138885928,0.9491509771448542
90002_11,7.309438197398147,79.67786934286887,0.9370119958325959
90002_12,6.9769557509341205,82.0845477988358,0.9366197181855357
90002_13,6.981147586896002,83.694085555948,0.9294615809770367
90002_14,6.901852827246224,85.32076414309738,0.923504940626954
90002_15,6.961363866320262,86.38107747790939,0.9460880835814643
90002_16,6.9003580048276945,87.33934264028427,0.9456221799319559
90002_17,6.903064967726793,87.94142755813438,0.9131056999950513
90002_18,6.849890375968735,88.86322937040947,0.9461797800764397
90002_19,6.6190873716619345,89.53034531218562,0.913172309674528
90002_20,6.825383713325364,89.9082451513024,0.9368434562962005
90002_21,7.441963903140964,87.04315824608739,1.0017270473348356
90002_22,9.289733179705363,79.77209855305989,1.0354132281329467
90002_23,10.74854332010718,71.93346578564703,1.135416218143241
90002_24,12.378130972192587,63.65364872877709,1.229210162905084
90002_25,13.39172028378806,59.81296076364867,1.3915818785858745
90002_26,14.5720233764902,56.7599974463718,1.479423698873242
90002_27,15.272458293404936,53.98229932898554,1.7174531843097327
90002_28,15.788286002386211,53.335522303480154,1.9197374529409732
90002_29,15.442955974290223,54.7989445188575,1.691135290316308
90002_30,13.929956381686923,60.93624211169243,1.168115713476446
90002_31,12.056156365591178,68.11028148415693,1.036703081871071
90002_32,10.408671533937929,74.85563532707911,0.9557349004478632
90002_33,9.435544838527905,79.4026767597039,0.9611539771088846
90002_34,8.710584923545305,81.7996391661797,0.9450731464809772
90002_35,8.451698884364106,84.26738713754169,0.9462162990690994
90002_36,8.030675868477985,85.84548968362436,0.9366658891224192
90003_00,10.5,37.0,1.2
90003_01,13.1,35.0,2.2
90003_02,13.9,38.0,2.7
90003_03,15.4,38.0,2.7
90003_04,15.61421327998672,39.60681067564077,3.6793554733969875
90003_05,14.811285024029871,43.24593347342668,3.598277215383263
90003_06,13.45472262437259,47.49476804699154,3.269000983760913
90003_07,11.552928302599113,51.61021070487224,2.589997730175639
90003_08,10.107429436298448,57.01869020137907,1.9883906977092844
90003_09,9.047114621793572,61.260889504825556,1.4874185338919226
90003_10,8.348713241817055,66.56799166358346,1.3474779791997205
90003_11,8.046802205482386,70.27592581639246,1.4664029069024695
90003_12,7.60814390175925,72.85320402040901,1.4860188027420556
90003_13,7.074289951234946,75.80492704016471,1.4212133517433267
90003_14,6.634174435834748,78.55188915430631,1.37931809659359
90003_15,6.142698571956522,81.09441600572862,1.2831111316675339
90003_16,5.702201978493524,82.74557351787548,1.1365935602459725
90003_17,5.188778356271749,84.47344444795823,1.1377581839586646
90003_18,4.816582529614143,85.03941456796628,1.1135889608753253
90003_19,4.70773868947404,85.45117891739807,1.150464642540671
90003_20,4.694276546932982,84.85067444141616,1.226933302505529
90003_21,5.850040563257258,80.62078967925706,1.264189558992443
90003_22,8.563771893079501,72.96560398647046,1.4059917636777932
90003_23,11.02832785070599,64.83672652492389,1.6867836127509677
90003_24,13.8033600498481,57.86705423063354,1.955243937725342
90003_25,15.111481956461029,52.39073467238106,2.9897512183867025
90003_26,15.670888745146925,48.503468396456405,3.7199513347702293
90003_27,16.07170235230981,47.40113586386013,4.36435192261563
90003_28,15.998609321915852,47.448509039329075,4.663439337334893
90003_29,15.14485034936367,50.202610194992246,4.47314637406367
90003_30,13.64231308603511,55.98953457311957,3.653020750430515
90003_31,11.885653800209942,61.31301592082096,2.8886452688959574
90003_32,10.522189494707625,67.113270854436,2.1271151855445893
90003_33,9.357621526459189,71.29559011782496,1.6055385615675724
90003_34,8.6730982855987,75.50020744756407,1.351265567196379
90003_35,7.950816939308874,78.53360712440555,1.2555285071068554
90003_36,7.574925374036915,80.84497261156126,1.1672836412071599
90004_00,11.7,50.0,0.55
90004_01,13.3,46.0,0.7
90004_02,14.7,43.0,3.1495
90004_03,15.8,42.0,2.02475
90004_04,16.067540789146758,43.26438141439349,2.084865195533401
90004_05,15.445249954698683,47.55580632575006,1.709257664731538
90004_06,12.81662109934498,57.93032754997338,1.1312218647082832
90004_07,10.119410502946842,67.61439655617974,0.9693565814297068
90004_08,8.181572318703637,74.65180349095253,0.8344113060174806
90004_09,7.149636151840753,79.67726516948854,0.8311818077612021
90004_10,6.630167935884075,82.48036727773548,0.8497157657518628
90004_11,6.094814613917451,84.73281904222475,0.8370658826515528
90004_12,5.729037271127095,86.86562839769549,0.8079989153142336
90004_13,5.349272086778945,88.5814761895227,0.840760504468482
90004_14,4.925694293662724,90.13673391435887,0.7986430438473124
90004_15,4.636759404020483,91.81721756775102,0.8342447009745044
90004_16,4.463949065544392,92.75955732426726,0.8248729456877535
90004_17,4.309621857932754,93.67905136461412,0.8088045791460127
90004_18,3.9075390331652633,94.61499844767442,0.8090969909234512
90004_19,3.932835752598024,95.16278387681243,0.8163343793829968
90004_20,4.360715356685545,94.68805981741649,0.8047798895852772
90004_21,5.8450972544927735,91.91256677100411,0.8398862973990797
90004_22,8.45788840461819,82.90344403599799,0.8457823787629235
90004_23,11.37306739512355,70.15627235681502,1.0282866450318477
90004_24,13.984550483261309,57.79579517296482,1.1459387854990581
90004_25,15.400324703471204,49.46494598118935,1.3849098195826481
90004_26,16.333201387126238,44.48341586149393,1.4777655871619957
90004_27,16.636842154891195,44.03371463059457,1.6956613921463093
90004_28,16.863909386283634,46.54553573038213,1.677497469995645
90004_29,16.159534093422714,52.238477659281656,1.3810643905072266
90004_30,13.476738762921842,61.802244274381,0.9577171697458412
90004_31,10.708087203693823,71.50438208981228,0.8131043565425713
90004_32,8.763780467636774,79.71960199139802,0.7657513835842977
90004_33,8.051675752351171,84.5141808755317,0.7869623645781442
90004_34,7.388255746149634,87.53076905032717,0.7996841625289447
90004_35,7.001831921930436,89.35270428897486,0.8455355294412484
90004_36,6.95699384712718,89.82151817222572,0.8320332011277891
90005_00,12.4,44.0,0.9
90005_01,13.3,42.0,1.3
90005_02,13.9,44.0,1.7
90005_03,14.6,43.0,2.3
90005_04,14.857946968761635,44.06933513329702,1.8942710409272967
90005_05,14.522432025879915,47.14216786765403,1.4478265487118216
90005_06,13.535841710403282,51.555829517039605,1.1576704373511422
90005_07,11.516514074329699,58.02231937870306,1.038842030845731
90005_08,9.859056581537892,63.39902559230258,0.9097133448875849
90005_09,8.7203319574575,67.36410944476673,0.8952734934251445
90005_10,8.363209793850034,70.24655491400681,0.8384855518101973
90005_11,7.936223771451817,72.44531076453269,0.8285681212950371
90005_12,7.240538329473937,73.93370727090355,0.8336990747042661
90005_13,6.793381419800575,75.95330654745217,0.8240367122587157
90005_14,6.419838191581606,77.39502621921835,0.8351537567610695
90005_15,6.06033376977231,78.73864779878366,0.8386043816796139
90005_16,5.782481929228144,80.70022643764842,0.8439465287778262
90005_17,5.300736000531268,82.05534655816659,0.8624615407403918
90005_18,5.013146926913856,83.12370487068686,0.8623475515214469
90005_19,4.879017911582978,83.68121970227344,0.8402708696053133
90005_20,5.22724026395825,83.42252308256184,0.8272189710242295
90005_21,6.814638548588657,81.32339298806421,0.8523936146006067
90005_22,8.906123876873627,74.78860732792373,0.9075404299876076
90005_23,10.756246179993294,69.28900623099467,1.011356063314488
90005_24,12.43624557445767,62.83545642327364,1.3503200998296891
90005_25,13.493683137351752,59.80342526672165,1.52916869404856
90005_26,14.427284199474721,58.01207355228955,1.6013477600128012
90005_27,14.80381102525343,57.11594679621862,1.6113364305824232
90005_28,15.072000189389856,55.72755372419649,1.5384509439800262
90005_29,14.80265405384951,57.30067153118364,1.3281081881191414
90005_30,13.799963996540429,59.67302615469032,1.1525543908625817
90005_31,12.316016576803065,64.60253906701494,1.0985960568121012
90005_32,10.857958680914674,69.91694903513297,0.9974629166371032
90005_33,9.769141928142439,74.15293677846451,0.9745867194234464
90005_34,9.097151493974524,76.66851468132167,0.9316981579857156
90005_35,8.803872539889001,78.91494962645541,0.9070238331909414
90005_36,8.471129050697789,80.72093555382246,0.917695892454694
90006_00,15.1,49.0,4.5
90006_01,15.8,47.0,3.5
90006_02,15.8,46.0,5.7
90006_03,16.0,46.0,5.2
90006_04,15.686394616393866,47.3334780454381,3.8639052191689562
90006_05,14.506532124103565,50.81258041590578,3.3179241735696414
90006_06,12.652481223631462,57.223298985380424,2.3679020299698363
90006_07,10.574100095269552,63.36463884952247,1.6678874438156703
90006_08,9.160738744123043,68.27283963206175,1.3090772853767108
90006_09,8.2092494804747,71.74806440748152,1.1168227284742294
90006_10,7.518497201916866,75.13139765295163,1.0748674284860265
90006_11,6.96659278847487,76.89773526104993,1.0387684007617324
90006_12,6.7757356602755605,79.01158413094909,0.9809715297305468
90006_13,6.424432423809089,80.72676715195777,0.9217229208232952
90006_14,6.193020407544456,82.38335529093737,0.9078254759891345
90006_15,5.784779128759142,83.9997185279732,0.8843939330191227
90006_16,5.297223743470152,84.73131077847437,0.8655193350929078
90006_17,4.972320673280379,85.96933766603938,0.8707967238404722
90006_18,4.629515853094729,86.89434623048919,0.8587671548651359
90006_19,4.476674929123105,87.75931896629007,0.8614606154447748
90006_20,4.501806280620993,87.89273900863571,0.8557723359755414
90006_21,5.462386938723339,85.27580106838977,0.8594570761191213
90006_22,7.729432895627994,75.26590158742793,0.8368277067899573
90006_23,12.301509518283234,59.5877682469374,1.0612998785769376
90006_24,15.246030519761062,49.367901116917174,1.5375501667453093
90006_25,16.32054409030864,43.07534362713194,1.8506742314876568
90006_26,16.738374542540438,41.26193067566018,2.222888602059924
90006_27,16.668878036393288,41.8089476744099,2.464657906056095
90006_28,16.431262415573563,44.82809281998261,2.3346600291488637
90006_29,15.051632636145838,49.59982927194467,2.112110705368123
90006_30,13.3917908244981,55.99171364440654,1.5976672688951397
90006_31,11.150473372993591,64.73111264734946,1.2292744516378367
90006_32,9.586095298085278,71.66032705680256,1.1034265388895275
90006_33,8.411697663173332,76.4496777513399,1.0260805241482254
90006_34,7.938259591772528,79.16651305570386,1.048054224467112
90006_35,7.349272569901308,80.89082701010138,1.005209670769737
90006_36,7.147269380520455,82.96957347199876,1.0141933226240385
90007_00,7.0,41.0,1.0
90007_01,10.1,36.0,1.9
90007_02,12.3,34.0,1.3
90007_03,15.0,33.0,1.0
90007_04,14.974824087308646,35.37712412457018,2.6282622064438304
90007_05,14.049190542848308,38.27731754413321,3.6817760379811446
90007_06,12.483143609301527,44.05921081818294,3.4528196310475434
90007_07,10.776596984855974,50.07938957643694,2.619117314292619
90007_08,9.058121027535194,56.623779868858286,2.01788235448538
90007_09,7.830153543849029,62.06241774738554,1.488409760976803
90007_10,6.445150658540261,67.29659679458368,1.2955240314773482
90007_11,5.513267861948588,71.22914483082467,1.257354856568634
90007_12,4.782033235662941,74.88686598843402,1.1097148474260774
90007_13,4.051668788246487,78.04736966284476,1.0934402060406245
90007_14,3.649293709672668,80.58063256216957,1.0348884677617396
90007_15,3.1010525736033463,83.41155280214093,1.010879813364904
90007_16,2.5633114903956127,85.75449775343421,0.9960890969071886
90007_17,2.072502902256291,87.50435586464857,1.0223879054533795
90007_18,1.7027004354306885,89.19581348504123,1.0308255557566341
90007_19,1.4696130486766663,89.83204533535826,0.9836439893196809
90007_20,1.5833331857226804,90.61100704615137,0.9279542295182011
90007_21,2.7104679781325904,88.73244160800947,0.9163745513646082
90007_22,5.2164868041952435,80.21631217963811,0.9496166212302508
90007_23,8.743538241825496,68.56869061802604,1.0562353379587768
90007_24,11.58378250128744,57.17437936313321,1.3378395503020082
