FORE_data,t2m_lgb_global,rh2m_lgb_global,w10m_lgb_global
90001_00,15.9,26.0,4.8
90001_01,16.5,24.0,5.3
90001_02,16.1,25.0,5.9
90001_03,15.9,26.0,6.2
90001_04,15.947799052996093,25.895858225557674,5.613248675213322
90001_05,14.857676898923843,27.20875550633543,5.138770445375347
90001_06,13.59460220611281,30.834855340821168,4.1811549158037105
90001_07,12.14502219669666,34.775538441236044,3.821738574174306
90001_08,11.056686614231324,37.94625735824471,3.40579297048968
90001_09,10.361342871323316,39.55890662336759,2.9279806834439697
90001_10,9.801820197391152,42.48848125619189,2.4985443649980974
90001_11,9.20140702753531,44.36679113517376,2.540489448015592
90001_12,8.66050878030442,46.96971050629119,2.262698869505147
90001_13,7.598905606849095,50.35940061568862,2.1705748324931835
90001_14,6.885314771743242,53.74686057862563,2.0443886065333916
90001_15,6.662495959210559,55.64991073856458,1.9821038380399112
90001_16,6.151640158062895,58.21667477290263,1.922582290723789
90001_17,5.523005398357065,59.5473378274394,1.8010061894915295
90001_18,4.875065441125731,61.42151532289497,1.7961659649947204
90001_19,4.452642707018369,60.74909999613909,1.8357731804045108
90001_20,4.330735963793175,60.05928000216619,1.8307165275685113
90001_21,5.657335970972156,51.239311063498505,1.8720264554728363
90001_22,8.271636777156784,34.79130030476637,2.46036051396405
90001_23,10.86752859052649,24.10402773456691,3.1897680156869246
90001_24,12.609532730115252,20.260585139023373,3.921142825881883
90001_25,13.596428068832548,17.474507800300255,4.177064814459234
90001_26,14.608882410478012,15.868519136250452,4.327675249221762
90001_27,15.115189162466491,15.232251234747014,4.4022503200668925
90001_28,15.141328371939247,15.577934434615605,4.13681251455057
90001_29,14.537952713015622,18.214978745272663,3.7837685134825847
90001_30,13.005353471827377,21.96825796575872,3.1340579096496537
90001_31,11.250389308716247,26.40547104396705,2.869841469062627
90001_32,10.161275742068737,31.785572567022413,2.5397981894932347
90001_33,9.08338063525165,36.355759043694086,2.1033532898311305
90001_34,8.602679664037009,38.93783806681415,1.9044577756081857
90001_35,7.688203305300143,42.712418485300454,1.6997680811224587
90001_36,6.766447361686619,46.984204324400686,1.5502508066454423
90002_00,15.6,26.5,4.25
90002_01,15.8,27.0,6.5
90002_02,16.0,27.0,3.7
90002_03,15.4,30.0,4.3
90002_04,15.989930926417479,29.547125580023526,4.301692007931655
90002_05,15.469132731106342,30.697627409913693,4.205628495056557
90002_06,14.392858836868951,33.458701678087685,3.525602834402139
90002_07,13.084359105993332,35.780786048929215,3.3420986732344042
90002_08,11.742604194998654,40.26396839297374,2.731775783657172
90002_09,10.927296455838684,44.629260396345906,2.2534627698806107
90002_10,10.250489737191122,45.785337094624516,2.3864774791198524
90002_11,9.892707426548398,47.50867459574721,2.263455118688017
90002_12,9.596894846155484,48.76086883846825,2.4766701578890014
90002_13,9.116313727259879,49.407426055181475,2.536693109335784
90002_14,8.921809683328938,49.78061164705961,2.5684984952338668
90002_15,8.605807415083511,50.93555192932507,2.4382108600516124
90002_16,8.153930639976014,51.85401182628741,2.3810784465838766
90002_17,7.860062500898149,51.102196168127115,2.3816221045308925
90002_18,7.627974695055611,48.57477853098831,2.6421000056982575
90002_19,7.356874110965615,45.918304480751054,3.0679598750492314
90002_20,7.725983387789174,43.1516157603079,3.168035710577953
90002_21,8.5716049576694,37.243307740526305,3.6612572561561665
