FORE_data,t2m_lgb_global,rh2m_lgb_global,w10m_lgb_global
90001_00,15.1,50.0,1.1
90001_01,16.7,45.0,0.6
90001_02,17.5,41.0,2.1
90001_03,17.9,40.0,1.4
90001_04,17.931867697729064,40.62002381250552,1.8926831321040134
90001_05,17.482815608468684,43.53789817535682,1.8204138344720215
90001_06,15.38208021452303,52.542809154109804,1.270294493554203
90001_07,13.224099292047095,62.1201693219669,1.0754793159034535
90001_08,11.445275103387674,69.26075544124677,0.9860255857686278
90001_09,10.282591438812025,73.75251767179732,0.9944784907933145
90001_10,9.778852523471459,76.57762497085366,1.1147252987545058
90001_11,9.235609917276793,78.29348645713381,1.2658372469628512
90001_12,9.026627081872306,79.01097258927298,1.3166284200339131
90001_13,8.72076297542804,80.56721156831406,1.3360104853991557
90001_14,8.71807646752323,82.89012079962174,1.293049899036124
90001_15,8.70660704241726,84.74533751458843,1.2570678384622016
90001_16,8.705514225283464,86.79790358747812,1.2321074629011597
90001_17,8.669026900230248,88.10990292869997,1.2108713159446016
90001_18,8.302870677676982,88.97926536984065,1.1977408438055117
90001_19,8.29933791359903,89.7164639856993,1.2291110843293838
90001_20,9.196105869656218,89.36205018695978,1.2288920990712509
90001_21,9.97968832804747,87.45951293238261,1.1294896717385599
90001_22,10.262398192539841,85.32595950573376,1.183076368684291
90001_23,10.737200947701846,83.44725292772085,1.258980249701914
90001_24,10.76323197873028,82.51055160326189,1.180393029569398
90001_25,10.848385971163419,83.36565057341075,1.1857490446495131
90001_26,10.611826999788079,84.39790341598886,1.2105629305115235
90001_27,10.407316816336547,84.69392717412508,1.2835667647186817
90001_28,10.182062552129182,85.61363287515144,1.2454699431191556
90001_29,9.616379749829797,87.99603341635948,1.2077465388155875
90001_30,9.033975207199584,89.50794845634401,1.0868807983831625
90001_31,8.502647121740818,91.36260772175292,0.990676333967995
90001_32,8.081480931645384,91.85816379827149,0.8837042618596465
90001_33,7.765019460978354,92.47099632391846,0.8484059405009382
90001_34,7.476765858015443,92.12606475651658,0.8550529051636127
90001_35,7.178605798946707,92.06238644352098,0.8641501845403734
90001_36,6.803479858309095,92.0178803944611,0.8350327107852645
90002_00,12.7,59.0,1.2
90002_01,14.0,56.0,2.0
90002_02,15.7,50.0,1.8
90002_03,16.3,47.0,2.4
90002_04,16.716996420051604,47.05724687825528,2.247830406987174
90002_05,16.140895060349653,49.93130164436814,1.9050298741098404
90002_06,14.215848178345226,57.452029291770735,1.3359519828921635
90002_07,12.02802159494995,65.11537068092227,1.0785506035544654
90002_08,10.133835432562444,73.14419621930145,0.9666803189281347
90002_09,9.124992082186932,78.76389372847616,0.9746614677369906
90002_10,8.710584923545305,82.31789658973096,0.953722693971502
90002_11,8.426607818335754,85.07331654734305,0.9485335590718661
90002_12,8.031309627103868,87.0860113891885,0.943584561978872
90002_13,7.760121974672201,88.32190039967158,0.9381803244363939
90002_14,7.711612101043162,89.2031269726293,0.9217638611590089
90002_15,7.620087795779281,89.80571606111836,0.960187045255314
90002_16,7.566950809344824,90.68072981591939,0.9628923439279725
90002_17,7.616395699442779,91.36475851284635,0.9274047087842511
90002_18,7.571847627431548,91.28627171646667,0.8765009705517492
90002_19,7.5742246339416255,91.21966708770715,0.8425904944311763
90002_20,8.304021127689255,90.50035549014622,0.9008214097649826
90002_21,9.072929177289378,89.7887082092394,0.9301617953083546
90002_22,10.05100275745626,88.9255420169061,1.0491205169032607
90002_23,10.453692286334393,87.28284618826584,1.1432737631397796
90002_24,10.369038381619742,86.59689066905055,1.4399681435747997
90002_25,10.286064035107533,87.45943605635,1.63611147931367
90002_26,10.213826404593775,87.69614659468579,1.6540260188038525
90002_27,9.83562292545295,88.92407393681079,1.7912684523642872
90002_28,9.470011942133231,89.54293457852312,1.768420853105954
90002_29,9.258308603687246,90.91166085572019,1.6592556999684727
90002_30,8.931706476719556,91.88162524908593,1.4957109359555523
90002_31,8.503554849086377,92.47778891577579,1.415926518877382
90002_32,8.090502821155107,92.52157469940188,1.3467813936872455
90002_33,7.719962822271744,93.31723558943126,1.2833927555112825
90002_34,7.296873560311393,92.44038790179361,1.2908569422839482
90002_35,7.173143389499703,91.87375103608105,1.2774615983428301
90002_36,6.8295370870045655,91.75650995892418,1.2433180001865947
90003_00,12.7,52.0,1.1
90003_01,15.3,45.0,3.8
90003_02,16.5,39.0,4.9
90003_03,16.7,37.0,6.4
90003_04,16.63784575543865,38.952841867693195,5.540561417404862
90003_05,15.590206477271169,42.89277648154901,5.019927156604914
90003_06,13.88084805978211,49.419507589406535,4.104788910102575
90003_07,12.136728500569719,55.979266496959596,3.128134292411864
90003_08,10.615527490927313,62.92013387108377,2.4111771941194506
90003_09,9.373083097768452,68.73898758374064,1.717557475979769
90003_10,8.42472230594168,73.60796200029085,1.4458867002652074
90003_11,7.794700275242539,77.7468883559305,1.290677212615339
90003_12,7.159747191796704,80.15527893718057,1.17042022576067
90003_13,6.803533915753316,81.9662517864011,1.1438644216718112
90003_14,6.426059224231608,84.0882609080439,1.204601932287378
90003_15,6.259697376503471,84.94529442979628,1.3102871131993499
90003_16,6.243011096441383,86.47589429024899,1.3101910131721421
90003_17,6.028594650242826,87.27718121540573,1.3435988639820475
90003_18,6.171757119345404,87.82418063551981,1.3329259477505744
90003_19,6.0554983112227685,88.62146633619442,1.497721427587044
90003_20,6.510590417975878,88.9481879238977,1.695052792434441
90003_21,7.07593107076738,88.34898849386771,1.990381116761022
90003_22,7.229947661256961,87.42637152852141,2.305661180166361
90003_23,7.280378946058234,86.27715495954561,2.881675113317319
