FORE_data,t2m_obs,rh2m_obs,w10m_obs,t2m_prophet,rh2m_prophet,w10m_prophet,t2m_M,rh2m_M,w10m_M,t2m_seq2seq_global,rh2m_seq2seq_global,w10m_seq2seq_global
90001_00,12.0,21.0,3.3,12.367245045737588,59.56107199874819,1.515549796680738,12.6085,26.296501,5.2,12.0,21.0,3.3
90001_01,13.2,20.0,3.2,13.313320166857645,56.40126377788168,1.735701362659876,13.052,20.7075,6.1425,13.2,20.0,3.2
90001_02,14.1,19.0,4.5,13.984874590836904,54.496669506416644,1.8739480743201984,14.066999,20.1795,6.2965,14.1,19.0,4.5
90001_03,14.7,19.0,4.2,14.531736976043954,53.05803516963338,1.921399284771378,14.436501000000002,20.7265,6.314,14.7,19.0,4.2
90001_04,15.2,19.0,3.3,14.85558358234278,52.17892066051618,1.8642231950072536,14.224501,22.303,6.2515,14.505874633789062,19.69441795349121,3.2349674701690674
90001_05,15.0,20.0,4.5,14.69176355415383,52.712650976490686,1.6951922288242156,13.419,24.833,5.518,13.806458473205565,20.85626792907715,2.759729146957397
90001_06,13.5,23.0,1.5,13.875170050215544,55.34027201675918,1.4403222176177817,10.9445,29.3985,3.789,12.281381607055664,23.453887939453125,2.284866571426392
90001_07,11.5,24.0,1.7,12.533581085907116,59.7574027307176,1.167617458417643,10.387,30.486,5.25,10.446647644042967,27.196428298950195,2.085186719894409
90001_08,11.0,28.0,2.6,11.030505307348406,64.74926521444758,0.9582514601443516,9.2285,33.9465,4.5699997,8.722955703735353,32.568038940429695,1.7584874629974363
90001_09,11.1,29.0,3.5,9.719260948889707,69.0508552558909,0.8576306754711817,7.0880003,39.4715,2.0640001,7.33550214767456,37.934654235839844,1.310428023338318
90001_10,9.7,32.0,1.4,8.735785576041353,72.16995286583473,0.8475174332534747,6.2925,41.57,1.4269999999999998,6.363211631774902,41.19065475463867,1.0517754554748535
90001_11,7.1,42.0,1.0,7.997941467213732,74.4605419480196,0.8652146621760916,5.6815004,43.0445,1.339,5.636892318725586,43.17250061035156,0.9717741012573242
90001_12,4.6,55.0,1.2,7.368636578769916,76.50950151499346,0.8543560144235849,5.0670004,44.614,1.2885001,4.925095558166504,46.02837753295898,0.9534143805503844
90001_13,1.6,70.0,0.7,6.795624411177242,78.53528798562466,0.8034796486140383,4.311,49.93899999999999,1.477,4.2586379051208505,49.49867630004883,0.9338271021842957
90001_14,1.1,72.0,1.0,6.299487501769804,80.37407729935106,0.7409435140337073,3.66,51.503,0.926,3.613567352294922,52.17240524291992,0.8685734272003174
