FORE_data,t2m_obs,rh2m_obs,w10m_obs,t2m_prophet,rh2m_prophet,w10m_prophet,t2m_M,rh2m_M,w10m_M,t2m_seq2seq_global,rh2m_seq2seq_global,w10m_seq2seq_global
90001_00,13.7,22.0,2.8,12.019932239753096,58.91147043470786,1.5307993145975416,12.724,32.197502,4.2495002999999985,13.7,22.0,2.8
90001_01,14.8,21.0,3.4,12.965254697899642,55.75290102932108,1.75101432081377,12.731501,25.8065,5.2125,14.8,21.0,3.4
90001_02,15.3,21.0,2.9,13.636058255700133,53.84955311285058,1.889324207422545,13.499001000000002,24.649,4.5525,15.3,21.0,2.9
90001_03,15.9,20.0,1.6,14.182171607686374,52.41217255913205,1.9368383269196088,14.0415,23.9305,3.7399998,15.9,20.0,1.6
90001_04,16.4,20.0,3.2,14.505271049718086,51.53431914975759,1.8797248797007475,14.3845005,23.643002,3.4215,16.542369842529293,19.356414794921875,2.232688665390014
90001_05,16.2,20.0,1.6,14.340705762111778,52.06931777053743,1.710756288974132,14.164,24.5465,3.0075,15.697385787963867,21.560291290283203,1.7769482135772705
90001_06,14.2,25.0,0.8,13.523368939479544,54.69821420858312,1.4559483855491298,10.357,32.2775,1.4215,13.612793922424315,26.779848098754886,1.358994722366333
90001_07,9.2,40.0,1.2,12.181038632894671,59.11662730124196,1.183305465885652,9.6905,33.484,2.714,11.106104850769043,34.6878662109375,1.2474873065948486
90001_08,10.8,32.0,1.6,10.677223524060024,64.10977903237912,0.9740010383430828,8.5485,36.372,2.5585,8.834479331970215,43.63074493408203,1.1430063247680664
90001_09,9.8,34.0,1.5,9.365241882847071,68.41266507740062,0.8734415550371439,7.2515,39.9495,1.408,7.06033182144165,49.7998275756836,0.9954758882522584
90001_10,5.5,54.0,1.15,8.38103131014363,71.53306533446191,0.8633893442775455,6.657,41.71700300000001,1.165,5.805074691772461,53.47980880737305,0.9759538769721984
90001_11,4.8,55.0,0.8,7.642454119632005,73.824963594503,0.8811473342128701,6.3050003,42.6445,1.7615,4.952830791473389,57.40859603881836,1.043667197227478
90001_12,2.4,68.0,1.713,7.012418302832457,75.87523875709428,0.8703491765018105,5.869,43.1345,1.713,4.305139064788818,61.83708953857422,1.0423815250396729
90001_13,1.3,73.0,1.172,6.438677395237898,77.90234712804595,0.8195330292477075,5.64,40.559,1.172,3.6520993709564213,66.16085052490234,0.9350823760032654
