FORE_data,t2m_obs,rh2m_obs,w10m_obs,t2m_prophet,rh2m_prophet,w10m_prophet,t2m_M,rh2m_M,w10m_M,t2m_seq2seq_global,rh2m_seq2seq_global,w10m_seq2seq_global
90001_00,14.0,31.0,1.8,11.274312021899304,57.709864589148104,1.5654836681068909,15.795,31.960999,2.088,14.0,31.0,1.8
90001_01,16.4,24.0,1.8,12.218306964265173,54.55415657490895,1.78580577264549,16.0395,24.6585,2.725,16.4,24.0,1.8
90001_02,17.2,23.0,2.7,12.887789028202569,52.653676937630216,1.9242221956779768,16.634498999999998,24.1975,2.427,17.2,23.0,2.7
90001_03,17.6,23.0,2.1,13.432586970987721,51.21917132202609,1.9718422891144272,16.800998999999994,23.837,1.898,17.6,23.0,2.1
90001_04,18.3,21.0,0.8,13.75437715091448,50.34419928058762,1.9148342527816191,16.795,23.697,1.8670001,17.751707077026367,23.1923885345459,1.47849702835083
90001_05,17.5,23.0,2.0,13.588508810430353,50.88208547000089,1.7459705093327431,16.331501,25.4965,1.945,16.613765716552734,27.14530944824219,1.2486156225204468
90001_06,14.6,32.0,0.9,12.769875205869612,53.51387544862836,1.4912668890462804,12.502,32.336,0.89750004,14.308046340942385,35.5296745300293,0.906181573867798
90001_07,9.7,49.0,0.6,11.426254449831841,57.93518782467838,1.2187276878550746,11.1185,35.9385,0.6545,11.49785614013672,48.085533142089844,0.7033421993255615
90001_08,7.6,58.0,0.8,9.921155285136653,62.93124435323468,1.0095264136173758,10.337999,37.894,0.86450005,9.02146816253662,58.65720748901367,0.6875162720680237
90001_09,6.2,64.0,1.2,8.607896042476671,67.237040480925,0.9090695179626552,9.7145,39.32,1.231,7.198822498321532,64.77892303466797,0.7719638347625732
90001_10,5.0,70.0,0.9,7.622414383224556,70.36035587721027,0.8991193287310787,9.332,40.385498,1.4145,5.972927570343018,69.21604156494139,0.8666288256645203
90001_11,5.1,68.0,1.0,6.882572681171316,72.65517410458995,0.9169787736177982,8.8835,42.043,1.5255,5.1359524726867685,72.57450866699219,0.9422107934951782
90001_12,3.8,75.0,0.65,6.251278987760937,74.70837383385674,0.9062815038400496,8.54,43.496,1.6800001,4.43378210067749,75.92996978759766,0.969986855983734
90001_13,3.0,81.0,0.3,5.676286897829198,76.73841114291224,0.8555656770798551,8.769,50.757,1.675,3.974114894866944,78.43975067138672,0.9942733645439148
90001_14,2.3,84.0,0.8,5.178179042852488,78.58146162947496,0.7931892417022893,8.392999999999999,53.77,1.795,3.6559298038482666,79.53181457519531,1.0354050397872925
90001_15,2.0,86.0,0.65,4.7433761104008365,80.13763807594418,0.7486400798969299,8.217,57.194,2.077,3.511449098587036,80.4357681274414,1.0677355527877808
90001_16,2.0,88.0,0.5,4.287146079318538,81.63607834769115,0.7209614050064691,7.943,57.827,1.833,3.3665277957916264,81.11768341064453,1.0726609230041504
90001_17,3.1,82.0,0.9,3.7656364362125014,83.30387785098469,0.6855580359928508,7.599,56.592,1.915,3.092612743377685,82.15225219726562,1.0734763145446775
90001_18,2.2,87.0,0.75,3.3284055227870226,84.74884069255747,0.6310229049807173,7.385,55.865,1.97,2.797053098678589,83.53128051757812,1.0606706142425537
90001_19,1.3,89.0,0.6,3.320179356631792,84.80308496206919,0.5870273374330723,7.129,55.458,1.727,2.617579698562622,84.02177429199219,1.0428804159164429
90001_20,1.1,92.0,0.7,4.0665910519685795,82.21015421706274,0.6125791297383341,6.735,56.924,1.737,2.9276580810546875,82.04718017578125,1.0751187801361084
90001_21,3.4,85.0,0.3,5.599707761095524,76.68680761951181,0.7524585272048079,10.157,49.005,2.196,4.5500898361206055,74.97525024414062,1.1041911840438845
90001_22,6.7,71.0,0.8,7.571025901680442,69.40700601489112,1.0003800821198192,13.097,39.426,1.518,7.440211772918701,61.42633819580078,1.0767710208892822
90001_23,10.9,53.0,0.6,9.453930526966262,62.3781705965329,1.3007679395418927,14.591,35.323,1.176,10.686092376708984,48.02665710449219,1.104535460472107
90001_24,13.6,44.0,0.9,10.879428400110982,57.16195981450775,1.5845956591630892,15.9265,41.5555,1.6470001,13.526103973388672,39.0850830078125,1.2845715284347534
90001_25,15.4,39.0,1.1,11.82288472845474,54.00774274611802,1.8049610729335248,15.671,40.278,2.3935,15.23308563232422,34.91842269897461,1.5200766324996948
90001_26,16.4,38.0,1.4,12.491832224388965,52.10875341079336,1.943420518179912,16.8605,39.735,2.832,16.384393692016598,34.124221801757805,1.7447348833084106
90001_27,17.3,38.0,1.7,13.036099670085461,50.67573734281263,1.9910833468027087,17.650501000000006,39.15,3.3195,17.17323112487793,33.942489624023445,1.9314953088760376
90001_28,17.3,40.0,1.5,13.357363448592533,49.802253984206246,1.9341177586194,17.7835,40.1725,3.009,17.26046371459961,36.61030578613281,1.8559508323669436
90001_29,16.7,42.0,2.0,13.190972826892702,50.341627881510895,1.7652961762829162,17.6865,41.832,2.5345001,16.481996536254886,44.01544570922852,1.4304434061050415
90001_30,14.8,48.0,1.7,12.371821085656974,52.97490448313515,1.5106344300782888,14.1615,52.2455,1.031,14.46279525756836,56.98228454589844,0.9547492265701294
90001_31,10.6,66.0,1.3,11.027686361557805,57.397702287802886,1.238136815957385,13.028,55.9065,1.907,12.216944694519045,69.24097442626953,0.870330274105072
90001_32,11.9,58.0,1.8,9.522077421347415,62.39524294113428,1.0289768417964318,12.5060005,57.193497,2.2810001,10.502604484558104,76.32051849365234,0.8989413976669312
90001_33,11.7,58.0,2.0,8.208312619409782,66.70252178064472,0.9285609592514484,11.805,60.559,2.15,9.250859260559082,80.2244644165039,0.9886156916618348
90001_34,11.5,58.0,1.5,7.222329640611527,69.82731836692182,0.9186514961942136,11.8015,61.369003,3.0395,8.448262214660645,81.97590637207031,1.1436572074890137
90001_35,11.5,56.0,2.2,6.481990882010387,72.12361615395432,0.9365513803638568,11.9375,61.9265,3.569,8.016104698181152,82.98118591308594,1.2518941164016724
90001_36,9.4,64.0,1.9,5.850204418018737,74.17829370451338,0.9258942630248556,11.669001,63.5875,3.4475002,7.866960525512695,83.57646942138672,1.1833020448684692
90002_00,15.1,26.0,1.1,11.531395697201347,55.12086823796069,1.6316772700172133,15.2945,32.412,0.6985,15.1,26.0,1.1
90002_01,16.4,23.0,1.6,12.53808796430795,52.24917209559847,1.777083502509866,14.9475,28.372,0.75,16.4,23.0,1.6
90002_02,16.9,22.0,1.3,13.361128032034669,50.2054387782559,1.9367622750666875,15.6335,27.9345,0.9395,16.9,22.0,1.3
90002_03,17.9,22.0,2.0,14.015430058783656,48.618364304695156,2.088546435189288,16.067999999999998,27.115,1.208,17.9,22.0,2.0
90002_04,17.8,24.0,1.9,14.369719766898106,47.720037924181916,2.160662075585596,16.432000000000002,26.0755,1.129,17.070257186889652,23.516292572021484,1.4207472801208496
90002_05,17.2,27.0,1.4,14.236401810910936,48.16273462484107,2.083549998055074,15.804501,31.3535,1.2990000000000002,16.21889877319336,26.90033721923828,1.3515444993972778
90002_06,15.2,34.0,0.8,13.550598467192328,50.363468396552975,1.8533222668887592,12.515999999999998,33.611,0.78,14.25290298461914,33.696422576904304,1.1308791637420654
90002_07,11.5,51.0,0.57449996,12.46586944966767,54.0099829671573,1.5481888628149174,11.778,35.1835,0.57449996,11.990586280822756,44.33025741577149,0.939336359500885
90002_08,9.4,65.0,0.8605,11.273931098355016,58.18477556321066,1.2794279469299799,10.983,37.6615,0.8605,10.077012062072754,52.83844757080078,0.8624740839004517
90002_09,8.4,76.0,0.88025,10.220685128950988,61.971751257895576,1.1171606121955953,9.901,41.6035,0.94850004,8.616334915161133,57.79497909545898,0.8693244457244873
90002_10,7.5,75.0,0.9,9.38064233506945,64.98411550424086,1.053059499152025,8.535501,45.920998,1.0155,7.5242366790771475,61.8125228881836,0.9257724285125732
90002_11,7.3,72.0,1.4,8.684812074124702,67.38329403233439,1.0271226952181314,7.7415,47.961502,1.228,6.7067060470581055,65.3040771484375,0.9962555170059204
90002_12,6.5,77.0,1.2,8.047214893315628,69.47849278436388,0.9879529782261356,7.109,48.585503,1.232,5.94973611831665,68.70432281494139,1.0264822244644165
90002_13,6.3,77.0,1.4,7.453207837863162,71.36926324450317,0.9302074834684968,7.01,54.201,1.288,5.332437992095947,71.62861633300781,1.0375714302062988
90002_14,5.8,75.0,1.0,6.934312707856253,72.96403330358541,0.8810844152437849,6.443,58.639,1.196,4.863752365112305,73.6375732421875,1.0440194606781006
90002_15,5.7,74.0,1.1,6.486723349115953,74.24898956953055,0.8592977226231192,6.225,62.619,1.263,4.6075215339660645,75.2179946899414,1.0548653602600098
90002_16,5.3,75.0,1.0,6.051831976200107,75.39839806932667,0.8535055856821248,5.898,63.463,1.155,4.348797798156738,76.3543472290039,1.0416501760482788
90002_17,5.0,74.0,1.0,5.60255265469905,76.51458875702524,0.8415427302818916,5.66,66.844,1.03,4.126196384429932,77.56378936767578,0.9943359494209291
90002_18,4.7,76.0,1.2,5.2488891409047636,77.25042250268581,0.8259950238469027,5.4129999999999985,70.97800000000002,0.6679999999999999,4.119004726409912,77.8133316040039,0.9662147760391236
90002_19,4.2,80.0,1.2,5.231894431297135,76.78813384248791,0.8437923616085558,5.157,72.274,0.8370000000000001,4.184138774871826,77.48738861083984,0.9743302464485168
90002_20,4.0,83.0,1.1,5.772903512359745,74.35243593931403,0.9356037545583727,5.018,74.161,0.7190000000000001,4.365407943725587,76.77971649169922,1.0073008537292478
90002_21,5.6,74.0,0.8,6.8929502697603775,69.88823169845911,1.1048947801774995,7.558,71.919,1.127,5.328140258789063,72.77853393554688,1.0972514152526855
90002_22,7.8,66.0,0.8,8.365047961587512,64.289394835974,1.3098308012460842,8.865,63.744,1.284,7.122238159179688,64.44828033447266,1.1598809957504272
90002_23,10.2,57.0,1.2,9.852467647725367,58.90963809944507,1.4987269196325288,10.48,55.492,0.917,9.217351913452148,53.6622543334961,1.1688815355300903
90002_24,11.9,53.0,1.5,11.118020656750982,54.726189220004436,1.6541487746679573,14.0135,46.7625,1.119,11.737394332885742,45.82246780395508,1.2410142421722412
90002_25,13.3,48.0,1.7,12.124096767405502,51.856083106117794,1.799576895069564,13.435498999999998,45.556,1.394,13.442513465881348,42.45132827758789,1.3780455589294434
90002_26,14.3,46.0,0.7,12.946525247959453,49.813937121664885,1.9592770038365512,14.915501,44.1675,1.921,14.495985984802244,40.20536804199219,1.5732916593551636
90002_27,15.5,46.0,1.5,13.600220284396059,48.22844717321888,2.111081949177068,16.0435,43.9785,2.095,15.51424503326416,39.68230056762695,1.7559858560562134
90002_28,15.9,44.0,1.6,13.953907626453116,47.331702397892144,2.183217824525172,16.9945,43.1535,2.1075,16.151338577270508,41.53575897216797,1.7757501602172852
90002_29,15.9,46.0,2.0,13.81999195583924,47.775977671923116,2.106125432430052,17.052,46.4515,1.5095,15.70034408569336,47.94763946533203,1.4469139575958252
90002_30,13.9,58.0,0.7,13.133595575884874,49.97828687350151,1.8759168379537847,13.659,53.097,1.0935,13.860566139221193,57.48557662963867,1.1096253395080566
90002_31,11.1,71.0,0.55,12.048278227233752,53.626373619137524,1.570802022627403,12.3029995,57.114998,1.5755,11.81972885131836,66.76754760742189,0.9726476073265076
90002_32,9.6,77.0,0.4,10.855756276436491,57.802735024140866,1.3020591483668191,11.3675,60.1165,1.5350001,10.364313125610352,72.52555084228516,0.9273996353149414
90002_33,8.6,84.0,0.5,9.801931465483367,61.5912760507438,1.1398093089765835,10.9435005,62.9475,1.4094999,9.414896011352539,76.74473571777344,0.9380918145179749
90002_34,8.5,83.0,1.3,8.961314614069023,64.60520204125693,1.075725145859032,10.8545,65.3655,1.6784999,8.798800468444824,79.49866485595703,0.975957453250885
90002_35,7.9,83.0,0.9,8.264915105480389,67.00593861529683,1.0498047473324466,10.7355,64.75399999999999,1.5120001,8.296186447143555,81.5851821899414,0.9918853044509888
90002_36,7.0,87.0,1.3,7.626753512446593,69.10269160518197,1.0106508921293953,10.0060005,69.149,1.6315,8.102638244628906,82.41273498535156,1.0203953981399536
90003_00,12.2,25.0,3.3,10.199877380838018,47.55718853148026,2.871738676959094,13.768,29.147,1.714,12.2,25.0,3.3
90003_01,15.4,20.0,0.7,11.406371759077736,44.294374723426934,3.076902539741164,13.769501000000002,22.832,1.155,15.4,20.0,0.7
90003_02,16.7,16.0,2.0,12.228295892566498,42.45370069104321,3.2907859929048846,14.5595,22.071,1.067,16.7,16.0,2.0
90003_03,17.6,17.0,3.4,12.72708817931473,41.489474281275626,3.4690515272715325,15.0205,21.382,1.5995,17.6,17.0,3.4
90003_04,17.3,16.0,2.7,12.854335698606365,41.30357353520875,3.535350296281134,15.0865,21.627,1.7490001,16.471015930175778,17.841062545776367,2.75426721572876
90003_05,16.4,18.0,4.1,12.502655331653411,42.213095311500076,3.4305719901489504,14.5735,24.144001,1.958,15.267751693725586,20.10201644897461,2.646336078643799
90003_06,14.3,21.0,2.8,11.658026579120822,44.43498441189793,3.1580643940674005,10.566999,33.515,1.6645,12.935239791870115,24.613454818725586,2.2799999713897705
90003_07,12.7,25.0,2.7,10.486624578684706,47.66888919354122,2.7880642565354323,9.49,36.361,1.6085,10.30124282836914,31.308549880981445,1.9577720165252688
90003_08,11.7,29.0,3.6,9.259669907291348,51.20710055247962,2.4180624695695805,8.5335,40.362,1.446,8.073572158813478,38.685768127441406,1.6794713735580444
90003_09,8.6,37.0,1.3,8.183716129955673,54.43927842043964,2.1209399548052104,7.746000299999999,42.898003,1.3625,6.4817848205566415,43.189125061035156,1.4974360466003418
90003_10,7.1,45.0,1.2,7.294888091103156,57.23170520897519,1.9187640754491448,7.1324997,44.705498,1.185,5.390732288360597,45.95417785644531,1.3652371168136597
90003_11,6.0,49.0,1.0,6.506086787463127,59.82394143612293,1.7942877199206415,6.615,46.0735,1.12,4.509138584136963,49.54051208496094,1.2755253314971924
90003_12,5.0,52.0,0.9,5.7421403557557085,62.40388941765608,1.7205018942603392,6.2725,48.288498,1.016,3.6432366371154794,54.139549255371094,1.1768629550933838
90003_13,4.1,54.0,0.611,5.0182920423945525,64.84397052035439,1.6797919294284411,6.322,56.932,0.611,2.9839956760406494,57.5682487487793,1.1015393733978271
90003_14,2.9,58.0,0.563,4.3910649307661815,66.87418341850514,1.6625870608727986,5.937,59.706,0.563,2.4692742824554443,59.39824295043945,1.1092891693115234
90003_15,2.5,58.0,0.5814999999999999,3.8565484626689033,68.4605645939102,1.6588209444574802,5.5,62.433,0.722,2.056124210357666,62.10067367553711,1.1923365592956543
90003_16,2.0,58.0,0.6,3.3333337656113966,69.89952160128757,1.6596638701911424,5.164,66.402,0.87,1.761366605758667,64.50846099853516,1.3290014266967771
90003_17,0.9,61.0,0.7,2.7762079188839976,71.42571198839613,1.669887021212186,4.942,67.536,1.005,1.5985970497131348,65.69304656982422,1.5025089979171753
90003_18,0.5,63.0,0.7,2.3137841716956533,72.68576542196317,1.7139214390447126,4.6930000000000005,66.932,1.291,1.462888479232788,66.33760833740234,1.6622649431228638
90003_19,0.5,63.0,0.8,2.2502492989989893,72.66951848071511,1.8219116215040208,4.585,66.378,1.0,1.3327574729919434,67.25522613525389,1.7758278846740725
90003_20,0.9,59.0,1.6,2.8846911616383766,70.32256892643436,2.0036626399180637,4.324,65.085,0.6809999999999999,1.4351603984832764,67.92676544189453,1.8374865055084229
90003_21,2.1,54.0,2.2,4.278922621810201,65.4075119256627,2.2350359665501567,7.657999999999999,54.322,0.373,2.8477568626403813,63.83486557006836,1.9481160640716555
90003_22,4.5,48.0,1.8,6.172049478398093,58.87430367033157,2.4731647760725326,10.313,44.332,1.154,5.7319884300231925,53.05513381958008,2.1771562099456787
