FORE_data,       t2m,      rh2m,      w10m
90001_00,14.0,31.0,1.8
90001_01,16.4,24.0,1.8
90001_02,17.2,23.0,2.7
90001_03,17.6,23.0,2.1
90001_04,17.96160148708683,21.80112217209436,1.9885646756134188
90001_05,17.233048914894766,23.40815781600112,1.7366981407432627
90001_06,14.22121034278791,33.44489893065081,1.2157932096478814
90001_07,10.428262790073266,47.20716266502592,1.0217699108313598
90001_08,8.303300963953667,58.71258319044846,0.9720032722408511
90001_09,6.73264723404588,63.10694242980767,0.91154083707701
90001_10,5.62035643416183,66.10142099944294,0.8855072100846968
90001_11,4.842075724366517,68.4503304056104,0.8398099573486512
90001_12,4.285966581657892,71.4193175942431,0.8991633289861043
90001_13,4.037471224471755,73.58147552517961,0.8834991613996075
90001_14,3.4722485586858367,75.44466037475723,0.8666282558438023
90001_15,3.2615588195941063,78.31671379047219,0.8624323021123623
90001_16,2.995133773518111,80.96852068796046,0.831919236253875
90001_17,2.8653514951400285,83.03136004320316,0.8524069539281207
90001_18,2.4075475601374112,83.9723484068157,0.8542400940639566
90001_19,2.1333050050287348,85.13326042608888,0.8063020432002813
90001_20,1.732529075668414,85.09960190755436,0.772780925654059
90001_21,3.851074105994093,76.43455101217108,0.8398072668558587
90001_22,8.126624687337566,61.66664582236703,0.9284619815768751
90001_23,11.772443228625121,49.370714314905634,1.111499260855704
90001_24,14.086371444336113,41.87203306485539,1.336977096200039
90001_25,15.681125674194663,38.67514048741102,1.556781184512455
90001_26,16.800243494040718,36.33724304833654,1.8602110052822622
90001_27,17.51057501432853,35.485995281037084,2.031285129052603
90001_28,17.67140850579274,35.736619895505825,1.986579092503432
90001_29,17.21062200697712,38.44609719268584,1.8061688857510982
90001_30,15.017011350871229,49.36343377917083,1.2679049450178033
90001_31,12.324401432756538,58.568224277934355,1.2044265787379764
90001_32,10.704622071722437,64.69532531865177,1.219316220261105
90001_33,9.571473816368405,68.3890722432451,1.2258685539082939
