FORE_data,       t2m,      rh2m,      w10m
90001_00,13.7,22.0,2.8
90001_01,14.8,21.0,3.4
90001_02,15.3,21.0,2.9
90001_03,15.9,20.0,1.6
90001_04,16.166372168540214,18.86713909581978,2.3125456278723333
90001_05,15.487385284186818,19.924080505878305,2.160744083173674
90001_06,13.185117200507463,27.35634471192468,1.5383258454945445
90001_07,10.408002322410884,38.52981471956765,1.3948240840624033
90001_08,8.100373992142337,49.387477585990084,1.278302225275842
90001_09,6.5845169820397444,54.91543699486499,1.1900265757629362
90001_10,5.342126167233036,59.26642247652508,1.1109353957791155
90001_11,4.426346922278179,62.673027902009224,1.1103893477891922
90001_12,3.7062884679678256,65.39340534336375,1.079705522768558
90001_13,2.9802687985888996,68.34987009348173,0.9262604395075662
90001_14,2.2671438302830196,71.11294771432719,0.8489062712224673
90001_15,1.6563392482309613,74.07978030931531,0.8242550427450803
90001_16,0.9678524130559257,77.34926372611476,0.7903791200822916
90001_17,0.4788388582704549,80.05797603461268,0.7935937634988937
90001_18,0.08561481482427272,82.28429345103223,0.795574780049692
90001_19,-0.10838067201176363,82.98766416945092,0.7841275962054756
90001_20,0.04985952234723419,82.38344483749047,0.7684848143334089
90001_21,2.458835573104009,74.27482393937831,0.7512149387009149
90001_22,6.393518392567702,56.54111294730518,0.9169061463681913
90001_23,10.125696990397326,41.887501100460085,1.3524947942359513
90001_24,12.563655408683667,33.51688871086749,1.7188844390574114
90001_25,14.296248209795973,27.888109907906692,1.9988976904709204
90001_26,15.507057275252702,24.12191120086472,2.2111649331004353
90001_27,16.245732220743864,21.900165670602338,2.4340224321912456
90001_28,16.38194334220868,20.718226103655066,2.5010671038355987
90001_29,15.731197978516738,21.408107577030535,2.275197759667773
90001_30,13.141062689559948,28.902120546280706,1.7730108602932038
90001_31,10.180843615713288,40.63866030097861,1.4347691684616197
90001_32,8.281721406820088,51.02034733459086,1.2512577565252068
90001_33,6.673431261020201,57.19264918682082,1.1602824089511785
90001_34,5.542177740570692,62.06224819243008,1.0822201747098603
90001_35,4.691505837515969,65.5136290624143,1.0127648153319837
90001_36,3.9560582440084326,68.34684955819206,0.9321105892220076
90002_00,13.4,31.0,2.4
90002_01,15.0,24.0,1.5
90002_02,15.7,23.0,1.3
90002_03,16.0,23.0,2.8
90002_04,16.233624881778564,22.919072214396135,2.2491135897416714
90002_05,15.772589706149398,23.90585434139076,2.0359553032462294
90002_06,13.712301669593296,29.869883572118937,1.5115995032422904
90002_07,11.885411564618689,36.54781660799124,1.3219379985923836
90002_08,10.31746208017422,43.26545476868006,1.261598121622075
90002_09,9.126041370488954,48.569205388892996,1.2782935577249934
90002_10,8.159042360755526,52.41863649481968,1.2360531339119836
90002_11,7.37538242435262,55.84781673281849,1.2315419735993445
90002_12,6.785925134156875,59.04366831636894,1.1865764801357255
90002_13,6.246969441338758,61.864145014506065,1.1524679399854325
90002_14,5.768064171773313,63.78496045433225,1.0830568007050816
90002_15,5.266384142124233,66.11197433726495,1.0294289961823722
90002_16,4.903568308261255,68.12832813030681,1.0540936123038727
90002_17,4.377451047876565,69.65029612762297,1.0641387511131721
90002_18,3.8412424716538753,70.85542292844731,1.0334049216462637
90002_19,3.5658032228476584,71.01512597840131,1.0304843756170272
90002_20,3.5935294312857926,69.60860900256552,1.044263356166264
90002_21,5.378840908901917,61.95228821408515,1.074620726509729
90002_22,7.983650543043737,51.380898767317696,1.158377787707457
90002_23,10.33948548941163,42.56713053514465,1.2118888887004542
90002_24,12.197421416215388,36.61813412970339,1.3106384453486153
90002_25,13.484637884297243,32.62417203489865,1.3633373939251867
90002_26,14.64075025893666,29.976531621260044,1.4333527183234578
90002_27,15.531748546618143,28.408621360557696,1.4940559261673503
90002_28,16.125458329240562,27.668488557815277,1.5481509797163027
90002_29,15.516950093848203,28.96786169618098,1.462474632552621
90002_30,13.36958405772721,38.07195880249656,1.1196108456127185
90002_31,11.266860598510155,47.910140639155905,0.9956263095554085
90002_32,9.44556956952535,56.06555152531246,0.9677937446953251
90002_33,8.189206917001398,61.74023037346262,1.0116151755274367
90002_34,7.189401856303408,66.11323552229389,1.0010215780325844
90002_35,6.544307782999897,68.80600346896591,0.9830689559858342
90002_36,6.036834079115241,70.84178618340133,0.9665239337222516
90003_00,10.0,26.0,4.9
90003_01,11.3,24.0,4.2
90003_02,13.3,22.0,3.6
90003_03,13.5,21.0,2.2
90003_04,13.655086585333091,19.643236381068,3.2237077049802387
90003_05,12.921595024252758,20.223135856931556,3.0581651987333514
90003_06,11.188217968328651,23.009691824861314,2.6733391304112226
90003_07,9.674746831525862,25.986847931495838,2.5269247705721556
90003_08,8.434244648550173,28.67226336424402,2.348727100608005
90003_09,7.34563538835765,31.636429747695622,2.380565046615488
90003_10,6.345549794749216,34.91906650573132,2.255863128496787
90003_11,5.542346032952791,38.73468762961069,2.1728357960636657
90003_12,4.725938360001252,42.40024615769443,2.054708657205733
90003_13,3.4318741114465765,46.38110683221157,1.7774836169633494
90003_14,2.423611177138138,50.0003042939826,1.7298258311476993
90003_15,1.6711505898712673,53.00558870494772,1.852190928882506
90003_16,0.9054576001254615,56.54515858815709,1.8488943741559614
90003_17,0.2224874270045095,59.40382225454253,1.7994903150737716
90003_18,-0.44549209375969967,62.355700530124274,1.7382997696963087
90003_19,-0.8259487341152759,64.65337737986758,1.7752585891070727
90003_20,-0.817362027855707,65.31389094395081,1.9149566399117801
90003_21,0.9522619046870797,59.689616795801854,2.0557236688130534
90003_22,3.9843097653639044,50.07195052233066,2.328363796297462
90003_23,7.159169993220179,40.12297277420509,2.343870435599282
90003_24,10.08908893927282,31.688250827100756,2.503561915939903
90003_25,11.971140537097265,25.91123636197001,2.765238454497861
90003_26,13.283596556545344,22.36784145271439,2.913683217851137
90003_27,14.220843025133547,20.36476290604021,2.778693776853719
90003_28,14.72232096690754,19.218297757891456,2.6168376350931126
90003_29,14.239789424699776,19.88289265385577,2.262169065608519
90003_30,12.160070956525324,24.307670897785925,1.9482078262659457
90003_31,10.011817577693702,28.664775454895146,1.8359374826137915
90003_32,8.36581338253472,33.60623383419495,1.6284700319097258
90003_33,7.006621025307034,38.68992065847171,1.6300684106385908
90003_34,6.00542558093233,42.31508275022413,1.8102585290424646
90003_35,5.1241904849685,46.39304762028017,1.8206990270132999
90003_36,4.263876339863774,50.022096825736575,1.7864417360147182
90004_00,12.8,28.0,2.3
90004_01,13.8,26.0,2.5
90004_02,14.9,26.0,2.0
90004_03,15.6,24.0,1.5
90004_04,15.88034967880597,23.39706772484139,1.8262382376085466
90004_05,15.126475580033116,25.294411868272455,1.77417059961209
90004_06,12.36771586615685,34.181013226714214,1.2851844863061963
90004_07,9.50916723412534,46.34410136309775,1.1769253765878964
90004_08,7.502906384798263,56.22691960694277,1.1246661734940762
90004_09,5.915896757011538,63.11499990175273,1.0555021410403886
90004_10,4.783760668277563,68.3558852867146,1.0331638747775647
90004_11,3.9599655445142603,71.27070157562858,1.0339313955895966
90004_12,3.269811846106294,73.71832491716144,1.0498548078662644
90004_13,2.6790401233644214,75.79231284831472,1.057973573993762
