FORE_data,       t2m,      rh2m,      w10m
90001_00,12.0,21.0,3.3
90001_01,13.2,20.0,3.2
90001_02,14.1,19.0,4.5
90001_03,14.7,19.0,4.2
90001_04,15.36855101162585,17.7564624234584,4.210959864555486
90001_05,15.104380797418386,18.33817315483691,3.90453478984493
90001_06,13.36331235815367,22.100330518331624,3.0355087223249795
90001_07,11.623172169822492,27.385228973194806,2.9571616268802567
90001_08,9.951461619191246,32.47564680624392,2.678664821672137
90001_09,8.486854475469759,37.26155009542818,2.3449798134419986
90001_10,7.403232622046923,41.467426448157276,1.9430111672728252
90001_11,6.701179877848115,46.76887382630806,1.734330383998107
90001_12,5.8542742103073495,51.04950516479128,1.51428775871318
90001_13,4.787531694166566,56.266759450118286,1.2446812728594003
90001_14,3.94654320512625,60.50827888917719,1.0855806567500343
90001_15,2.7436166732193774,63.5628979709995,0.9752460233186087
90001_16,1.965825572584261,66.4334076094447,0.9770152279878559
90001_17,1.590278417824837,68.17225065356784,0.876510877197423
90001_18,0.9164105721506356,69.47787362895332,0.8641887810618993
90001_19,0.651108890916846,70.58436225608119,0.8781508561804352
90001_20,0.5970251294176072,70.10157387406204,0.8988212231224698
90001_21,2.7770234018145246,60.53020880444404,0.9831101492756814
90001_22,6.343417267272505,45.85642366408665,1.5235587037762581
90001_23,9.517006423955797,33.28664653197162,2.329675769670196
90001_24,11.721820096406585,28.019912670063054,3.0018842370765317
90001_25,13.233613451084004,24.99208813694745,3.5860694287819928
90001_26,14.239611882567456,22.506252276263456,3.696328593708906
90001_27,14.984158178843321,20.108346017134764,3.5704646557820023
90001_28,15.470411676902678,18.794752882409295,3.296134177549683
90001_29,15.052355066488676,20.064407993826837,2.8557359383828365
90001_30,12.627246950821451,27.82669317748804,2.0966274802259868
90001_31,9.722394909412632,39.03868038377436,1.614046592531656
90001_32,7.736766847881185,49.8950122237716,1.4271686470298852
90001_33,6.380188564984891,54.20718354705183,1.3297294015553163
90001_34,5.08622483819048,58.81379611789258,1.2104549612460243
90001_35,4.264410420042603,62.40180083992305,1.1581264401248514
90001_36,3.6161182523420834,65.01508161182173,1.1221386219440546
90002_00,12.4,22.0,2.85
90002_01,13.4,21.0,1.4
90002_02,14.3,21.0,5.3
90002_03,15.1,20.0,5.9
90002_04,15.979254936610978,18.65905522464596,5.025089105635133
90002_05,15.794248274219306,19.26439235451293,4.383930928498396
90002_06,14.340871400296528,23.090366702293835,3.394367586435422
