FORE_data,       t2m,      rh2m,      w10m
90001_00,14.2,28.0,3.0
90001_01,15.5,25.0,2.2
90001_02,16.4,22.0,2.2
90001_03,16.7,19.0,2.8
90001_04,17.01859681113276,18.70810992545338,2.6529629333221463
90001_05,16.224547735311805,20.000323527766245,2.3289300903500085
90001_06,13.789003808913225,27.46817267811236,1.8114279101243285
90001_07,10.600429850625037,39.74875257273678,1.4459637888952581
90001_08,8.314121236566022,51.10549493531297,1.2583631022348407
90001_09,6.728770324326388,57.953665425382475,1.1549297342628702
90001_10,5.555392502403264,63.29812043056008,1.0782308016791622
90001_11,4.758051646994714,67.1378705440474,1.0240236839353973
90001_12,4.186120950015964,70.15489368920052,0.9750342554061863
90001_13,3.534394266382717,72.74254175502982,1.0091356783329961
90001_14,2.8560706085939453,75.40232870015362,0.9477667426238952
90001_15,2.3579456908167176,78.21904361890414,0.8484334204248413
90001_16,1.8873165586132212,80.4739856542809,0.8098961294713515
90001_17,1.2242073720706546,82.99012633130539,0.7699959957562187
90001_18,0.7411702951751536,85.23989476108575,0.7635962881654519
90001_19,0.3079027324255911,86.16363204180861,0.8517558056921615
90001_20,0.42056301803125357,85.29405483422322,0.8390177335965427
90001_21,2.767000438856005,77.15043998774499,0.774015621155303
90001_22,6.823651549591031,59.5870416022335,0.837556017035282
90001_23,10.625073244558711,45.52584877166996,0.9790129858945689
90001_24,13.397880154689588,35.93856896772559,1.3498017232795285
90001_25,15.566220231179557,28.47960515054653,1.7302166196785642
90001_26,17.082550092369388,24.860150655183183,1.8904147401400333
90001_27,17.86079570151306,23.225052603438883,1.8127074722574363
90001_28,18.0247525448383,22.573321367135573,1.7735668725614098
90001_29,17.334799633485403,24.222933477899254,1.5983909066767286
90001_30,14.523343617977355,33.92272344502259,1.1063469911558388
90001_31,10.925761057894892,46.0605571344907,0.9614950695832143
90001_32,8.791142057531948,56.263578105007994,0.9136007771484179
90001_33,7.1039134285105945,62.61811916894722,0.9050615614416715
90001_34,6.042988055516636,66.2283422647436,0.9106379269530649
90001_35,5.14054846257743,68.98668176000174,0.9058580926978441
90001_36,4.669825840818228,71.27639414186763,0.9189851946717933
90002_00,12.4,34.0,2.2
90002_01,14.1,29.0,2.2
90002_02,15.4,25.0,1.5
90002_03,16.4,24.0,1.2
90002_04,16.435237245412633,25.09019152393773,1.4923840475957602
90002_05,15.777432112094562,26.991677710730677,1.3923843353521979
90002_06,13.40045590572459,35.804111635412184,1.064344154504504
90002_07,11.297551769221565,46.489261150470135,0.9528396175095413
90002_08,9.431227836855573,54.727570072631195,0.9431036154758047
90002_09,8.282274258738045,60.327203301837,1.000915349589549
90002_10,7.233775435471945,64.94685754512423,0.9937493157413961
90002_11,6.493689710205428,68.28117583703298,0.9776928326143992
90002_12,6.006198359903292,70.41792750930635,0.9618949518206824
90002_13,5.626228997164036,71.6733329192401,0.9609567809605286
90002_14,5.244186052464398,71.9400167344936,0.9779634677263027
90002_15,4.8707658154809685,72.54277978321682,0.9862152397483065
90002_16,4.586398400107994,73.13142245156021,0.9841182103149926
90002_17,4.225117608600984,74.21628330047496,0.9960110381538595
90002_18,3.8242603500334327,75.04862152086127,0.9959950598630696
90002_19,3.6831077789579814,75.2975744876514,1.012017967948132
90002_20,3.6669264235112577,75.02001588066298,1.030899034264457
90002_21,5.742610766207679,70.25646534614069,1.0458760616145917
90002_22,8.521870175010033,60.93982142654768,1.0983010521662906
90002_23,11.419481512549329,49.75773538647371,1.1595176452470888
90002_24,13.673235197928543,38.73607412034632,1.2358137088904115
90002_25,15.478626255427969,31.849462164233906,1.3659635455964623
90002_26,16.70283274043377,28.20053261053859,1.44028377529825
90002_27,17.407154978693733,26.171786028681346,1.5110665829193846
90002_28,17.87796345391415,25.581811121068586,1.5163752791408907
90002_29,17.11914646584788,28.1630242606225,1.4358805920478481
90002_30,14.607454611709745,37.98064183021813,1.0807226558332974
90002_31,12.162734712666268,48.79360501999259,0.9320822856693244
90002_32,10.124663850683973,57.48602559588009,0.9019037270913477
90002_33,8.692057593891876,64.06633870029142,0.9328788371736451
90002_34,7.642172446147089,68.51151877688764,0.9700735335162405
90002_35,6.893492864891195,71.47648878499925,1.0240480807549623
90002_36,6.4099788186544515,73.10071337358838,1.0309247051640964
90003_00,10.8,30.0,3.6
90003_01,12.7,24.0,2.9
90003_02,13.5,22.0,3.0
90003_03,14.4,21.0,3.3
90003_04,14.922276997043923,19.39872727156976,2.781903647033892
90003_05,14.324952176537128,19.941250495509554,2.295146179810216
90003_06,12.154134239769038,24.317910913067628,1.9703753073757646
90003_07,10.104320084112173,29.032303590810876,1.8307760169071208
90003_08,8.43484937755433,34.57285388618676,1.6309390223814924
90003_09,7.132869273975523,39.57516264823438,1.6193789998623143
90003_10,6.114909058900509,42.97059468026445,1.7958521282969067
90003_11,5.21939339110929,47.03984659262552,1.8029355438734989
90003_12,4.3665504101607535,50.251309126075164,1.8030132472830467
90003_13,3.5629480935622375,52.5798245551842,1.9806025636660514
90003_14,2.9286078866716956,54.80067670943547,2.1187816046715997
90003_15,2.441938378662906,57.3805831651437,2.084359810962389
90003_16,1.829776854836996,60.222441931776586,2.0379976658090073
90003_17,1.1983888826712654,62.930227977604204,1.8716816355982218
90003_18,0.7265218441810951,64.94880902647192,1.886430171717782
