FORE_data,       t2m,      rh2m,      w10m
90001_00,14.0,31.0,1.8
90001_01,16.4,24.0,1.8
90001_02,17.2,23.0,2.7000000000000006
90001_03,17.6,23.0,2.1
90001_04,17.847786924578443,22.40667556907788,1.8094988720295007
90001_05,16.979383319014588,24.83251594701576,1.578556701986546
90001_06,14.211432537243544,34.90083485385429,1.1096591166435523
90001_07,10.703376878737258,47.71213856979,0.917602740783495
90001_08,8.397325831174884,58.31845451640007,0.8748220467185736
90001_09,6.779017142620607,63.97285816737733,0.8644048960945296
90001_10,5.6579649160288845,67.71442288094751,0.877981574260728
90001_11,4.881319055460566,70.61855229559347,0.8822204881580161
90001_12,4.269284941765175,73.33196094027976,0.9178060094313102
90001_13,3.8381421661692277,75.70218006904271,0.9256027566141563
90001_14,3.43095185867474,77.40360716352177,0.9351642356345868
90001_15,3.290285534796729,79.49472250335546,0.9467245765142677
90001_16,3.057126380955332,81.42840874841859,0.9336702407468849
90001_17,2.79821762486989,83.0108773591151,0.9391243290265404
90001_18,2.384656382598046,84.13671995743117,0.9373238874711606
90001_19,2.0859139710208257,84.95847725654059,0.902448984023135
90001_20,2.043056706294422,84.15207363033863,0.8953258451341372
90001_21,4.0436205172715685,76.64603828826478,0.9392037609687893
90001_22,7.803784996197578,62.55731823616184,0.9917197390476625
90001_23,11.313704932644102,49.701676035076936,1.1222080694336911
90001_24,13.694254618290719,41.45435306921152,1.323658566785131
90001_25,15.376367615362831,37.67903403479108,1.562484999843301
90001_26,16.589049357244715,35.99523601875839,1.8299055619350622
90001_27,17.336183788842096,35.27644235191091,2.015909909420323
90001_28,17.477061261475857,36.53640641350459,1.9834938287324126
90001_29,16.93781242785198,41.056685977132815,1.7178189937225852
90001_30,14.729845815320054,52.79761388156851,1.180075533978078
90001_31,12.296800331797726,62.793883602650105,1.0980146984596202
90001_32,10.57450293855876,69.31560166357882,1.1182883456558335
90001_33,9.42332447686049,73.10109124534303,1.1418252823043489
