FORE_data,       t2m,      rh2m,      w10m
90001_00,12.0,21.0,3.3
90001_01,13.2,20.0,3.2
90001_02,14.1,19.0,4.5
90001_03,14.7,19.0,4.2
90001_04,15.132048475237406,18.257801180193855,4.028628518466011
90001_05,14.760918705241815,18.905345588334477,3.6757975326972607
90001_06,13.025560393821769,22.756337215464782,2.949760086871185
90001_07,11.198627630986035,27.219836171472473,2.8153884921170076
90001_08,9.47393974917718,32.256744725398754,2.5354381251695086
90001_09,8.146652466447524,37.27005625740562,2.14849664437982
90001_10,7.093493906840294,41.41958611901739,1.7856248244860282
90001_11,6.327746605427348,45.55025905019559,1.614874201127621
90001_12,5.45507793803259,49.608211189897716,1.4401494781439284
90001_13,4.487350149067739,54.692465185827146,1.1730894899269528
90001_14,3.6899251099317274,58.36501750943091,1.0370001154377841
90001_15,2.752632817551442,61.43288215775162,0.9467920446095663
90001_16,2.2145780253582883,64.46609726882765,0.9571734934801439
90001_17,1.8403426823079418,67.35492159485702,0.8833562769476291
90001_18,1.1957793865059252,69.77618153671071,0.8706795300295582
90001_19,0.9035522699759287,71.5050220343265,0.8762897391163287
90001_20,0.9721915055225077,71.07344297094838,0.9069933316178572
90001_21,3.0135520766139186,62.346027095134694,1.030818098104901
90001_22,6.404205352093044,47.160615511250604,1.4948938723437806
90001_23,9.567410661773732,35.07781484212355,2.1676920866067
90001_24,11.58246071863956,29.17727568644675,2.776579422135817
90001_25,12.966240617450547,25.351663503850823,3.3072772768148537
90001_26,13.997891242654413,22.81805400161217,3.4331698228263967
90001_27,14.762237606229586,20.881096655195574,3.350916324241079
90001_28,15.217681172247577,19.978036602901565,3.0975222140736838
90001_29,14.857832608667366,21.24279829368937,2.6901580645324126
90001_30,12.51465523553556,28.513749158718532,2.001340320022602
90001_31,9.71193301452799,38.686460572418,1.6106308881626348
90001_32,7.658138923622912,48.12841716669287,1.4075009074365687
90001_33,6.347067643052045,53.11236659023082,1.2838272085186122
90001_34,5.144404748930382,56.837360087503235,1.1704825568733452
90001_35,4.357663918241123,60.04442591863766,1.1510311173117782
90001_36,3.739567634994944,62.33771569010014,1.097008285150692
90002_00,12.4,22.0,2.85
90002_01,13.4,21.0,1.4
90002_02,14.3,21.0,5.3
90002_03,15.1,20.0,5.9
90002_04,16.021158984652946,18.97912950288984,4.606385518302828
90002_05,15.771020104472564,19.695299018711424,4.0068549788140775
90002_06,14.349367080226306,23.245068947887354,3.1273882538554636
