FORE_data,t2m_catboost,rh2m_catboost,w10m_catboost
90001_00,14.2,28.0,3.0
90001_01,15.5,25.0,2.2
90001_02,16.4,22.0,2.2
90001_03,16.7,19.0,2.8
90001_04,16.921125535515902,18.443896502842804,2.737043399846693
90001_05,16.65576985957139,20.731602995471995,2.464367497764359
90001_06,13.977218437510038,29.412890329712344,1.9236180542632062
90001_07,10.870326850699367,41.80777442843845,1.5071394560630593
90001_08,8.749861450301353,51.19171769263958,1.3771060887505742
90001_09,6.90127318213788,58.42296049347295,1.23289707839841
90001_10,5.395199521043449,65.6045218092155,1.1227659113166941
90001_11,4.56368989135965,68.68739751504408,1.009293670447083
90001_12,3.9264892556081366,70.9901963060837,0.9438670008511414
90001_13,3.2411545939306503,74.44213381945245,0.9314937239798005
90001_14,2.371580340108402,76.82987130369814,0.8471921989667537
90001_15,1.867807815595906,78.8508851000196,0.7669310041421834
90001_16,1.3578126197283902,79.84853119780799,0.7257219788512542
90001_17,1.0255425787624808,82.07974583079071,0.6845500588482777
90001_18,0.42126510067502393,84.71420174975746,0.6043734338076571
90001_19,-0.017091054285557662,84.91245397781233,0.7042240060302744
90001_20,0.3749699656495066,84.03046972163632,0.7267151024879376
90001_21,2.445177739226853,76.078313804921,0.6715919173347933
90001_22,6.497090575043798,59.60242853265412,0.8138783034023719
90001_23,10.096226024495584,46.86410615342324,0.9595701890707187
90001_24,13.591063691951454,37.523698733781586,1.3834032554502795
90001_25,15.365267377111719,30.345626815832286,1.7383270124885253
90001_26,16.966980239263805,26.386566772914342,1.9480721361120448
90001_27,17.717155209857705,24.938731434523095,1.9172115929397933
90001_28,17.803124216622212,24.432922890265502,1.880768907921006
90001_29,17.144641228339644,27.05329559698577,1.712669074263719
90001_30,14.550899559248549,38.530243980049605,1.1959621278786887
90001_31,11.305122022125655,50.43530246381952,1.026615453711622
90001_32,9.120302987979688,58.060155893505176,0.9575318600525172
90001_33,7.083281763467251,66.36276547616538,0.9218831973944166
90001_34,6.05511902707916,69.58673265881028,0.9051208614320027
90001_35,5.253766540083671,72.1169770375149,0.8868887342866989
90001_36,4.78870056138628,75.67312466049691,0.9059169637831833
90002_00,12.4,34.0,2.2
90002_01,14.1,29.0,2.2
90002_02,15.4,25.0,1.5
90002_03,16.4,24.0,1.2
90002_04,16.629165254951666,24.427690240884214,1.3747281816190524
90002_05,15.692227983115577,26.677838694377044,1.2882566824745048
90002_06,13.113241582276071,34.38008150921853,0.9777377526245716
90002_07,11.18606655553462,43.89639133071583,0.896773604383355
90002_08,9.537031514634638,50.12550716302175,0.9105996390260456
90002_09,8.543217726134236,55.34492650021101,0.9787434058881345
90002_10,7.389461087919931,60.72328841265198,0.9668931144862727
90002_11,6.497337006312172,63.429483053042986,0.9581430751891107
90002_12,5.981872454336233,65.71826532070223,0.9584271770434503
90002_13,5.518247121866165,67.37868085970591,0.9359100996260237
90002_14,5.233291233565707,67.77246087563772,0.9691145407705817
90002_15,4.685279828561091,68.79798997979577,0.9839464123638757
90002_16,4.388018744960993,69.00889738374843,0.957184714052036
90002_17,3.9978623839474436,70.30137523092897,0.9805056827041453
90002_18,3.6082520645258045,71.58396965580623,0.9941138603393931
90002_19,3.726771569944728,71.74292680328396,1.0017210321043886
90002_20,3.6359940470669008,71.41730611308897,1.0515224873565487
90002_21,5.6528169093568446,68.52706869806833,1.0756262297401336
90002_22,8.388726802040773,59.35139543219143,1.15069039501169
90002_23,11.114240729832288,50.92786385603382,1.2197287599707198
90002_24,13.251269622109476,41.82552052471014,1.2870478181740983
90002_25,15.27870465233982,35.77519212529658,1.3818301256197112
90002_26,16.615222552928586,31.257449593794547,1.4145291653413208
90002_27,17.60917114001186,28.433209600562183,1.519757792088907
90002_28,18.08441569634747,26.48027198307837,1.4687213111332735
90002_29,17.35452324437193,29.32389960416646,1.3791639667234727
90002_30,14.464702482338314,38.03303150186705,1.0164572001379149
90002_31,12.202514357409466,46.79794612541782,0.9239480260667221
90002_32,10.537769064371533,52.706836950504865,0.9180607369052268
90002_33,9.114422155575578,59.02233408852204,0.9233667974921299
90002_34,7.9547716856124815,64.09787359791297,0.9586879346510863
90002_35,6.999451712307478,67.52497447170434,0.9891974371340656
90002_36,6.575753966513965,69.947871800722,0.9863155090373638
90003_00,10.8,30.0,3.6
90003_01,12.7,24.0,2.9
90003_02,13.5,22.0,3.0
90003_03,14.4,21.0,3.3
90003_04,14.69106503293148,19.838664565593735,2.7236102819826282
90003_05,14.182015608511636,20.181839480805685,2.218815599605278
90003_06,12.137607549028244,24.323996470703438,1.9604089992111984
90003_07,9.930964036896889,28.957937941219242,1.84073425705303
90003_08,8.456324126575353,33.172558662824095,1.6554789495922382
90003_09,7.064729611370837,37.777491397621645,1.6652851876391437
90003_10,5.953089518553018,42.60047523502908,1.8475312532118278
90003_11,5.15298901667196,46.62926512029903,1.8623283157031945
90003_12,4.285529831340718,49.89625289539089,1.866015410361175
90003_13,3.2488322533992315,52.85224623004348,2.1030387831070536
90003_14,2.617944601453325,54.87442796931023,2.2816209357485904
90003_15,1.8774633511482364,58.56173200417951,2.1394178007691287
90003_16,1.046072659100836,60.53846299377478,2.103033114513307
90003_17,0.47429043945091137,62.17275022280138,1.955654973407656
90003_18,0.14610242615434024,64.25149912843808,1.9369938484958376
