FORE_data,t2m_catboost,rh2m_catboost,w10m_catboost
90001_00,15.1,50.0,1.1
90001_01,16.7,45.0,0.6
90001_02,17.5,41.0,2.1
90001_03,17.9,40.0,1.4
90001_04,18.02714965352677,39.44835987429159,1.8273664725918035
90001_05,17.568618044297388,42.23639634218957,1.7448592254855055
90001_06,15.772432616123524,52.059746178542525,1.1897191831733787
90001_07,14.029999904941153,62.54850509015439,1.0453748384914328
90001_08,12.072477907936262,70.12327719218662,1.0226210368412303
90001_09,11.4234414388847,74.16282673542213,1.1069228278400587
90001_10,10.789149368360922,76.74083620157113,1.2002834804104627
90001_11,10.31097509284564,78.18051881943718,1.3023640584289666
90001_12,9.974472900328818,79.12407177793726,1.3928316839087942
90001_13,9.775962019852482,81.35058505127529,1.4390555972894907
90001_14,9.574898747825301,84.55003109660291,1.342791938311189
90001_15,9.492123154895694,85.94882130764067,1.2662414619785602
90001_16,9.33250779037621,87.24491263924634,1.2328755957541033
90001_17,9.42185305070608,88.2774231650918,1.1576951526134969
90001_18,9.869054069844239,89.37158864266262,1.064649700195189
90001_19,10.059030853306849,89.00277850507901,1.0695076025895045
90001_20,10.45488095365011,88.2774125222691,1.0308468298564581
90001_21,10.917852251849544,87.49699400444392,0.9116415832886431
90001_22,11.595394241842762,85.21712829743453,0.9976519996210357
90001_23,11.99509258392987,81.55617227671762,1.0879775407812649
90001_24,12.124712597476998,79.36448863391837,1.0730984580162812
90001_25,12.072713200324861,78.98075020196556,1.0021140958410497
90001_26,11.68746086231435,80.14921183155562,1.024472880575981
90001_27,11.227474446248698,81.83183438771522,1.024864388305156
90001_28,10.368550352454788,84.58149887712396,1.0596695694613483
90001_29,9.616861113278773,87.40237008369283,1.0799731694376022
90001_30,8.649148946167664,89.77071148007994,1.0516690891402165
90001_31,8.365936741528367,91.57840817588496,0.9712771532683282
90001_32,7.860505569925402,93.05651997961698,0.8802889994256632
90001_33,7.228991445072248,94.77640131332936,0.9073290093586249
90001_34,6.618575948334978,95.41169975144962,0.8974620161646828
90001_35,6.1824459836925065,95.10766413029916,0.8914845774864372
90001_36,6.219692255603511,95.35667930219796,0.8725797110129283
90002_00,12.7,59.0,1.2
90002_01,14.0,56.0,2.0
90002_02,15.7,50.0,1.8
90002_03,16.3,47.0,2.4
90002_04,17.22892076465487,45.51541952382437,2.3966155390701402
90002_05,16.952420347804154,46.96425526674054,2.0111728838342042
90002_06,15.191684216269206,53.609748205571876,1.3907950097714672
90002_07,13.353842399818134,61.910049271090436,1.1244606990601733
90002_08,11.689712988914078,69.54825257193377,1.096248446819919
90002_09,10.508368834733087,75.41388890667153,1.072642933412897
90002_10,9.919734394922946,80.41422729662935,1.0622331543153394
90002_11,9.130486485004864,82.28871947249426,1.0640802436614036
90002_12,8.767149726909357,84.31883683997236,1.0686860086946008
90002_13,8.28103982263536,86.68242415219125,1.054557179299064
90002_14,8.403272827590326,87.42524385144242,1.0023792080137903
90002_15,8.800466262103946,87.41027371755277,1.041534102473023
90002_16,8.950843683270433,87.51232818663692,1.0380451614835982
90002_17,8.856107750465938,87.89037073874427,1.004566295746119
90002_18,8.926541890705362,87.97128032889967,0.9800787922801482
90002_19,9.092223410901978,87.22032453743171,1.0063812364761897
90002_20,9.347351807913999,85.74822192545679,1.1043598020922947
90002_21,9.896125286256664,83.76062537507977,1.1349139605537575
90002_22,10.426338553396366,81.87598241917061,1.3759320917752313
90002_23,11.17228464908428,80.04329910417337,1.4087683140932945
90002_24,11.627989223631527,78.94595816847205,1.701056091741929
90002_25,11.49114211518897,77.39476822147046,1.9229341377338034
90002_26,11.291702964739665,78.28313194430041,1.9835258016486177
90002_27,10.591623213939586,78.89073773232336,2.018154188023087
90002_28,10.002389659617297,80.72537596034826,1.948862170708678
90002_29,9.65159447161083,83.58049327398376,1.886316202214814
90002_30,8.77890308303612,86.85479076089158,1.695866235386883
90002_31,8.216626348221236,88.20591348066853,1.6336674759549161
90002_32,7.510289028979582,88.9797095821603,1.670756043273349
90002_33,7.001642145192761,90.37470079336427,1.589604310038957
90002_34,6.540373694390011,91.86674075241625,1.5329133422582744
90002_35,6.4372135406350255,91.9426196594699,1.4637169744149674
90002_36,6.267737325033073,91.59158228384273,1.3569460359792374
90003_00,12.7,52.0,1.1
90003_01,15.3,45.0,3.8
90003_02,16.5,39.0,4.9
90003_03,16.7,37.0,6.4
90003_04,16.32136766317261,38.88584728153249,5.778958694473916
90003_05,15.555173757495727,42.38761546473796,5.479733972439753
90003_06,14.14304295883312,47.63301667448694,4.388333037749122
90003_07,12.916097371502014,52.28558991099848,3.322054805220579
90003_08,11.669832225724043,57.74785450144292,2.500420908617674
90003_09,10.726606999600918,63.01250627622486,1.7449987708171153
90003_10,9.889642701726553,68.05028445839497,1.4818112245929302
90003_11,9.077301442931553,72.64301653241282,1.2869029664894738
90003_12,8.722081254130803,75.8144124381083,1.0749235844231937
90003_13,8.082571728874129,77.90805143251465,0.9732798896323832
90003_14,7.783237090318759,79.67010638003065,1.0889901751089177
90003_15,7.428057476747977,81.8804525719154,1.3134105580634214
90003_16,6.900782784350646,83.76020114707077,1.3882527930322868
90003_17,6.80499533700847,84.386114746263,1.49309332880942
90003_18,7.178242033985615,85.93188322794902,1.4883437855273671
90003_19,7.487377617040213,85.58673075673585,1.809645921186524
90003_20,7.2891534235781075,84.44313697110734,2.1889593906073186
90003_21,7.381642258255718,83.02728143934618,2.59418134428473
90003_22,7.358979202786191,79.86637007448252,2.7059403753256044
90003_23,7.5874418949679425,76.54802681005762,2.950615581939571
