FORE_data,t2m_catboost,rh2m_catboost,w10m_catboost
90001_00,13.6,44.0,0.9
90001_01,15.4,39.0,1.1
90001_02,16.4,38.0,1.4
90001_03,17.3,38.0,1.7
90001_04,17.257900356986887,38.0958749935636,1.7755440167026464
90001_05,16.740378849424907,41.28891001326708,1.643260603116754
90001_06,14.503407420042446,51.47314643406848,1.11566359942962
90001_07,12.474416382443101,59.9827123107997,1.1050655799387004
90001_08,10.888076451596392,66.16385931704416,1.1599875357228944
90001_09,9.733125624442716,69.61311746470145,1.13908247665018
90001_10,9.102190145128604,71.48521768093278,1.2173174120742574
90001_11,8.959179802188016,74.2670553074865,1.3467902150237305
90001_12,8.75094210475634,76.22975574507629,1.365971373855517
90001_13,8.635842260726733,77.92981352081117,1.369676248678056
90001_14,8.317540087569878,79.72858243354172,1.321284498325033
90001_15,7.904550976511836,81.35237471700243,1.2851058578406451
90001_16,7.366443156386991,83.58450051716459,1.248878953977452
90001_17,6.9385258437822,85.12435171503265,1.1571909774476115
90001_18,6.707797319439825,85.5583793513911,1.1182328490514122
90001_19,6.621207980685306,86.61891586817653,1.0818915900545762
90001_20,6.3456480625500955,86.98072366500712,1.0153467194294776
90001_21,7.540029014407083,82.8076463468277,1.0686186558678004
90001_22,10.791375010620701,72.19037025383736,1.1984693303002136
90001_23,13.324837064748225,62.04787442700454,1.3982647577614566
90001_24,14.948399044523786,53.998132608999235,1.740826219442409
90001_25,16.14045757298978,49.11812286888113,1.7529914674411122
90001_26,16.90875577513709,45.92184177759376,1.862198398945791
90001_27,17.511315472451493,43.51278160710548,2.0363686370152423
90001_28,17.52707799877415,42.55717755440532,2.117639195348442
90001_29,16.971495948742753,44.61258296416158,1.9268776494725204
90001_30,15.409327987932002,53.9139348712375,1.3055730872874607
90001_31,13.58548153160661,62.540760846145126,1.1673489363741376
90001_32,11.579206349414575,70.08397189975024,1.130062339666054
90001_33,10.62058124927098,74.26621851027852,1.2037289285593178
90001_34,9.917228406761092,76.88630609163614,1.2716898557856298
90001_35,9.568449699661215,78.31919916047389,1.3504306200753733
90001_36,9.53531338041794,79.056652785468,1.4017895397991744
90002_00,11.9,53.0,1.5
90002_01,13.3,48.0,1.7
90002_02,14.3,46.0,0.7
90002_03,15.5,46.0,1.5
90002_04,15.973651125516405,44.32998818061523,1.599896659779721
90002_05,15.956825081616904,46.98675893635364,1.4390467373356273
90002_06,14.112087443471024,54.51788353352256,1.1109950890738047
90002_07,12.204705747700338,62.5484229262936,1.0455254847728679
90002_08,10.667162098607093,69.47886026420605,1.0320449204517175
90002_09,9.957098959379744,75.11691874816859,1.013175399028899
90002_10,9.533066910481255,79.76511434884623,1.0430939507961725
90002_11,8.906244666268723,81.18405025144841,1.0390819810182825
90002_12,8.337578262160038,84.06402669491605,1.0464265710610152
90002_13,7.548537672424273,86.17283421087875,1.0349695658591547
90002_14,7.050037051536151,86.78302911056936,0.9936080105585267
90002_15,6.631774126999037,87.17630266187652,0.9791015589177101
90002_16,6.294264738429322,87.68432596098148,0.9736876084245106
90002_17,6.095713595548374,88.02024079983475,0.9562204810528717
90002_18,6.090029546762134,87.97709484254818,0.9916902730994448
90002_19,6.201314644312204,87.37645012489843,0.972842720781185
90002_20,6.304813761176112,85.95012598331923,1.0122429543069313
90002_21,7.059989875334705,81.89765767242629,1.2006374445306962
90002_22,8.66730736011329,75.9730559025248,1.1651371996200757
90002_23,10.711148805103223,70.39685834916536,1.2568137119835843
90002_24,12.58912978045862,64.62556466201681,1.283283284811743
90002_25,13.920910526262608,58.981760426986874,1.3877620493252758
90002_26,15.526871393324313,54.74828041876019,1.4782435673723189
90002_27,16.340658277360347,51.82057707318992,1.7059507232332898
90002_28,17.222658397157716,49.52353808221002,1.9987587833407745
90002_29,16.97937994415874,50.06613100217073,1.7854151891320336
90002_30,15.15355286154676,55.25231613023419,1.2370096379377773
90002_31,13.462851000891673,62.54004073511931,1.081394038127052
90002_32,11.857953375504964,70.05148715942738,1.0753904780623702
90002_33,10.712065683028076,75.87485871486555,1.0492344901946695
90002_34,10.22649158594497,80.16413173772459,1.0362515961088843
90002_35,9.477797063134068,82.37232806523603,1.0397414033851706
90002_36,9.072970305588335,84.25125865787052,1.0567765608236122
90003_00,10.5,37.0,1.2
90003_01,13.1,35.0,2.2
90003_02,13.9,38.0,2.7
90003_03,15.4,38.0,2.7
90003_04,15.117714919338223,39.01296199330409,3.6142933232642385
90003_05,14.53249427100224,41.54393026750067,3.8304454850324205
90003_06,13.073098718866985,46.69766155711949,3.458176614758288
90003_07,12.081840106826853,50.568428208109964,2.7405938558590464
90003_08,10.650913956868916,55.865693165779305,2.03893049427843
90003_09,9.925180549025022,61.76578964639942,1.6543122867174782
90003_10,9.19853275113349,65.40677289622467,1.5061182405867357
90003_11,8.882406358018514,68.88785825257585,1.579145066631752
90003_12,8.270049140014798,70.94410038284988,1.6216990928590218
90003_13,7.435307229613351,73.41915110200851,1.615755080996364
90003_14,6.613288181336373,75.66665785694235,1.511596007893051
90003_15,6.040052885782345,77.97931312562496,1.4098369325873583
90003_16,5.340730892475033,79.1762982554039,1.2184148474223555
90003_17,4.610907918380608,81.47709443857175,1.2691785887379037
90003_18,3.8270706909726266,83.18824995349061,1.1608497604328993
90003_19,3.3739897581417386,83.65187011508885,1.2107266662887441
90003_20,3.218416272044691,82.88074899415156,1.2260308029405018
90003_21,4.385163166020073,79.71700526949228,1.426565928728488
90003_22,7.469789680902229,71.80747209915641,1.639039323649392
90003_23,10.56198818918249,63.1749328420853,2.1380042213748705
90003_24,13.113853640688516,55.84142161379081,2.5161341209903108
90003_25,14.781238501356448,51.01683531652494,3.3507374029809496
90003_26,15.571097153040933,46.4721638132346,4.093923703310719
90003_27,15.850867709049897,44.15262169643913,4.7258863174434
90003_28,15.817197978276337,44.71830917560786,5.162212118820507
90003_29,15.13347772227186,47.90810794106858,4.976844470394088
90003_30,13.878305240850805,51.937538699878935,3.9494958996970624
90003_31,12.78719298790483,55.760385290101155,3.2188198677710194
90003_32,11.718509915363255,61.09202599920383,2.4095162415542375
90003_33,10.745863625334382,65.98608754470223,1.763650514038942
90003_34,9.985621586047213,70.15623112951411,1.4993620518052198
90003_35,9.26450919837244,74.47482946868242,1.2928294899803092
90003_36,8.926400042885978,76.79596368019477,1.1679485238472578
90004_00,11.7,50.0,0.55
90004_01,13.3,46.0,0.7
90004_02,14.7,43.0,3.1495
90004_03,15.8,42.0,2.02475
90004_04,15.910537794932614,41.95541641639213,2.000114663374214
90004_05,15.839542947969615,44.67686296722169,1.6879338228937228
90004_06,13.148845864713541,54.1641629001778,1.1897448982645422
90004_07,10.662936953377077,64.03736722943059,0.9078664585343588
90004_08,8.717188159029932,72.44366588039192,0.8578862136147565
90004_09,7.672768435665501,79.26065820095035,0.8388095667445113
90004_10,6.486423496549649,83.95385416547606,0.8440946564313295
90004_11,6.112922300260632,84.98690446425927,0.7619755091738123
90004_12,5.972844883601812,85.1991317937102,0.7091438234946235
90004_13,5.571009685712747,85.10919544975238,0.7554225391412807
90004_14,5.278705733785034,86.77920558289497,0.7398673504994616
90004_15,5.018919770740178,88.58613544750625,0.7241211820921175
90004_16,4.845969494924787,89.41488795432274,0.741459916293221
90004_17,4.701607661890594,90.79887815960713,0.7268471952199745
90004_18,4.410819191729975,92.37760850281084,0.8173552927826866
90004_19,4.368064195995949,92.364306740249,0.8351961760381336
90004_20,4.290924749198204,91.93686353404584,0.7987907328668409
90004_21,6.194357798660754,87.75670838382929,0.8540350489579362
90004_22,8.416906780091143,78.56257664983605,0.8463651424809597
90004_23,11.143430681006024,68.52509967974433,0.9123147239231474
90004_24,13.388969577438825,59.79066765744986,1.0278186356054215
90004_25,15.156039435163477,54.882919838301845,1.199569867559704
90004_26,16.144321318020435,50.98664948834291,1.4947883864352194
90004_27,16.917302144295736,48.62336997681085,1.690188012771094
90004_28,16.78866472675189,46.867256665046426,1.7277914883079726
90004_29,16.267331313123734,48.76245273558291,1.4626699992248895
90004_30,13.615026464754914,57.571697644580645,1.0926179038389505
90004_31,11.250408569371784,66.7076965993877,0.7992668195042382
90004_32,9.59679908150554,73.6725475642112,0.7944912793520587
90004_33,8.357519747376557,79.89822614814803,0.8148299557823351
90004_34,7.743322770313421,84.41653173961832,0.8099705584878023
90004_35,7.2624662531409045,86.14970164832714,0.850326223592626
90004_36,7.148688004937205,88.04746126209734,0.8540903652557084
90005_00,12.4,44.0,0.9
90005_01,13.3,42.0,1.3
90005_02,13.9,44.0,1.7
90005_03,14.6,43.0,2.3
90005_04,14.728858267635733,41.656408740010704,1.8839576420848954
90005_05,14.260307525524764,44.44615165142158,1.5927108083955104
90005_06,13.306003384338807,48.43269909745661,1.2497266060214662
90005_07,11.901887681255193,53.40934196039107,1.1092046529289494
90005_08,10.50077042925363,57.79569932497549,1.059324660493937
90005_09,9.514086305001026,62.47966948485455,1.052739022168637
90005_10,8.417110232237778,66.09318983102087,1.1015200721637923
90005_11,7.943302985955137,69.72833640520938,1.0851028789818
90005_12,7.497682182188738,71.633904201552,1.1103547045653681
90005_13,7.431378610578508,73.45346466898175,1.1123708081776373
90005_14,7.13568094889215,74.98700695904878,1.1121069968809325
90005_15,7.040287761988004,76.03167122176846,1.0955183254969956
90005_16,6.481996060350274,76.55966641962331,1.1125728245306397
90005_17,6.297151354058195,77.20867350698816,1.0974747359372221
90005_18,5.688687970693906,78.96131232737235,1.1149007399608293
90005_19,5.838450984925217,80.05694339388492,1.0649595418034727
90005_20,5.867895875660198,80.1210601729535,1.0066835840546382
90005_21,7.003989537206683,78.02159337824735,0.9930554204538056
90005_22,9.379240355320299,71.50207492544013,0.9737940009038382
90005_23,11.049110858363749,64.82182539512763,1.0904296956338235
90005_24,12.620618114348993,58.583841522655575,1.3811291253196771
90005_25,13.569657442357839,55.36176769693535,1.480461603643065
90005_26,14.60609829446599,53.268157927062425,1.523574552533455
90005_27,15.08196218828128,51.25504632682153,1.5426812352132278
90005_28,15.600301755258343,51.72787902396426,1.5602378366104992
90005_29,15.379656470151179,53.66949644252942,1.4031720620193129
90005_30,14.29161176547981,57.23061393604726,1.1722607518313792
90005_31,12.87613331372947,61.28871464761901,1.1314127090535706
90005_32,11.606065907362554,64.95584630800165,1.053166217782149
90005_33,10.60200796690526,69.0921911528796,1.033312679508088
90005_34,9.756624277312456,72.54415443904529,1.0752075560958243
90005_35,9.295381465913984,74.4487825370172,1.0697513669583514
90005_36,8.825638110174483,75.63472291495084,1.0901908863012322
90006_00,15.1,49.0,4.5
90006_01,15.8,47.0,3.5
90006_02,15.8,46.0,5.7
90006_03,16.0,46.0,5.2
90006_04,15.367280344043847,47.03307577719736,3.5570468361372343
90006_05,14.31723440926122,49.99486754040802,2.9198354337546704
90006_06,12.429206229845594,56.78636368233073,2.0196457072773857
90006_07,10.84211364039011,63.34952493008349,1.7383607664973204
90006_08,9.087317151467571,68.57270967589753,1.418388733710154
90006_09,8.10805125602133,72.81016904462417,1.2552306016650994
90006_10,7.608914952836923,76.10330756973008,1.213630061599331
90006_11,7.216205169363957,78.20587503412382,1.2197094733833804
90006_12,6.5815206589554105,80.38760738464921,1.1827402031611371
90006_13,6.2788629100535065,82.16322105804844,1.1411090075260437
90006_14,6.096052208285415,84.80851593578063,1.132032896518122
90006_15,5.790206245532506,86.0995778280781,0.9676743331791694
90006_16,5.519882145058983,86.95929788390427,0.9705802024416763
90006_17,5.208486817849914,87.7373063852239,0.986767680114961
90006_18,4.747249809952581,89.21525806524923,0.9441482221756626
90006_19,4.600084547853034,89.61144962175226,0.962184383654415
90006_20,4.748621401214483,89.47796019968497,0.8966957946518348
90006_21,5.62489913605936,87.24636276266747,0.8521635775826237
90006_22,7.67974317830754,80.04876482455497,0.8433700631158431
90006_23,11.517171757067139,64.62532368500023,1.1303433546903434
90006_24,13.761854252856935,53.10914959823172,1.7143153707348036
90006_25,15.264846226923371,44.89973130343605,2.1962863975489344
90006_26,16.081105032367713,41.69699872578043,2.7068993877216077
90006_27,16.283994628348587,41.38083499022472,2.8723201843872896
90006_28,15.732190022918385,44.185746027575455,2.71304435104747
90006_29,14.559513856966703,47.94768640430979,2.3994019629655554
90006_30,12.699580587859101,55.36068767203131,1.7119343723031648
90006_31,11.016808470644007,62.632540119326215,1.4316807296640293
90006_32,9.804334135289258,68.8802015454202,1.186796178716155
90006_33,8.901993016245239,73.9222881482859,1.0869734190239007
90006_34,8.209789752440097,77.3629122422519,1.1129577359517688
90006_35,7.9166877778899964,80.21133485070538,1.1242078768637436
90006_36,7.377429356853876,82.58061406696473,1.1099276584110171
90007_00,7.0,41.0,1.0
90007_01,10.1,36.0,1.9
90007_02,12.3,34.0,1.3
90007_03,15.0,33.0,1.0
90007_04,14.857181297135487,33.19049897443878,3.0570691645182944
90007_05,13.984044241907212,36.49990339350835,3.939960319365577
90007_06,12.851353907389353,41.24155233383044,3.592446913518438
90007_07,11.328631843205004,46.636572160433666,2.7178578301214493
90007_08,9.805242835575386,53.07455148095623,2.183431106468398
90007_09,8.164583733747525,59.00211981972679,1.9065250040897355
90007_10,6.6674119776001275,65.56316572677915,1.6633050736882364
90007_11,5.622316039803247,68.95967076081375,1.4899113024994208
90007_12,4.502702053027563,72.68219802951424,1.3421564316328152
90007_13,3.759971069153539,75.80986967994606,1.2071064157837368
90007_14,2.957382368159165,78.29967611313491,1.145822352159055
90007_15,2.336083242525198,82.5398646225617,1.055554768024433
90007_16,1.5954409202928368,84.6358748715566,1.0323026302583627
90007_17,1.0674979943308454,86.26471634477802,1.0108443427104206
90007_18,0.6010899118276596,87.52627173658314,1.0096518931008274
90007_19,0.5142806135853828,88.07839253069608,1.0008101561851068
90007_20,0.50295868835794,87.81326902124461,0.9552287645041663
90007_21,1.296928998364621,86.75670427567155,0.9238812785833767
90007_22,3.734937968506414,78.0851699263549,0.88426226884681
90007_23,7.104366379443002,67.24831883296233,0.9090918440674456
90007_24,10.417057487560095,53.51001503260208,1.1438405141160832
90007_25,13.332946735278579,45.022693235658295,1.647436038585358
